username,salary,score,price,comment,remark
ms_gibson_7631,1.0,84.1,83.2,'''Aliquam cupiditate; Quaerat quibusdam maiores , Consequatur illo''','''Molestiae molestias quis quibusdam fuga: Magni laudantium, Ducimus possimus nihil alias ipsa id'''
eleanor_thomas_0312,65.0,73.1,86.2,'''(Eaque laboriosam nulla doloribus) , Qui aspernatur quasi and Perferendis occaecati dolor porro''','''Facere odit tempora unde: Id odit culpa nemo labore, Laboriosam non'''
sheila_fletcher_4019,24.0,16.1,69.2,'''Pariatur, Commodi numquam Sapiente delectus illo esse beatae''','''(Rem corrupti) , Eligendi velit dolore sit itaque incidunt and Error alias nesciunt'''
geraldine_begum_1614,26.0,36.1,19.2,'''Note: Laborum vel, then Accusantium ipsam fugit''','''Labore ea minus: Debitis molestias dolorum, Consectetur dolore voluptates maxime culpa doloribus'''
thomas_taylor_0955,24.0,54.1,68.2,'''Voluptates consequuntur id inventore: Eius minima, Quaerat''','''(Illum architecto) , Nemo molestias and Totam iusto maxime provident aspernatur'''
robert_miles_8868,94.0,17.1,73.2,'''(Dicta numquam) , Itaque cum and A''','''Neque vel porro, Sequi Cum praesentium impedit asperiores'''
dr_little_6175,23.0,91.1,54.2,'''Asperiores hic; Reiciendis , Aliquam nulla''','''Ipsam; Aut , Corporis totam'''
abigail_reed_2393,71.0,43.1,59.2,'''Laudantium cum; Nihil tempora , Quam fugit dignissimos''','''Deleniti consectetur minima modi autem, Aperiam Officia culpa similique magnam odio'''
guy_taylor_1573,43.0,61.1,32.2,'''A amet non quod: Accusantium hic harum, Architecto non recusandae''','''(Tenetur vel totam quo temporibus cupiditate) , Eum nostrum laudantium harum and Dolore doloribus commodi veritatis'''
dr_parker_0087,99.0,52.1,83.2,'''Dolores, Suscipit similique Quis possimus''','''Note: Ad necessitatibus iure occaecati rem, then Minus nam'''
beverley_wilkinson_3766,62.0,96.1,62.2,'''Natus exercitationem: Quod recusandae accusantium nemo, Asperiores quod''','''Quidem incidunt porro, Adipisci Totam velit amet'''
jack_walker_0278,64.0,13.1,43.2,'''(Iure veritatis recusandae aut consequatur) , Ipsum ad nihil and Magni vero''','''Molestiae cumque pariatur, Dolore magnam in quo Harum aliquam soluta ullam'''
adrian_smith_0577,53.0,59.1,59.2,'''Commodi reiciendis dolores iure sunt: Vero, Veniam ducimus voluptate modi doloremque non''','''Tempora esse numquam; Aperiam facere earum enim , Nostrum veniam'''
dr_lee_1705,76.0,1.1,98.2,'''Note: Neque quos molestias, then Hic culpa''','''Similique tempora distinctio; Quia rem odit mollitia quis , Accusantium cupiditate voluptates'''
chelsea_french_9659,36.0,58.1,51.2,'''Odio totam provident sequi ducimus, Id quis alias similique Aliquam recusandae rerum''','''Sed architecto porro est doloribus occaecati; Iste , Quam aspernatur quos architecto blanditiis'''
katherine_jackson_1149,87.0,24.1,23.2,'''(Explicabo ea) , Similique magnam consequatur ad and Officia occaecati illo quod sapiente''','''Excepturi, Quo et assumenda accusamus ex quia Vero'''
mr_roberts_4635,61.0,86.1,99.2,'''(Vel quo atque et) , Consequatur quaerat aliquid molestias and Molestiae quam maiores suscipit''','''Magnam deleniti itaque; Quae corporis atque eum sunt optio , Distinctio'''
mrs_clark_1297,83.0,69.1,63.2,'''Explicabo odio amet magni, Nobis nesciunt porro Vitae rerum''','''Optio vitae, Eaque necessitatibus Esse dolorem aut tempora'''
kate_booth_1857,39.0,2.1,98.2,'''Accusamus; Et , Corrupti porro blanditiis beatae''','''Provident ducimus: Perferendis numquam, Ut sapiente'''
hollie_king_6131,67.0,52.1,,'''Fugiat, Est magnam pariatur ducimus nostrum Temporibus perspiciatis molestiae totam''','''Sit magni deserunt soluta nobis ullam: Itaque adipisci, Alias itaque'''
mr_slater_7852,34.0,,35.2,'''Reiciendis maiores dolor voluptatem numquam quas, Blanditiis consequuntur Nostrum beatae nostrum ea''','''Cupiditate beatae; Praesentium laborum repellendus , Illo eos ab'''
ms_black_5679,86.0,32.1,69.2,'''Praesentium vero temporibus; Cumque sit , Veritatis aliquam''','''Note: Natus iure vel corrupti nihil, then Deleniti delectus commodi'''
julian_carpenter_7104,96.0,2.1,68.2,'''Beatae iusto harum id a; Quasi similique provident , Commodi''','''Ullam corrupti doloremque; Id vitae eius , Consequuntur cum'''
