# This is a comment line to skip
name;score;price;age;description;remark
Megan Atkins;29.0;83.1;79.2;'''(Goal which choice) ; Must moment safe and Anything hope style''';'''Interesting east I easy hot; Whose and Mrs Home threat'''
Jennifer Mccormick;80.0;53.1;14.2;'''(Little within network peace) ; Song subject response door and Director reduce quite''';'''Sound result seat capital; Civil Paper government significant'''
Brandon Brown;92.0;95.1;;'''(Mrs imagine) ; Him sell and City food pass it car''';'''Sell defense threat sport; Per safe actually Quality'''
Colin Jones;65.0;55.1;65.2;'''(Entire) ; Card hear and Later our''';'''Pattern: Huge expect; Letter'''
Jacob Shannon;1.0;90.1;5.2;'''Risk range cultural reach; Hope New or''';'''Within skin through throw; Fear goal Gas across clear body method room'''
Elaine Anderson;78.0;100.1;47.2;'''Generation sport both: Glass; Federal clear kind''';'''Note: Red; then Today national industry'''
Kelsey Duncan;39.0;70.1;84.2;'''Note: National; then Help only high''';'''Rock prevent reality: We bit service writer; Floor poor'''
Denise Jordan;24.0;41.1;94.2;'''Note: Surface thing; then Front physical generation speech''';'''(Identify the travel) ; You young pretty and Traditional attention'''
Brianna Ibarra;73.0;97.1;21.2;'''Note: World yet last two; then Consider in serious whole factor''';'''Fill several; Evening heavy ; Author win'''
Kimberly Holland;98.0;46.1;76.2;'''Tree; Party Show of floor''';'''Democratic big scientist sister; So office return New current'''
Ronald Thomas;81.0;59.1;41.2;'''Note: Mention from; then Break list myself''';'''Note: Determine financial; then Knowledge along eight'''
Leslie Roberts;28.0;26.1;22.2;'''Note: Interest discussion; then Government sense''';'''Note: Drug close; then Store lay eat action with my'''
Eric Hunter;87.0;;88.2;'''Trouble; Real spring road ; Nation dark news''';'''To system: Matter enjoy garden meet what; Personal newspaper business both'''
John Baker;14.0;96.1;55.2;'''Foreign because study scientist kind: System; Instead many five officer about''';'''Public half: Yet partner house; Road professional lead'''
James Williams;21.0;83.1;19.2;'''Note: Another; then Ability natural now item know''';'''Note: Better news prove; then Article under decide'''
Rhonda Booth;93.0;31.1;62.2;'''Service public; Great them This relationship quite oil message discussion''';'''(Voice seven everyone) ; Bill upon add lawyer and Federal'''
Alyssa Gonzalez;49.0;82.1;95.2;'''(Fall off) ; Catch within and Hard''';'''(Safe member) ; Consumer practice imagine he response and True still'''
Patrick Gamble;14.0;59.1;50.2;'''(Say list save) ; Thank foot such pressure and Water camera great can understand''';'''White bring require song: Painting more enter head available; Age'''
Sara Davis;83.0;68.1;1.2;'''Note: Hundred hundred to eye suggest; then Any always''';'''Star concern; Far hear Media onto news general'''
Carol Cortez;3.0;88.1;37.2;'''(Range hope third ability maintain) ; Heavy kid song run and Plant military land apply as''';'''Eye few should: Member everything; Second or decade week generation peace'''
Morgan Peterson;70.0;48.1;81.2;'''Set against develop collection; Use bank system left ; Themselves enter environmental this''';'''Huge: Follow choice skill; Themselves money'''
Lacey Heath;85.0;28.1;75.2;'''Range stage under; Movie thus Direction product article''';'''Notice of; Example Behavior blood employee continue'''
x;9.0;35.1;51.2;'''Successful charge: Country; Owner project''';'''(May) ; Woman return lot million arrive and You four'''
Melissa James;89.0;50.1;5.2;'''Note: Few; then Increase early''';'''Sure apply manager soldier drive; Hope around Whole popular particularly create'''
Blake Brock;;48.1;3.2;'''Relationship how; Later agency ; Television''';'''Left college garden huge strong name; Seem man Democrat Conference unit'''
Samantha Reeves;64.0;45.1;5.2;'''Prepare key kitchen; Develop you sister appear but ; Suddenly these wide truth''';'''Discussion; Everyone evidence though program perform ; How former'''
Scott Bass;15.0;50.1;41.2;'''Note: Political; then Address''';'''Note: Respond its land magazine; then Professor prepare value'''
Crystal Black;63.0;60.1;53.2;'''Remember as let; Man large ; I election fight''';'''Us of writer like; Hour Song something'''
Hannah Smith;35.0;65.1;22.2;'''Note: Both war ready lay; then Appear half computer store''';'''(Go until officer town) ; Compare maybe area through yourself and Decide through reach lay task'''
William Abbott;96.0;16.1;92.2;'''(Mean) ; Until image middle and Type subject hair loss''';'''(Bar service sometimes enjoy) ; Base well happy and Experience hand'''
Jeffery Williams;95.0;85.1;88.2;'''(Anyone market easy) ; Decide and Eight evidence toward single young election''';'''Down soon: Nature help something station; Voice'''
Charlotte Bryant;5.0;62.1;91.2;'''(Wonder hit enjoy) ; Because education learn everyone and Reason both''';'''Note: Expect Republican stock no pattern; then Lot item current'''
Eugene Fernandez;32.0;62.1;31.2;'''Note: Skill west admit decade campaign; then Form start during might center''';'''Investment central out; Real staff ; Respond fast road'''
Eric Knox;52.0;33.1;60.2;'''(Close field) ; Phone significant act organization yeah and Could director letter''';'''(Again business business) ; Statement and Speak daughter'''
Eric Vasquez;8.0;15.1;58.2;'''Hand; Window ago look ; Indicate scientist model industry''';'''Network really bill knowledge: Dinner serious water able outside; Away each effect from'''
Samuel Lewis;89.0;42.1;26.2;'''(Suggest) ; Car painting market and Season their skill''';'''Community history both; Must ; Trip night'''
Michele Robinson;57.0;31.1;5.2;'''Study learn player structure: Lot interesting; Somebody available energy''';'''Subject; Into avoid court final ; Democratic street'''
Allen Warren;1.0;71.1;35.2;'''Population production itself; Use mother visit Stuff commercial statement''';'''Pass door significant step want: Professor; Much activity strategy'''
James Fitzgerald;1.0;81.1;29.2;'''(Assume others) ; Campaign thing and Onto money bank exist near''';'''(Father) ; Simple girl improve and Wear report prevent'''
Ryan Jones;18.0;40.1;62.2;'''Note: Whatever brother forward as theory; then Boy act remember''';'''Fall simply hear: Will natural; Night quickly according'''
