name;username;score;description
Kelly Martin-Bell;kelly_bell_0750;83.0;'''Quos magnam ipsum veritatis; Ipsa incidunt ; Minima placeat repudiandae'''
Katherine Ali;katherine_ali_7292;63.0;'''(Est nemo doloremque accusantium) ; Modi earum and Ratione accusantium earum'''
Dr Bruce Martin;dr_martin_8301;71.0;'''(Eum rerum) ; Optio earum doloribus dolorem and Dolore nesciunt aliquam'''
Ms Dawn McDonald;ms_mcdonald_2813;32.0;'''Pariatur tempore eius reiciendis cum rem; Qui minus voluptas possimus Odio reiciendis praesentium tempora'''
Michael Baker;michael_baker_5291;46.0;'''Nobis minus laudantium: Perspiciatis sunt id; In aspernatur'''
Malcolm Mitchell;malcolm_mitchell_4132;100.0;'''Iusto hic quibusdam ipsam ex delectus: Aliquid; Quam modi'''
Ruth Simpson;ruth_simpson_0018;2.0;'''(Laudantium minima porro saepe error) ; At and Veniam odit recusandae'''
Karen Preston;karen_preston_3231;7.0;'''Maxime; At quas non Temporibus'''
Joe Henderson;joe_henderson_0617;85.0;'''(Placeat deserunt omnis repudiandae) ; Impedit aut iusto libero and Soluta ad voluptatibus similique voluptate'''
Sarah Norris;sarah_norris_5021;65.0;'''Note: Maxime numquam; then Adipisci soluta rerum'''
Mrs Natalie Johnson;mrs_johnson_6397;72.0;'''Dignissimos ab: At necessitatibus explicabo; Voluptates neque'''
Jade Slater;jade_slater_3824;73.0;'''Natus harum dolor possimus excepturi; Quod nisi ; Eaque illo magnam voluptatibus'''
Mr Samuel Sharpe;mr_sharpe_4135;16.0;'''Note: Laborum architecto unde; then Nemo officia'''
Mohammed Patel;mohammed_patel_7643;;'''(Reprehenderit libero dicta) ; Reprehenderit maiores aspernatur cumque facilis and Id labore voluptatum commodi'''
Victor Riley-Morgan;victor_morgan_7950;6.0;'''Note: Rerum; then Architecto tempora ut voluptas cum consequuntur nesciunt'''
Dr Katie Reid;dr_reid_2445;74.0;'''Perspiciatis reprehenderit a aliquam iste sed: Asperiores incidunt; Modi cupiditate'''
Bethany McCarthy;bethany_mccarthy_5507;92.0;'''Architecto maiores; Odit officiis nemo esse quasi maxime ; Corrupti ipsam eligendi aut'''
Dr Brian Davis;dr_davis_6832;67.0;'''Note: Occaecati; then Placeat'''
Dr Alison Lee;dr_lee_6839;27.0;'''(Eaque id) ; Natus ex quas nobis autem itaque and Provident'''
Frederick Thomas;frederick_thomas_9751;27.0;'''Quidem velit: Alias molestias illum labore; Earum commodi dolores'''
Lindsey Dodd-Poole;lindsey_poole_5146;16.0;'''Note: Quo a; then Enim harum'''
Anna Webster-Adams;anna_adams_9249;66.0;'''(Enim) ; Voluptas ex and Rerum perferendis'''
Miss Linda Hamilton;miss_hamilton_0253;30.0;'''(Deserunt incidunt esse iure dignissimos) ; Dolorum molestias and Fuga officia accusantium odit'''
Abdul Roberts;abdul_roberts_6342;54.0;'''Note: Fugiat eum aliquam; then Repudiandae veniam ad'''
Ann Jones;ann_jones_4670;7.0;'''Note: Aspernatur quae; then Neque illum'''
 ;miss_walker_9928;45.0;'''Dolores ad vel officia; Accusantium ullam suscipit harum animi ; Fugiat commodi architecto ab expedita'''
Dr Damian Thompson;dr_thompson_9837;52.0;'''Reprehenderit laudantium recusandae quasi nostrum ab; Nostrum ; Maxime necessitatibus minus'''
Lorraine Armstrong-Williamson;lorraine_williamson_9977;82.0;'''Iure perferendis; Optio vero eveniet ; Laborum dolore rem esse'''
Mr Jeremy Cox;mr_cox_0745;100.0;'''Note: Ipsa officiis; then Voluptatum tempore mollitia adipisci minima'''
