username	name	price	rating	total_count	remark	comment
joy_townsend_0648	Joy Townsend	29.0	91.1	59.2	'''Congress century doctor against trouble: Threat any check	 Relate work staff situation'''	'''(Fund) 	 Check and Analysis million policy along low product'''
mary_atkinson_3077	Mary Atkinson	35.0	30.1	76.2	'''Process; Series while reality safe 	 Consumer war respond manager'''	'''Build between act smile answer	 Build seem close Every kitchen seat'''
greg_roberts_9891	Greg Roberts	41.0	30.1	76.2	'''Knowledge these fish: Force this expect	 Hope education happen'''	'''Six	 Capital about other she green Set today subject yeah key administration'''
stephanie_gonzalez_5170	Stephanie Gonzalez	38.0	15.1	27.2	'''(Leg focus) 	 Put stuff newspaper country and Share we one'''	'''Form; More 	 Southern talk'''
michaela_baker_6666	Michaela Baker	80.0	22.1	18.2	'''Group reduce: Concern hotel company	 Song which difficult'''	'''Note: Marriage feeling whether conference	 then Big series discuss similar'''
henry_zimmerman_3796	Henry Zimmerman	84.0	99.1	77.2	'''Debate discover	 Effect drop Read'''	'''Including gun	 Cultural usually full Wrong family'''
joseph_reed_1134	Joseph Reed	95.0	32.1	75.2	'''(Administration fight eight) 	 Task take and Voice'''	'''Them man even common new majority	 Box issue vote Field work wonder'''
james_parks_7615	James Parks	52.0	30.1	51.2	'''(Job) 	 Data night and Since data'''	'''Bed born adult help	 Imagine at happen Many true record gas'''
leslie_cross_1720	Leslie Cross	65.0	2.1	98.2	'''Note: Mention present leave market ahead	 then Large consumer'''	'''Note: Television	 then Treat good head'''
ann_reed_2454	Ann Reed	79.0	90.1	24.2	'''Say: My ahead sing	 Foot watch loss'''	'''Market	 Everybody full fight Again'''
mallory_schroeder_3215	Mallory Schroeder	92.0	93.1	10.2	'''List second; Wonder material 	 Wish main'''	'''(Bill production) 	 Which lot sit and Anyone maybe'''
michael_rodgers_9748	Michael Rodgers	55.0	51.1	73.2	'''Note: Card maintain soldier fight raise magazine	 then Really both'''	'''(Decide low) 	 After option and Seek laugh'''
jennifer_thomas_3383	A	88.0	6.1	8.2	'''Note: Author current	 then Later employee'''	'''See they control: Finish just enter card city way	 These happen'''
brandon_moore_9156	Brandon Moore	88.0	42.1	60.2	'''(Mean) 	 Wide condition dark fact and Could you anything read although'''	'''Likely free once what; Three 	 Food son'''
jennifer_walker_1186	Jennifer Walker	76.0	99.1	90.2	'''Religious enough apply: Cell other	 Would concern situation'''	'''Return professor police half thousand; Cover son decide chair 	 Mother scene home'''
latoya_price_0201	Latoya Price	7.0	82.1	21.2	'''Three blue	 Send Hundred north little assume two rest'''	'''Note: Head grow attention	 then Form production'''
kyle_wilson_1078	Kyle Wilson	57.0	76.1		'''Send network serve force work; Could perform 	 Reveal issue red'''	'''Note: Oil task	 then Plan'''
courtney_thomas_3922	Courtney Thomas	32.0	22.1	66.2	'''Cut: Matter weight stop close	 Week early'''	'''Word method individual Congress open stuff; Can mission 	 Figure black others'''
danielle_tapia_0745	Danielle Tapia	48.0	50.1	69.2	'''Worker eight: Middle moment	 Would figure onto unit'''	'''Note: Those special mother fire theory	 then Discuss result'''
johnathan_matthews_7835	Johnathan Matthews	38.0	85.1	23.2	'''(Girl sometimes) 	 Face any Congress star piece show and Customer stand section'''	'''First give bank under forward	 By high town professor stand type media Fly'''
renee_hammond_5937	Renee Hammond	93.0	55.1	57.2	'''(Have require ground page) 	 Avoid enter hair recent style on and To employee'''	'''Note: Rest market teacher	 then Note nor soldier time'''
jacob_brown_6001	Jacob Brown	73.0	24.1	64.2	'''Production trouble; Lot mean 	 Rich picture figure'''	'''(Generation) 	 Force month and Deep sort believe seem'''
robert_mejia_7878	Robert Mejia	94.0	68.1	17.2	'''(Kind blue) 	 Capital pattern room and Now brother soon start worry effort'''	'''Politics message; Sometimes people at you final trip 	 Tough participant'''
alice_smith_5372	Alice Smith	81.0	32.1	65.2	'''Friend share media during human good	 Attention should Future ahead together'''	'''Note: Piece bit admit	 then Short analysis who nearly'''
veronica_stephens_5118	Veronica Stephens	76.0	42.1	66.2	'''Pm beyond issue during care drive	 Challenge growth He within from'''	'''Way dog break actually way billion	 Glass audience several Player'''
marcus_shaw_1000	Marcus Shaw	36.0	87.1	14.2	'''Live him discuss agent consider alone	 List success Thing'''	'''Note: Market security	 then Address story compare you it'''
jonathan_johnson_2141	Jonathan Johnson	59.0	80.1	7.2	'''No animal really positive: Start middle population people	 Water gun study consider air'''	'''Black song; Moment must 	 Go show'''
jack_marsh_8693	Jack Marsh	55.0	89.1	74.2	'''Note: Such have people key involve	 then Only drive fill suddenly ball no'''	'''(Subject war likely understand) 	 Pick long development whom and Gun idea'''
christopher_gutierrez_5831	Christopher Gutierrez	78.0	84.1	81.2	'''(Condition military garden we) 	 Inside perhaps and Bank draw difficult'''	'''Note: Nearly family trouble series	 then Memory black able'''
whitney_thomas_2332	Whitney Thomas	98.0	1.1	7.2	'''Note: General many	 then Myself detail ready'''	'''Note: Happy might your usually result	 then Card baby main'''
tina_martinez_7595	Tina Martinez	19.0	9.1	85.2	'''Term big evening present whom: Term listen	 Occur grow'''	'''(Everybody throughout cell identify over generation) 	 Response base man and Population team conference four'''
marc_porter_5643	Marc Porter	71.0	58.1	82.2	'''Final simple: Prepare	 Might understand plan'''	'''Cultural effect modern under front evidence; Shake determine future 	 Animal next wish guess treatment six'''
thomas_preston_6253	Thomas Preston	25.0	45.1	57.2	'''(Myself way) 	 Capital whom and Provide audience south industry'''	'''Better low lot world expert: Where mind drug	 Case another fine'''
sara_ford_4311	Sara Ford	58.0	76.1	47.2	'''Thought; Police pressure 	 Because blue or land effort minute'''	'''Hard; Interesting language outside 	 State'''
steven_phillips_3371	Steven Phillips		36.1	65.2	'''Because minute offer himself	 By Push'''	'''Mother these; South matter yourself national 	 Statement'''
james_mcbride_8540	James Mcbride	2.0		88.2	'''(Team) 	 Eye wrong and Town thus up'''	'''Million	 Nearly lot Our factor'''
