username;age;salary;score;remark;note
samuel_dodson_1034;46.0;62.1;56.2;'''Exactly experience community why bring treat; President production want her nice really ; Reason more level court million war''';'''Spend them interesting successful administration little; Chair event argue Find gun story'''
aaron_west_5800;95.0;25.1;69.2;'''Across two; Less such high expect Culture he''';'''Open college home; Need kid common view Marriage however'''
ryan_webster_6401;28.0;28.1;31.2;'''Note: Address find price how prevent; then Act''';'''(North program) ; Point and Material'''
john_chavez_0507;95.0;43.1;8.2;'''Best; Public serve Character they''';'''(Event) ; May win can and Whether movement these response low'''
jonathan_caldwell_9393;40.0;69.1;22.2;'''Note: Through be sell many indicate; then Television add''';'''Discover myself during; Way two ; International'''
lauren_larson_3963;65.0;90.1;93.2;'''Finish head; Next street ; Still daughter''';'''Note: You easy; then Season economic'''
rick_collins_8178;22.0;44.1;26.2;'''Magazine challenge you few; May method Where heavy art result off''';'''(Describe her building parent relationship) ; Which and Money city'''
evan_cook_7883;35.0;69.1;35.2;'''Kind do right: Area another; Listen always gas man''';'''Attack kid sound even season; Available ; Research us'''
kaitlyn_meyer_2780;73.0;8.1;;'''Out sign ready ever activity; Bank receive others gun with ; Buy drive''';'''Bad structure although edge western upon: Up nation air; Technology garden soldier'''
justin_gomez_6126;39.0;36.1;10.2;'''Event away lead three build; Increase firm wait Live evening tonight treatment''';'''First start almost: Level alone building story price prove; Medical'''
joseph_richardson_6628;64.0;39.1;74.2;'''Choose with; Stay feeling from attack our skill Different''';'''Note: Wind thing course full either first; then Poor'''
michael_simpson_6497;40.0;74.1;51.2;'''(Yourself article section stay) ; What book thousand amount not road and Civil reveal''';'''Note: Four; then Hope'''
bobby_rocha_7844;59.0;;1.2;'''Main guess PM character current; Lot Night machine service''';'''Something issue imagine; Along plan quality four financial boy No collection address'''
brandon_chavez_4170;76.0;68.1;87.2;'''Road born live trip; State southern whom a both seven Yard''';'''Prove rule describe page: Product; Us show'''
tony_jacobs_4764;94.0;58.1;85.2;'''Democratic; Decade significant president wall truth others Truth station degree bring consider''';'''After standard focus always: Serious exactly serve; Available leave'''
jonathan_rogers_7557;15.0;83.1;83.2;'''(Institution music eye style) ; Large offer shake and Data drug down''';'''Bad military; Job usually call but Back service'''
rebecca_taylor_7868;49.0;76.1;49.2;'''House past news; Image ; Describe personal''';'''Particular open include commercial; Affect economic Tonight air crime television'''
kristin_taylor_3523;9.0;54.1;69.2;'''Oil remain institution blood: West art; Effort artist''';'''Note: Republican; then Tell another'''
amber_hill_8851;;44.1;74.2;'''Receive success: Vote; Especially never''';'''Social how itself; Again seven Professional item music far relationship'''
amanda_gentry_7604;18.0;85.1;66.2;'''Note: Thing; then Minute again way green''';'''Save in; Rate Partner yet catch part hear'''
jonathan_maxwell_1850;82.0;48.1;40.2;'''Note: Talk especially marriage; then Price year''';'''Enter could: Be economy player; Score life collection each travel attack'''
tony_stewart_9741;85.0;48.1;31.2;'''(Option out choice able such) ; Company write and Ready center happen third''';'''Rise: Organization how forget; Machine economic relationship far'''
sara_alexander_7481;44.0;6.1;99.2;'''(Similar process but) ; Us and You stop current''';'''Note: Others simply dream; then Court dark fall three give'''
betty_payne_8442;21.0;46.1;33.2;'''As only region central; Practice difference newspaper skin ; Now democratic must top alone''';'''(Others eight production certainly create director) ; Worker small future and Wish raise why'''
rebecca_contreras_3865;44.0;41.1;65.2;'''Right goal begin: Director trouble; Relationship''';'''Note: Other wall man; then As'''
michael_jackson_8559;76.0;12.1;42.2;'''Note: Increase right become; then Build''';'''Fire ask; Choice another campaign if quality prove ; Center tough professional'''
