# This is a comment line to skip
name,price,message,remark
Jacob Bell,21.0,'''Color hundred human wide maybe leg: Factor player born officer, Approach your mother''','''(Top think space) , Create beautiful and Site society'''
Michael Miller,34.0,'''Risk, Some else hold Two affect''','''Room ground expect; Food actually , News value else'''
Christina Montgomery,84.0,'''(Social cup leave every piece) , Risk situation picture anything manager and Traditional guy''','''(Require knowledge) , Common heart and Call'''
Darius Aguilar,90.0,'''Teacher little upon remember: Trade though sign, Brother key audience hand important''','''Agree research: Describe the down window doctor, Some ball somebody stock'''
Donald Allen,,'''Note: Reduce always high keep, then After reflect''','''Among specific, Brother recognize oil Friend myself'''
Lisa Clark,68.0,'''Note: Whether real also mouth certainly skin, then Senior performance maybe onto could''','''Manager clear home: Enough, Save down'''
Eric Johnson,38.0,'''Sign, Evening support far adult possible Our maybe mean''','''East chair camera situation, Consumer possible everything result unit Want center start financial management'''
Barry Foster,43.0,'''Respond whose: Exactly remain science, Throughout tell''','''Mouth pass brother consumer window new; Truth wonder for , Describe production most catch'''
Alice Logan DVM,61.0,'''(Southern fill) , Happy paper listen hear and Agent international''','''Common season environment beat, Record Responsibility'''
Erica Bridges,23.0,'''My might see cup: Believe foreign event force, Tonight somebody seven''','''(Low represent) , Enjoy bring and Quickly teacher lose'''
Sheila Steele,73.0,'''(Make five) , Night role director and Involve establish yourself''','''Dream: Great PM majority, High animal impact once relationship'''
Adrian Wallace,23.0,'''Law hotel; Identify , Feel case clear outside work''','''Similar: Produce one magazine guy, Economy mean lose'''
Timothy Sherman,30.0,'''Owner continue, Wrong safe Outside plant''','''Mention mind big, Point magazine laugh Determine according star as'''
Briana Conway,74.0,'''(Weight car degree better) , Always as meeting and Easy per production''','''Environmental both what save also ability: Resource half, Three'''
Matthew Martin,29.0,'''Note: Mouth structure section want, then Attack half send race''','''Move court trial church last; Theory see , Direction real'''
Alexander Branch,99.0,'''Note: Crime free upon myself, then Receive''','''Note: Tv building anyone, then They'''
Tanya Patton,37.0,'''Son member nation, Question some your save different individual Year''','''Positive important official; Why , Magazine instead certainly'''
Darryl Castaneda,49.0,'''By idea simple first both: First allow up describe, Per time opportunity stock represent''','''Pass appear in: Night send, Hot these'''
Mrs. Jacqueline Martin DDS,1.0,'''Region learn season, Person stand travel long form Foot her''','''Stop wind change position still: American though, Part wait drive course'''
Jeffrey Chapman,29.0,'''Indicate choose movement: None network man history, Information most stock amount over''','''Common eat why: Morning do, Despite hard'''
Brian Cruz,87.0,'''(Long) , Modern side similar store and Fight explain''','''(Provide tell capital according view) , Smile whose and Herself'''
Karen Oneill,92.0,'''Test police senior see only defense: Skill start response safe option, Box term''','''(Relate) , Event put street police and Newspaper government truth any bar'''
Ashlee Reynolds,14.0,'''(Whether able expert) , Prepare and The different foreign crime agree blood''','''(International) , Suffer baby radio have believe and Hand this'''
Kyle Brown,9.0,'''Wall imagine worry: Later learn, Technology factor''','''(Too model) , Charge under special both appear allow and If far yes always'''
Rickey Alexander,30.0,'''Note: Myself respond, then Class''','''(Husband store probably democratic) , Pass technology detail charge and Truth'''
Jennifer Allen,95.0,'''Try he left according radio; Worry , Born to culture''','''Stuff east seek: Do, Though'''
e,92.0,'''Seem before administration may last: Fish law pass right turn, Protect explain''','''(Mean) , Important and Person evidence'''
Stanley Jones,26.0,'''(Past) , Happy and Resource free various''','''Democratic behavior prevent safe, Bank Those economic market'''
Sherry Garcia,66.0,'''(Foot term response prevent position) , Case ability compare spring and Manager yard alone''','''Note: Improve during, then History eye leave its any'''
Mary Jackson,89.0,'''But beat country left woman; Mention away , Oil month''','''Reflect sister, Husband low student forward join Itself gas figure'''
Rebekah Smith,34.0,'''Effect every; Pay follow when hear , Visit radio''','''Create first: Me member, Federal reveal then office'''
Matthew Bond,98.0,'''Note: Huge themselves area prevent film, then Station be million customer''','''(Group cultural range board) , Only kid kind only and Remember network action goal player strong'''
Nicholas White,100.0,'''(Above new) , Stand gas nice forward too beat and Of actually picture realize pressure''','''Bank century woman change: Beyond wish us, Outside without start sense much concern'''
Emily Pineda,32.0,'''Note: Mission task full reveal firm, then Town little strong human''','''Note: Daughter so, then Way'''
Richard Ward,75.0,'''(Future concern man help and which) , So individual chair and Agreement culture defense window voice''','''Note: Discover himself western tonight evening, then Green southern parent travel away'''
Derek Gates,78.0,'''Note: Be term impact center best, then Water''','''Note: Under size, then Agreement'''
