# This is a comment line to skip
username;age;score;summary;remark
mrs_robinson_7547;48.0;26.1;'''(Ratione asperiores) ; Provident accusantium unde dolor and Similique totam''';'''Quo non eos dolorem odit; Et harum deleniti voluptas soluta Ex beatae'''
dr_daniels_5976;8.0;23.1;'''Note: Odio adipisci dolor; then Ipsum rem''';'''A adipisci unde; Dolorum eaque ; Reprehenderit quaerat'''
joe_watkins_5745;21.0;37.1;'''Note: Iure laborum amet; then Dignissimos aut illum tempora''';'''Ullam eaque modi cum unde: Optio sequi quae; Nisi natus possimus'''
shirley_owen_4013;25.0;5.1;'''(Deleniti) ; Sapiente perspiciatis beatae delectus iure and Fugiat praesentium voluptates quaerat ratione''';'''A excepturi debitis voluptatum; Repellat ipsam architecto sit Dicta tempore'''
mrs_pearce_7007;59.0;1.1;'''Cupiditate delectus: Provident vel repudiandae quia non; Incidunt rem aperiam occaecati''';'''(Laboriosam eos velit) ; Nam id commodi and Enim harum saepe maxime quae necessitatibus repudiandae'''
dr_baker_5767;62.0;28.1;'''Note: Sit fugiat sunt; then Fugit ducimus''';'''(Voluptate in a sit) ; Possimus and Delectus repudiandae'''
josephine_fleming_4088;72.0;5.1;'''Note: Possimus; then Et praesentium amet vitae delectus facere''';'''Natus ullam quia recusandae; Nulla ; Repellendus quibusdam doloremque quos consequuntur est'''
dr_day_5144;69.0;98.1;'''Note: Quia cum corporis; then Molestias quibusdam amet quae''';'''Soluta laboriosam; Expedita dolore temporibus ; Recusandae eius aperiam'''
jamie_roberts_4097;4.0;64.1;'''Recusandae quaerat facilis iure exercitationem; Sunt dolor praesentium deserunt ; Culpa cum''';'''Maiores: Reprehenderit neque dolore veritatis; Reprehenderit nemo'''
harry_newton_3702;77.0;53.1;'''Commodi explicabo optio: Numquam deserunt inventore; Numquam aliquam debitis''';'''Adipisci error harum eaque laboriosam: Eos odio ea; Voluptas consequatur quasi sequi'''
ruth_powell_7689;61.0;81.1;'''(Unde magnam quod labore) ; Sint necessitatibus a veniam soluta and Officiis commodi''';'''Corporis; Quibusdam beatae Incidunt consequuntur'''
julie_holloway_6465;54.0;20.1;'''Perferendis; In ipsum totam odio numquam quaerat Quod''';'''Iusto ut deserunt voluptas: Illum sint asperiores similique laudantium sequi; Quia delectus id modi'''
dennis_wright_3593;91.0;81.1;'''In eius culpa; Sapiente impedit occaecati Perspiciatis quis eius illo''';'''Consequuntur perferendis: Minima incidunt iure provident; Debitis dolores neque dolorum molestiae architecto'''
brian_elliott_7633;64.0;12.1;'''(Eligendi earum voluptatem quibusdam harum) ; Ut delectus reiciendis and Illo tempore''';'''Natus: Sequi eos possimus ullam dolorum sapiente; Odit eos modi aliquam illum dolores nulla'''
miss_henderson_1868;66.0;88.1;'''Quaerat adipisci cum quae iste; Exercitationem modi tempore ; Et''';'''Note: Cum; then Placeat vero quasi'''
joe_watson_4254;42.0;49.1;'''Assumenda deleniti est illo; Ipsam minus delectus repudiandae Enim vero vel''';'''Debitis repellendus: Dignissimos doloribus; Id perferendis'''
john_burrows_1641;85.0;26.1;'''Modi facere ratione sit: Recusandae alias modi pariatur; Deserunt libero''';'''A consequatur: Illo; Vel eaque deleniti consequuntur'''
miss_hill_6505;;94.1;'''Quis facilis fuga architecto; Officia illo ; Porro velit odio rerum nulla''';'''Note: Dolorem dolorum; then Labore consequuntur aliquam quasi'''
stanley_hutchinson_9444;65.0;48.1;'''Fugit illum; Excepturi libero Maiores reiciendis dolor quae necessitatibus''';'''(Suscipit) ; Asperiores cum velit and Beatae eum reprehenderit officia ratione fuga'''
jessica_foster_9741;50.0;99.1;'''Architecto quo adipisci pariatur inventore; Dolorem Quod nesciunt totam neque illum''';'''(Odit) ; Temporibus and Voluptatum eligendi'''
ms_chambers_5505;37.0;98.1;'''Note: Tempora quod facere; then Qui dignissimos''';'''Ipsum; Corporis ; Nulla nisi'''
kathryn_thompson_8554;82.0;65.1;'''(Esse) ; Deserunt quisquam iste and Magnam voluptate''';'''Magni deleniti dolorem quis consectetur ad; Saepe cum sunt laboriosam blanditiis ; Laborum voluptatibus maxime'''
dr_atkins_9699;69.0;76.1;'''Nulla molestiae: Temporibus eos; Deleniti ea illum ad quia''';'''Note: Nostrum; then Animi optio iure minus suscipit'''
janice_berry_8179;86.0;20.1;'''Totam quae sint; Vitae excepturi Provident magnam''';'''Voluptatibus accusantium ut; Doloribus fugit Voluptates enim'''
jane_hughes_2667;95.0;36.1;'''Ab in id: Dolorum assumenda; Quis vel''';'''Ipsam reprehenderit: Ratione; Doloribus sed'''
miss_griffin_0145;36.0;;'''Minus laborum: Quas; Sit alias dolorem''';'''Soluta sunt; Sequi magnam dolorum Sunt error sunt'''
