name	username	age	salary	score	message	review
Audrey Young	audrey_young_3484	11.0	9.1	48.2	'''(Together Mr) 	 Better foot which and Lead level'''	'''Note: Student	 then Rich how'''
Mathew Snyder	mathew_snyder_4972	71.0	72.1	26.2	'''Make last note: Computer plan	 Sing maintain she throughout'''	'''Plan; Sister drug environment 	 Research crime wrong American'''
Meagan Harris	meagan_harris_2533	61.0	58.1	60.2	'''(Somebody painting image) 	 Act and Minute box'''	'''Suffer professor; Arm hospital 	 Agreement'''
Travis Huber	travis_huber_1862	16.0	8.1	48.2	'''Note: Table color	 then Town image'''	'''Sign customer push material; Threat information recent 	 Tell down beat'''
Jacob Garcia	jacob_garcia_5481	86.0	71.1	13.2	'''Training opportunity far: Recent	 War'''	'''Community	 Natural test and moment Increase either poor'''
Andrew Hall	andrew_hall_0097	87.0	42.1	59.2	'''Material thing perform country community firm: Rather others interest	 For sport'''	'''(Town week play) 	 Sell week participant condition meet and Likely actually'''
Wayne Nelson DVM	wayne_dvm_2227	62.0	15.1	39.2	'''Note: Compare item fear	 then Sign capital water sport'''	'''(Life until news) 	 Expect conference fear prepare and Mention avoid'''
 	john_gonzalez_4113		91.1	7.2	'''Better hospital hospital final	 Change wish Personal'''	'''Place who line town reach; College 	 Without'''
Dawn Gaines	dawn_gaines_7765	88.0	26.1	73.2	'''(Even wall) 	 At bar and Spring size skill away answer'''	'''Serve question course; Sign most hand nature green 	 Lawyer itself'''
Brian Boone	brian_boone_6034	87.0	62.1	90.2	'''Note: A analysis real	 then Employee check institution fight'''	'''Above form reflect; Woman sell position next 	 Responsibility'''
David Allen	david_allen_9268	61.0		83.2	'''(Trouble require) 	 Black sell trade and Daughter even'''	'''Research choice need; Trade piece ready 	 General room'''
Alexis Allen	alexis_allen_5403	89.0	42.1		'''Size threat: Themselves	 Along what'''	'''Note: Technology thank	 then Financial go manage popular operation into'''
Julie Barber	julie_barber_0922	88.0	10.1	68.2	'''Finally home	 Serve any Evening both'''	'''Ahead forward across Republican at common have; Long always pressure 	 Be focus'''
Kelsey Shelton	kelsey_shelton_3275	43.0	45.1	8.2	'''Whether	 Any environmental Teach establish question nearly over'''	'''Note: Environment stock	 then Him check'''
Sarah Alexander	sarah_alexander_2915	17.0	33.1	20.2	'''Note: Might plan to get us foreign	 then Second federal happen dream system'''	'''Note: Time newspaper	 then Record'''
Shawn Rodriguez	shawn_rodriguez_0153	81.0	90.1	6.2	'''Note: Research	 then Budget under'''	'''As; Present realize senior western always from 	 Build increase'''
Rachel Allen	rachel_allen_8999	90.0	61.1	45.2	'''(Machine then become) 	 Environment and Time personal happy'''	'''These song parent media again	 Before power Road'''
Paul Nielsen	paul_nielsen_8573	6.0	22.1	35.2	'''(Up whole commercial) 	 Seem process rise and Choice'''	'''Among: Green	 Including'''
Alexis Richardson	alexis_richardson_5426	13.0	69.1	78.2	'''Note: Edge themselves carry	 then Concern area fight world'''	'''(Admit ability firm) 	 Structure person term and Meeting majority probably wear either'''
George Travis	george_travis_4874	52.0	76.1	70.2	'''Note: Over statement	 then Production early hand sea'''	'''That large	 Drug look Mr Throw account wrong study account'''
Kelly Baker	kelly_baker_3820	69.0	84.1	86.2	'''Employee most; Force effect 	 Wear expect'''	'''Mission door; Design store issue 	 Far reason military'''
Courtney House	courtney_house_4952	90.0	78.1	38.2	'''Game individual	 Former you media understand Station trial argue medical suddenly old'''	'''Right possible catch we notice onto: Girl control	 Perform close'''
Drew Jenkins	drew_jenkins_4261	53.0	26.1	82.2	'''Former area affect possible eye: Quality wear and no attorney year	 Brother none'''	'''Note: Matter note run pattern drop realize	 then Sound discussion'''
