name	username	score	price	remark	comment
Maria Bradshaw	maria_bradshaw_6095	13.0	47.1	'''Note: Inventore	 then Praesentium vitae velit'''	'''Note: Ex impedit	 then Voluptas praesentium'''
Dr Douglas Benson	dr_benson_6584	93.0	51.1	'''Repudiandae; Similique 	 Impedit nam magnam'''	'''Optio ullam harum enim exercitationem soluta: Sequi eveniet eaque	 Veniam vel necessitatibus vitae'''
Emily Phillips-Wilson	emily_wilson_4830	79.0	89.1	'''Voluptas voluptatem; Animi laborum fugit temporibus explicabo 	 Id esse'''	'''(Fugiat magnam maxime voluptatum) 	 Dolore placeat quam modi deleniti rerum and Nisi quidem sequi'''
Ms Bethan Fowler	ms_fowler_9169	17.0	44.1	'''(Sapiente omnis veritatis) 	 Laborum inventore explicabo and Deleniti expedita'''	'''Consequatur assumenda libero fuga quisquam excepturi; Nulla 	 Consectetur dolorem'''
Charlie Hopkins	charlie_hopkins_8213	4.0	35.1	'''Note: Facilis	 then Quibusdam maiores quisquam'''	'''Note: In	 then Eaque excepturi'''
Nicola Hall	nicola_hall_1463	96.0	49.1	'''(Voluptatem aspernatur temporibus) 	 Reprehenderit officia suscipit and Amet'''	'''(Officiis odit architecto) 	 Officia assumenda and Mollitia pariatur'''
Teresa Wilson	teresa_wilson_0799	93.0	64.1	'''Note: Quidem	 then Consequuntur repellat temporibus'''	'''Necessitatibus nisi	 Dicta totam expedita Quos explicabo veritatis ex'''
Charlie Sanderson	charlie_sanderson_2815	54.0	33.1	'''Quisquam reiciendis: Sit	 Asperiores vel velit'''	'''At voluptatem pariatur	 Totam hic Neque'''
Dr Sean Page	dr_page_0379	17.0	18.1	'''Quasi assumenda accusantium molestiae cumque totam: Quasi cum enim suscipit	 Atque reprehenderit voluptas'''	'''Note: Qui	 then Dignissimos doloribus'''
Mrs Kerry Khan	mrs_khan_5600	23.0	15.1	'''Laudantium: Doloribus	 Porro quam'''	'''Blanditiis dicta laboriosam facilis modi	 Incidunt explicabo Sapiente repellendus assumenda veniam ducimus'''
Ann Green-Harrison	ann_harrison_1852	67.0	41.1	'''Odit officiis harum necessitatibus: Natus nam nam	 Vel adipisci'''	'''Dolore optio; Earum fugit quis 	 Dolore'''
Mrs Lynne Gill	mrs_gill_7702	35.0	50.1	'''(Maxime minima ad laborum) 	 Animi and Nam consequatur'''	'''Magni	 Doloremque eligendi reprehenderit Odit illum dolor'''
Justin Lawrence-Williams	justin_williams_3852	73.0	20.1	'''Ea natus optio dolorem; Fuga laudantium 	 Minus deleniti laborum nihil dolores'''	'''Quaerat non vero	 Aspernatur modi Ex molestias exercitationem quia'''
Jonathan Hamilton	jonathan_hamilton_3579	74.0	18.1	'''Tenetur vel repellat: Accusamus odio deleniti	 Quae illum consequuntur voluptate ipsam alias'''	'''Autem quod	 Molestiae saepe ex ex Dicta excepturi praesentium a odit'''
Joyce Hill-Davidson	joyce_davidson_1493	32.0	81.1	'''Earum	 Laudantium debitis explicabo impedit Voluptas saepe repudiandae'''	'''(Voluptatum iure magnam) 	 Ad in similique eligendi animi and Sed eveniet itaque iste'''
Rhys Lloyd	rhys_lloyd_9254	51.0	18.1	'''Aspernatur fugit eveniet: Laboriosam	 Dolores'''	'''Note: Alias ratione	 then Perspiciatis sequi'''
Douglas Woods-Cross	douglas_cross_1986	87.0	86.1	'''Mollitia ipsam quae	 Deleniti beatae consectetur accusamus Sapiente consequuntur similique illo'''	'''(Totam sequi) 	 Corporis omnis aliquam sapiente and Cupiditate ullam dolorum nemo'''
Ms Ruth White	ms_white_3793		44.1	'''(Corporis eaque adipisci possimus) 	 Culpa culpa quos dicta and Aut quaerat quae sed'''	'''Magni fuga: Beatae	 Placeat debitis'''
Brett Hill	brett_hill_1613	47.0	47.1	'''(Quam) 	 Hic soluta and Sint commodi delectus illum'''	'''Qui qui; Recusandae accusamus tenetur enim adipisci magni 	 Laudantium repudiandae voluptates labore'''
'Miss Deborah O''Brien'	miss_brien_5463	7.0	100.1	'''(Assumenda) 	 Enim nostrum and Suscipit dolorem reprehenderit'''	'''Maiores unde: Odio dolorum eos	 Voluptatum sapiente dolores'''
Mrs Annette Young	mrs_young_5912	6.0	6.1	'''(Fuga voluptatum quidem) 	 Quam harum quia and Fugit illo ex repellat'''	'''(Qui dignissimos) 	 Fugit quos magni voluptas itaque and Ullam'''
Tracey Roberts	tracey_roberts_6859	5.0	86.1	'''Saepe similique; Cum 	 Ab eum voluptatum fugit'''	'''Beatae soluta	 Id facilis dignissimos Doloribus sunt consectetur'''
A	dr_wheeler_4057	88.0	87.1	'''Repudiandae ducimus blanditiis: Excepturi ipsum	 Cupiditate odit vitae tempora in numquam'''	'''Harum doloremque: Vero nobis quibusdam quae	 Cupiditate laborum'''
Dr Adrian Ball	dr_ball_9363	78.0	30.1	'''(Mollitia) 	 Alias ratione dolorum and Placeat'''	'''(Laudantium laborum omnis aut harum) 	 Culpa facilis doloribus voluptate odio expedita and Delectus debitis'''
Kyle Smith-Heath	kyle_heath_9377	14.0	15.1	'''Provident commodi: Ipsa dolore tenetur rem	 Temporibus'''	'''Note: Laboriosam omnis	 then At commodi nisi fugiat illum quaerat'''
