# This is a comment line to skip
username;salary;price;summary;review
katie_cooper_6821;86.0;95.1;'''Note: Sapiente quibusdam voluptates consectetur nisi; then Esse reprehenderit soluta''';'''Quo quos: Explicabo qui reprehenderit; Quos delectus est saepe at'''
mr_cook_5481;50.0;40.1;'''Possimus excepturi ratione totam: Eius perspiciatis perspiciatis; Itaque nobis reiciendis''';'''Natus rem rerum quam; Eos ad Numquam id reiciendis iusto'''
dr_saunders_3889;35.0;95.1;'''Quisquam dignissimos assumenda; Modi quas Vel laborum ea''';'''Animi quisquam quam ipsum modi; Eveniet est aliquam Accusamus voluptas'''
dr_finch_2294;42.0;34.1;'''Vero distinctio; Officia sed ipsa dolorum ; Recusandae facere harum''';'''(Repellat maxime) ; Animi iusto asperiores in and Nemo ullam consectetur porro'''
dr_bennett_8547;53.0;1.1;'''Note: Ad; then Enim''';'''(Delectus inventore) ; Deserunt modi and Corrupti consequatur'''
dr_jones_0308;24.0;94.1;'''Suscipit repudiandae doloribus fugiat eum sequi; Quae laudantium ; Consequuntur occaecati dicta odio alias velit''';'''Aperiam quo impedit voluptas quod; Libero rerum provident Corrupti molestiae'''
frances_farmer_8081;3.0;34.1;'''Note: Ratione reiciendis maiores; then Veniam aperiam dolores explicabo''';'''Ratione quam: Id corporis voluptatibus aspernatur; Amet expedita'''
louis_richardson_7746;89.0;52.1;'''Note: Accusantium facere sapiente; then Ipsum deserunt sequi ipsa iure aut''';'''Porro rem; Iure ; Enim culpa necessitatibus aliquam'''
lewis_russell_0697;38.0;58.1;'''Quis molestiae; Ex praesentium ; Odio''';'''Vitae aut: In eius quaerat sint amet; Nemo minus'''
bernard_price_3662;58.0;6.1;'''Perferendis officiis; Tenetur reprehenderit similique ; Error aliquid esse''';'''Note: Voluptates dolorum; then Iure aliquid'''
janice_mitchell_0862;6.0;70.1;'''Nihil laboriosam est; Itaque sequi Natus nulla libero sequi''';'''Vero alias quisquam natus; Deserunt expedita Omnis ratione'''
chloe_hughes_1843;76.0;38.1;'''Laborum placeat perferendis nam: Fugit quidem; Similique voluptas consequatur quibusdam dolorum''';'''(Laborum facilis nam) ; Aliquid veritatis and Corrupti unde tempore amet'''
carly_newton_9376;88.0;23.1;'''Note: Ipsa minus nemo placeat; then Asperiores vitae nisi''';'''Dolorem quae fugit; Quibusdam asperiores totam Quibusdam sapiente eos'''
lawrence_clarke_2709;67.0;58.1;'''Ad modi; Quos quia magni Rerum error''';'''Note: Aliquam ut incidunt; then Explicabo'''
roger_wood_8285;97.0;50.1;'''Consequatur mollitia: Quos; Ipsam''';'''Note: Placeat sapiente; then Quisquam sit minima deserunt'''
jill_blackburn_9147;38.0;73.1;'''(Tenetur omnis) ; Et ratione assumenda and Eaque nobis''';'''Dolores pariatur vel aliquid rerum; Quam consequuntur itaque perferendis eum reprehenderit Nostrum dolorum'''
