name	rating	score	price	message	description
Colton Phillips	58.0	19.1	77.2	'''Perhaps because; Mouth prove 	 Pressure school outside'''	'''Note: Or	 then Voice reveal'''
Christopher Stone	71.0	49.1	96.2	'''Change them pay possible; Pretty lay cup 	 Senior'''	'''Watch deal Republican: Religious	 Stop front let'''
Kim Walker	52.0	80.1	62.2	'''Ago continue often cell: Along dinner	 Ten table ahead'''	'''Note: Boy hundred	 then Line conference own recognize'''
Amanda Schultz	53.0	60.1	33.2	'''Total forget: For again might cover her	 Share'''	'''Down analysis: Piece threat perform benefit benefit	 When ready hand'''
Kayla Bailey	68.0	80.1	90.2	'''(Item describe customer such) 	 Future wall pull positive and Rather'''	'''Note: Oil	 then Win produce street'''
Michael Oliver	74.0	39.1	17.2	'''Note: Later age church history	 then Simply'''	'''Note: Effect bed likely site	 then Standard plan perform reveal policy'''
Christopher Gibson	70.0	66.1	11.2	'''Policy keep	 Give like I second Fill'''	'''(Close few important even PM) 	 Alone hold usually and Whose boy response'''
Kayla Neal	33.0	83.1	70.2	'''Small write education; Chance anything 	 Seat else'''	'''Wind need rock agency wind: Piece like	 Week generation send'''
Kayla Vasquez	91.0	12.1	70.2	'''Couple interest: Tell	 Sea dark hour'''	'''(Camera left like) 	 Physical and Western bring truth chance food decade'''
Peter May			5.2	'''(Official) 	 Head and Wear born treatment'''	'''Economic action staff	 Many remain no Evidence enjoy century nation'''
Kendra Pacheco	59.0	98.1	95.2	'''Note: Nature from student tell law even	 then Forget employee production'''	'''(Between model those) 	 Early small and Candidate foreign agree leader thing'''
Michael Howard	24.0	96.1	94.2	'''(Player) 	 Civil color event answer necessary and Identify'''	'''Close training job; Class 	 Maintain or Mr travel condition bad'''
William Joyce	51.0	21.1	58.2	'''Challenge west	 Later marriage stay happen lay Speak actually become recognize'''	'''Letter side per century	 Modern Always raise themselves option'''
Benjamin Black	45.0	83.1	76.2	'''Note: Travel decide	 then Wonder perhaps'''	'''Range recent; Under about 	 Style my sell'''
Julie Robinson	57.0	27.1	58.2	'''(Our) 	 Follow friend and Everything'''	'''Painting bad: Him room quite spend	 Force civil'''
Christy Hunter	44.0	98.1	74.2	'''Bad significant weight; Wonder any work yard radio approach 	 Bank increase'''	'''Ready painting trouble seven: Easy	 Letter investment light either'''
Matthew Cole	92.0	83.1	1.2	'''President new trade	 Weight Couple form'''	'''Environment wind clearly star campaign	 Successful senior Street half agree'''
Terry Shepard	39.0	46.1	22.2	'''(A me economy nature team contain) 	 Fish result draw and Dark claim then ahead dinner'''	'''Trip water; Pass effect successful anyone 	 This scene'''
Amanda Miller	38.0	44.1	49.2	'''Capital though class above; Carry you move 	 Knowledge free own'''	'''Clearly	 Simply job meeting hour detail Thing billion although support'''
Alicia Singleton	53.0	80.1	18.2	'''(American) 	 Piece lose difficult phone and Kind nation the'''	'''Although; Firm 	 Once miss'''
Robert Landry	66.0	61.1	48.2	'''In until little culture enter indeed; Report serious southern 	 Sport hear strong'''	'''(Think beautiful moment evening) 	 Role condition later any and Actually interesting market spend'''
Christina Brandt	97.0	64.1	35.2	'''Few world; Attention fish send decide 	 Hotel begin start'''	'''Positive might sign: Fly international soldier in traditional	 Cause animal stay while'''
Jo Graham	94.0	96.1	28.2	'''Note: You	 then Explain day arrive'''	'''Note: Point	 then Lawyer'''
Tammy Moore	54.0	68.1	59.2	'''Note: List response message deep major hand	 then Dark boy'''	'''Kid quite sign	 Member character people How'''
Karen Ross MD	15.0	14.1	90.2	'''(Strategy food keep) 	 Four and Identify beautiful'''	'''Note: Large hospital	 then Season product'''
John Mcclure	61.0	46.1	88.2	'''(Media wide) 	 Become and Really'''	'''Note: Money option seat give customer town	 then Blue within account entire'''
Amber Melton	54.0	4.1	59.2	'''(Right chair official sound) 	 Raise cost realize organization and Role'''	'''And reason: Bank economic	 Debate forward way'''
x	45.0	23.1	1.2	'''Forget opportunity Mrs short	 On thank kid Us pay best cup huge'''	'''Note: All maintain attack rate arrive box	 then Finish model fight'''
Molly Andrews	92.0	59.1	72.2	'''(Once by) 	 Finally institution talk and Test stuff stay until of'''	'''Wife reveal need affect nearly under; Specific rest federal 	 Many as pattern play'''
Mr. Michael Roberts	22.0	19.1	89.2	'''Office measure candidate leave skin	 Since tax camera he memory Inside'''	'''(Interest) 	 Amount success fish and Life room media'''
Nicholas Smith	26.0	61.1	36.2	'''Note: Response fill hit same well	 then Last policy summer strong'''	'''Note: Tonight	 then Yes parent kind walk'''
Daniel Sharp	20.0	98.1	63.2	'''Six wind happy: Church	 Plant'''	'''Stay Mrs that blood	 Main Feel gun'''
Michael Cortez	37.0	93.1	41.2	'''Note: Four executive hand reach way	 then Really song loss'''	'''Attack main model suffer major involve: Into quality sort north	 Stop'''
Rodney Murphy	57.0	95.1	26.2	'''Picture condition; Other 	 Parent choice difficult necessary recognize'''	'''(Measure) 	 And hold movie body class great and North might me'''
Mary Gonzales	90.0	33.1		'''Talk consumer: Watch mouth player affect cultural	 Share then improve'''	'''Note: Mission night sell	 then Gas scene ability'''
James Miller Jr.	91.0	21.1	76.2	'''Where ready	 Along her green issue hand Management ability certain'''	'''Whatever hundred; Direction defense candidate 	 Magazine month form direction sense'''
