username,name,rating,note,review
mr_white_0716,Mr Graeme White,29.0,'''(Voluptate magni at) , Labore fugit and Culpa quidem exercitationem''','''Est: Vero omnis, Quisquam est'''
dr_young_2126,Dr Gordon Young,54.0,'''Cumque laboriosam; Repellat modi suscipit , Reprehenderit''','''(Quis commodi dicta) , Minima and Vitae debitis eaque aspernatur'''
phillip_roberts_9924,Phillip Roberts,55.0,'''Dolorem nam voluptatem eveniet: Mollitia repudiandae, Molestias iste''','''(Labore illum minus placeat molestiae dolorum) , Nulla porro corporis vitae aliquid nemo and Minima adipisci ducimus'''
tina_owen_9066,Tina Owen,65.0,'''Reiciendis veritatis in alias aspernatur: Quaerat adipisci, Vitae quod rerum temporibus modi''','''Aliquam distinctio; Odio , Illo et'''
ruth_edwards_3523,Ruth Edwards,21.0,'''Non, Soluta Dolor maiores quas''','''(Neque nisi) , Occaecati tempore and Maiores'''
katy_hall_0042,Katy Hall,5.0,'''Animi: Dolore delectus sequi molestias, Voluptatibus quod iusto error suscipit tempora''','''Repellendus; Rerum aut dolor aspernatur , Similique deserunt reprehenderit'''
benjamin_humphreys_0635,Benjamin Humphreys,21.0,'''(Quaerat est) , Quae praesentium corrupti and Quasi inventore praesentium perspiciatis aut''','''(Ratione porro) , Culpa suscipit and Nihil'''
debra_davies_1653,Debra Davies,24.0,'''Minus sapiente: Sequi tempore nobis, Eveniet impedit sint aut et''','''Velit voluptates veniam, Deserunt numquam reiciendis distinctio nihil doloribus Maxime veritatis'''
kyle_pope_1240,Kyle Pope,41.0,'''Nisi sequi; Officiis quos molestias delectus , Vero voluptates''','''Ducimus; Eos , Qui ea libero corrupti'''
lauren_singh_1310,Lauren Singh,86.0,'''Vel delectus: Mollitia, Quo vero''','''Note: Reprehenderit perferendis, then Ratione saepe'''
mr_hodgson_6167,Mr Terence Hodgson,77.0,'''Ducimus quasi distinctio accusamus consequuntur; Facere debitis fugiat , Assumenda laborum officiis recusandae voluptate''','''Quisquam qui, A Autem a dolore'''
mathew_rogers_8442,Mathew Rogers,87.0,'''(Ad nemo reprehenderit) , Voluptates non nesciunt itaque and Fugit reiciendis''','''(Provident debitis inventore sapiente perspiciatis) , A and Neque quos quo tenetur accusamus'''
emma_chan_7790,Emma Chan,29.0,'''Beatae veniam asperiores officiis; Voluptate animi hic , Quo earum minima''','''(Perferendis adipisci) , Excepturi ipsum aut vitae rem and Facere iure'''
toby_morgan_6888,Toby Clark-Morgan,,'''(Iure aperiam id qui unde) , Culpa esse voluptatem and Numquam saepe tempore non''','''Minus maiores ab quis labore, Dolor est quas tempora consectetur reiciendis Provident ipsa eaque'''
ruth_wallace_3105,Ruth Barton-Wallace,12.0,'''Adipisci repellat: Eos unde necessitatibus, Magnam error laudantium laborum''','''Note: Similique quos, then Voluptates architecto exercitationem'''
ms_hammond_9990,Ms Anna Hammond,88.0,'''Error adipisci; Dolorum maxime porro , Consequatur eaque cupiditate neque nobis laboriosam''','''(Error natus) , Dolorum and Modi hic'''
jonathan_harris_4686,Jonathan Harris,85.0,'''Ut, Repudiandae debitis quos Doloribus vel non repellat nesciunt quisquam''','''Note: Veniam quasi quidem temporibus atque, then Aspernatur magni'''
mrs_griffiths_1099,Mrs Caroline Griffiths,49.0,'''Architecto unde eligendi facere; Odio at , Asperiores illo''','''Iure corrupti, Delectus earum quisquam Fuga dolorum fugiat'''
miss_burns_8207,Miss Georgia Burns,78.0,'''(Sunt reiciendis sit ipsa) , Distinctio sit excepturi magnam and Amet omnis quaerat vitae sit''','''Nobis nulla ipsam: Minus ipsum, Sed expedita eaque quidem'''
ms_ryan_1570,Ms Lesley Ryan,62.0,'''Note: Aperiam beatae, then Facilis consectetur''','''Quidem; Beatae dicta dolorem ut ut , Voluptatem alias sit amet consequuntur'''
dr_clarke_5661,Dr Gary Clarke,98.0,'''(Magni veniam magnam dolore) , Porro blanditiis and Unde inventore dolores''','''Magnam: Aut est sint deserunt libero, Maxime fuga rem'''
mrs_barber_2476,Mrs Samantha Barber,35.0,'''Note: Labore explicabo, then Atque veniam quisquam''','''Et veniam ullam magnam aperiam: Debitis praesentium commodi, Laborum expedita reiciendis nobis'''
dr_jackson_1106,Dr Thomas Jackson,35.0,'''Sequi facilis: Quam blanditiis vero dolor vel, Quidem eum pariatur''','''(Voluptate nobis commodi nobis odit corrupti) , Illum debitis and Quisquam accusantium'''
mr_booth_6523,Mr Barry Booth,98.0,'''Note: Quas voluptatum itaque temporibus, then Voluptates eveniet expedita ullam''','''Note: Incidunt voluptates, then Maiores'''
jemma_jarvis_5127,Jemma Jarvis,3.0,'''Commodi dolores asperiores quas; Impedit rerum ducimus , Pariatur voluptatem ab occaecati adipisci''','''Blanditiis eius eius, Facilis reiciendis Laboriosam nobis ea consectetur'''
natasha_richards_1198,Natasha Richards,37.0,'''Nam dolore minima excepturi fugiat hic, In Adipisci molestiae hic''','''Note: Quas temporibus id quidem, then Amet itaque'''
dr_north_3175,Dr Margaret North,49.0,'''Alias asperiores non neque quae; Aut , Accusantium ad''','''Note: Animi ex rem, then Officiis'''
june_crawford_9946,June Crawford,81.0,'''Aspernatur: Ut, Ipsam sunt''','''(Neque iure atque aliquam) , Labore similique and Odit quis illum tenetur'''
rosemary_lewis_8826,Rosemary Lewis,33.0,'''Perferendis magni officia magni quae, Quo libero maiores fuga Consectetur laboriosam molestias doloremque quas voluptatum''','''Beatae sapiente, Possimus Nihil'''
cheryl_brown_6119,Cheryl Brown,43.0,'''Dolorum minima; Ipsam dignissimos error , Sapiente vitae tempora recusandae''','''Note: Id sit, then Laboriosam distinctio ipsam labore'''
ms_brown_5813,Ms Jean Brown,44.0,'''Ullam non: Quam facere nostrum accusantium iste veritatis, Ut vero''','''Delectus tenetur odio; Quis magnam , Quod'''
jenna_kennedy_4139,A,14.0,'''Note: Molestiae velit autem, then Quis hic beatae''','''Nulla ullam nesciunt: Debitis quam laboriosam itaque, Error hic sunt'''
dr_ross_3584,Dr Joanne Ross,41.0,'''(Dolor dicta neque quas fugiat repudiandae) , Quos id and Cupiditate dolorum vel accusantium''','''Sapiente laudantium; Repellat at quos , Iure dicta maxime'''
hannah_gibson_1742,Hannah Gibson,53.0,'''(Veritatis veniam eius in) , Excepturi officiis sint hic and Quis''','''Nostrum non repudiandae, Officia Quia occaecati quis'''
jayne_hutchinson_5654,Jayne Hutchinson,44.0,'''Ipsum qui qui facilis veritatis repudiandae; Laborum facere nesciunt , Nulla totam commodi praesentium''','''(Quod modi) , Cumque and Vitae nisi'''
christine_osborne_8465,Christine Osborne,29.0,'''Totam itaque, Ratione ad molestias quam dolorum Ducimus''','''Doloribus consequuntur provident illo aperiam; Nihil cumque aperiam , Facere unde'''
mr_taylor_2854,Mr Gary Taylor,4.0,'''Doloribus qui quas; Tempore , Occaecati excepturi cupiditate''','''Note: Quos ex, then Rerum dolorem facilis quia'''
malcolm_turner_3823,Malcolm Singh-Turner,14.0,'''Rem delectus sit repellendus magni, Possimus voluptate nemo dignissimos vel Nesciunt''','''(Maiores at) , Pariatur consectetur and Pariatur earum distinctio ex voluptatum'''
max_robertson_5059,Max Brown-Robertson,54.0,'''Delectus vel; Sunt dolor , Quod assumenda''','''Note: Praesentium quisquam praesentium repudiandae, then Illum ad nesciunt corrupti'''
mrs_wilson_4619,Mrs Lindsey Wilson,32.0,'''Molestiae repellat error, Expedita iste pariatur necessitatibus veniam Iure magni blanditiis aspernatur voluptatem rerum''','''Possimus soluta, Dolor esse eligendi Et'''
mr_griffiths_4155,Mr Joe Griffiths,100.0,'''Aliquam esse tempora consequatur iure est, Aperiam eius Quidem''','''Perferendis odit ab; Nam ipsum , Eum minima at'''
elizabeth_holt_9833,Elizabeth Holt,60.0,'''(Quo cupiditate beatae tenetur ab minima) , Quaerat magnam necessitatibus and Veritatis aspernatur molestias''','''(Fugit nesciunt temporibus nihil quaerat nesciunt) , Accusamus and Et consequatur repudiandae'''
