# This is a comment line to skip
name	salary	total_count	age	description	summary
James Williams	25.0	74.1	97.2	'''Note: Look teach note light million water	 then Population college any traditional'''	'''Start ask	 Subject defense upon Central mouth'''
James Gonzales	97.0	11.1	2.2	'''Middle apply often another whom tend; So technology everything 	 Late bar teach'''	'''Cause hear piece	 Guy add agree current hair Party think'''
Lindsay Nguyen	51.0	58.1	85.2	'''Might seven rock	 Whether leave PM One development we education into pattern'''	'''Note: Recognize	 then Cost stage approach experience former pretty'''
Mark Thompson	47.0	16.1	89.2	'''Exactly marriage pattern exist small; Party interview finish throw by perform 	 Maybe stuff about'''	'''Note: Nice store buy that	 then Build direction improve'''
Steven James	75.0	85.1	72.2	'''Hotel star far she government; Poor military ten car 	 Finally condition here land for seven'''	'''Statement group road activity	 Ten Least head like'''
Joshua Pacheco	25.0	72.1	51.2	'''Position amount report: Send executive source well	 Black stand especially then'''	'''(Their PM simple prepare) 	 Lay usually and Take beat just tonight five'''
Nicole Cruz	85.0	37.1	100.2	'''Hour box	 Cell task particular standard Catch car ready'''	'''Herself person	 Significant far Wall campaign down end'''
Thomas Brown	30.0	63.1	61.2	'''Explain international true spend	 Gun fund open partner Specific'''	'''Market quite community benefit; Piece everyone look wait 	 Fight tell over direction four'''
Martin Garcia	69.0	30.1	27.2	'''Sometimes song police reason author	 Into choice his Standard might prepare culture'''	'''(Area) 	 Police choice ever and Poor according teach apply'''
Joseph Sharp	6.0	85.1	78.2	'''Challenge happy rich: Role them	 Either'''	'''(Many offer sing author) 	 Baby Mr history and College help each form'''
e	40.0	39.1	97.2	'''Note: Wish treat brother	 then Even until'''	'''Firm marriage sport decision should soon: Civil ground fly their include many	 Party listen'''
Mr. Thomas Miller DVM	70.0	13.1	5.2	'''Happen town	 Discover free fall parent Effect eight maintain where project'''	'''Receive here bill: Impact approach central officer two	 Fall loss two society'''
Charles Vasquez		78.1	20.2	'''(Speech continue walk explain officer) 	 Job among and Account direction ahead learn world'''	'''(Heart understand Democrat term Mrs something) 	 Human ever decision entire and Listen prepare decision against become'''
Kelli Richards	66.0	94.1	6.2	'''Area state million floor: Recent	 Newspaper language job seat face'''	'''Officer forward: Information budget	 Hand together end'''
Timothy Rios	96.0	73.1	62.2	'''What; Popular matter present 	 Question audience'''	'''Tell thank nothing; World baby consumer 	 Democrat'''
Deborah Burch	69.0	64.1	69.2	'''Believe than toward city; Her human end hotel 	 Off base perform every game above'''	'''Throw shoulder	 While senior Congress news Among'''
Joshua Hall	93.0	46.1	79.2	'''Note: Argue leader outside	 then Beyond close'''	'''Note: Response national	 then Reduce street each under foot money'''
Shelby Clark	24.0	53.1	19.2	'''(Study lawyer trial but thank) 	 Can whole least production at and Today around party'''	'''Note: Candidate cell	 then Crime station'''
George Murphy	9.0	83.1	72.2	'''Huge condition per exist; Since before vote wide however from 	 Air necessary reflect scientist check'''	'''(View daughter) 	 Series for democratic peace drive and Beyond ahead she office official'''
Tiffany Gonzalez	74.0	1.1	80.2	'''Wait local majority I	 Share growth How consider'''	'''Note: Drive full since	 then Leader environment'''
Logan Johnson	36.0	89.1		'''Audience board science	 Quality Baby born central'''	'''(Dinner staff drug within talk) 	 Week bank mean and Simple same hospital'''
Mary Juarez	43.0	94.1	73.2	'''(Each first yet popular hard fall) 	 His and Role first white to professional'''	'''Note: Who off model	 then Speech mention white'''
Crystal Melton	9.0	84.1	41.2	'''Compare quickly each against; During 	 Agreement issue'''	'''Perform phone fill: Soldier change	 Indeed'''
Louis Houston	2.0		22.2	'''Mother push	 Design remain husband Dog say land throw nothing'''	'''Computer son later enter look: Thousand training	 Late guess responsibility'''
Amanda Johnson	55.0	95.1	76.2	'''Note: Day reflect street	 then Authority'''	'''(Feeling during tax check theory between) 	 Drug hard picture mother and Season'''
