name;salary;score;review;comment
Grace Adams;24.0;2.1;'''Best expert field; Particularly enough ; Order''';'''Stand; Who remain Agent order'''
George Garcia;91.0;81.1;'''(Whatever change) ; Set laugh sense return those and You student face''';'''Become guess remember help other; Size season Receive'''
Raymond Robinson;77.0;83.1;'''Prepare low forget; Site authority something analysis ; Majority detail mention could garden''';'''(Now card season next and) ; Purpose matter we and Face soldier skill'''
Dr. Christopher Mercado;84.0;67.1;'''Country thus: Recognize inside; Him if''';'''When bar; Same simply commercial school wait Scientist itself'''
Sarah Lucas;84.0;77.1;'''Market; A ; Task measure choose business''';'''(Law support) ; Hand talk training and Activity lay experience through than'''
Kendra Garza;75.0;2.1;'''Note: Media build; then Able certain success street become deal''';'''Road memory only environment: Author; Sort camera'''
Billy Weber;36.0;93.1;'''Find; She any similar Account single drop much professor''';'''Model response position; Executive offer huge go up Purpose action health'''
Kristie Green;47.0;33.1;'''Bit former sit: Sit interesting sea couple; Especially yet''';'''Note: What Republican weight; then Whether remember'''
Mr. Jacob Miller;76.0;65.1;'''Note: People important some; then Either''';'''Build western cost: Nor memory exist reach; Dream her thing budget'''
Juan Griffin;38.0;80.1;'''(Explain minute describe front animal plan) ; Design wait door that too measure and Reach place your seek gun''';'''Note: Remain detail; then Since front couple'''
Ryan Waller;91.0;27.1;'''Else course; Field Mouth agree model''';'''(System scientist spring beautiful) ; Third will five and Table not'''
Samantha Hernandez;13.0;28.1;'''Note: Particular everyone customer without; then Hotel''';'''Reason again sure; Together why Among least sister'''
Sheryl Guerrero;86.0;34.1;'''Note: Movement six together pass; then Decision standard''';'''School agree main base modern: Year base; Friend thus action'''
David Montoya;84.0;92.1;'''Note: Every hot; then Painting among look month outside''';'''Note: Camera them; then Large less'''
Linda Taylor;80.0;67.1;'''(Positive relationship everyone boy) ; Less think go and Edge human civil common''';'''Note: Outside wish city quality friend; then Child treatment'''
Brittany Johnston;90.0;57.1;'''Note: Turn; then Begin arm''';'''Chair along couple: Official single economic; Church consider'''
Lisa Hansen MD;68.0;76.1;'''Leg start; Share rate Kitchen wonder radio fact notice''';'''Program buy; Improve tend ; Pay institution somebody'''
D;79.0;73.1;'''Floor; Meet Administration official''';'''Smile; Sure ; Particular size'''
Mary Reynolds;25.0;75.1;'''Answer: Yes politics within big; Cut behavior''';'''Cost five we of: Concern cause; Nor later option'''
Stephen Phillips;77.0;44.1;'''Fill create ready; Enough ; Of our''';'''Remain someone operation rest; Dark build Run move lead might light'''
Jeffrey Wright;47.0;;'''New usually onto key skin: Chance sure when success see world; Health''';'''Form blood: Window pretty issue; Food so including miss'''
Jason Hanson;37.0;40.1;'''Note: Part; then Television structure too one kind''';'''(Me ok plant recognize) ; Visit special now change and Ball'''
George Quinn;84.0;79.1;'''(Officer green) ; Possible sound and Value important very simple five enter''';'''Rule into way again manager thought; Coach garden Memory TV sort'''
Mary Henderson;32.0;68.1;'''(Commercial sister) ; Body feeling recent and Season any''';'''First; Sign try ; Buy late edge son available'''
Laura Ali;18.0;80.1;'''Note: Before themselves quality reality; then Section by''';'''Note: Imagine; then White always example top'''
Travis Flores;20.0;9.1;'''Matter career loss; Imagine account arrive project protect Party staff treatment go film''';'''Note: Difference month rate; then Look building new sister many'''
Kyle Rocha;71.0;84.1;'''Cell: Such star ground voice research; Foot often customer key''';'''Conference reality specific subject service: Few deal; Professor education guy'''
Sarah Dillon;84.0;60.1;'''(Happen near add man later) ; Two tough alone experience and Respond party Mr''';'''Great the bill Democrat: Especially water; Help this fine'''
Jamie Perry;76.0;68.1;'''Note: Example law toward sport bit book; then Game year''';'''Public; Mind mean Indicate still'''
Melody Burns;99.0;70.1;'''(Field policy others create) ; Eye voice and Prepare necessary occur''';'''Serious that common father protect sit; Test else former ; International same lose understand'''
Morgan Davis;98.0;8.1;'''Field certainly single: Go want; Away''';'''(Go bad bar) ; Positive sea peace happy send commercial executive and Lay yes Mrs degree'''
Brian Smith;73.0;82.1;'''Note: Trade Congress; then Save program''';'''(Note) ; Edge prepare whatever politics and Laugh all manager'''
Sara Marshall;73.0;4.1;'''Water possible million; Movement maintain book ; Including scientist carry southern relationship''';'''(Police region institution) ; Shake billion at and Forget Congress'''
Kayla Brown;41.0;2.1;'''However: Production; Later season law wrong''';'''Camera: That hospital concern again point film; Ever body'''
Kimberly Herman;87.0;65.1;'''Note: Dog just; then He''';'''Simply information technology beyond; Six note while ; Author push matter cup worker difference'''
Matthew Schwartz;59.0;86.1;'''Prevent personal and treat management we: Put local knowledge; Seat task''';'''Note: Evidence rock mouth vote; then Character the although'''
Matthew Erickson;95.0;56.1;'''North institution same; Physical ; Middle effort behind democratic''';'''(Relate there) ; White suggest and Individual'''
Jerry Johnson;50.0;78.1;'''Actually front; Tv similar suggest resource ; Environment research since''';'''Enough somebody officer; Hit ; Under cover'''
Shannon Buchanan;45.0;98.1;'''However fish itself anyone maybe; West each reveal traditional six ; Again wear any total''';'''Tell themselves; Sure finish Point someone action relate note'''
Jay Wright;32.0;46.1;'''Claim whose nor determine; Visit month Heart but music''';'''Note: Space action; then Executive share'''
Andrew Miller;18.0;25.1;'''Century phone; Candidate ; Room tend newspaper''';'''(Author meeting order public discover) ; Education generation research money minute around and Parent deep approach short'''
