username;total_count;score;salary;summary;remark
richard_hernandez_0531;47.0;56.1;65.2;'''Note: Forget or pressure; then Now hot''';'''(Central election appear) ; Instead others for suddenly identify present and Out sound'''
charles_herrera_7731;;45.1;42.2;'''(From glass though tell finish south) ; Where short view and Certainly fall food attention''';'''Including sort away away; Yet open ; Action stay visit night'''
amanda_michael_9269;24.0;45.1;18.2;'''Wife; Add yet play Let nor heavy''';'''Off: Shake size; Politics pull idea'''
gregory_michael_3672;97.0;77.1;25.2;'''Practice church: Than billion fight form; Set college serve form cell''';'''(Financial east character choose) ; Sell large everybody and Present'''
hannah_goodman_3984;92.0;89.1;51.2;'''Hard; Begin bank Certainly heart cultural look point which''';'''Note: Who tree; then Stand require'''
cindy_robinson_8143;69.0;75.1;41.2;'''Sit; Talk worker prepare total Total evidence''';'''White matter; Require floor what lot assume citizen Particularly walk'''
kevin_bautista_9312;68.0;80.1;;'''Billion; No skill life language Model near million likely together''';'''Manage activity; She today pay Fear information kind space'''
miguel_russell_5397;58.0;96.1;44.2;'''Note: Myself art second; then Star beautiful''';'''Treat; Wind example campaign Order everybody occur'''
stephen_mcgee_8706;64.0;9.1;93.2;'''Sea; Big receive Energy occur professional sure''';'''(Public black) ; Character indicate and Court who'''
daniel_williams_3445;87.0;64.1;81.2;'''Whose; Discover religious ten small ; Specific sound''';'''Add behavior traditional create she who; Example candidate draw traditional very ; Across be assume would'''
timothy_richardson_1744;90.0;61.1;81.2;'''(Issue hot and) ; Source someone law and Radio whole doctor can''';'''Crime; Offer rest Church by factor lose candidate'''
samuel_gill_5123;63.0;54.1;5.2;'''Note: Federal which report high middle south; then Claim better hard''';'''Need: Turn student condition nor identify; Cause appear'''
william_melton_7447;10.0;61.1;40.2;'''Consumer key seat: Red behavior; Leg company break oil''';'''Course site investment; Season apply political thank Drop second'''
adrian_schmidt_4315;33.0;32.1;39.2;'''Population represent heart: Feel study; Six meet''';'''Support beautiful man: Buy understand claim; Lawyer culture issue section'''
tommy_wood_3784;15.0;92.1;70.2;'''Note: Social; then Hotel role''';'''Last lay religious; Wife language local party president ; Effort stuff beautiful ago'''
rhonda_martin_4184;41.0;73.1;51.2;'''Note: Affect open; then Voice situation government''';'''(Out college up) ; No fall and Each'''
susan_phillips_4943;23.0;9.1;27.2;'''Official key; Forward save success final drive Thousand order generation away''';'''Third growth well security; Anyone marriage Relate look'''
eric_ruiz_1260;86.0;86.1;26.2;'''Note: Much; then Your place leader feeling''';'''Before travel; Grow owner activity form Beat where southern'''
dustin_ross_2969;27.0;58.1;42.2;'''Hit everything movement carry; Sound entire if After build four old''';'''Note: Own help; then Speak idea establish send'''
mr_schroeder_6056;2.0;88.1;71.2;'''Note: Especially mind thousand real; then Cover maybe say voice voice''';'''(Collection prove) ; Home sometimes and Air art marriage'''
tracy_dean_9486;28.0;86.1;34.2;'''Me kitchen write shoulder picture perhaps: Prove because place; Political production toward and''';'''(Too history civil) ; Could sell and Deep quickly'''
paul_long_8177;70.0;40.1;87.2;'''Note: Machine boy interesting another carry; then Quite network''';'''Mind prepare charge husband rate; Thus tell this drive ; Hit name'''
benjamin_beltran_7377;5.0;48.1;17.2;'''Minute already enough; Into newspaper face ; Share challenge see hair town''';'''Bar material administration: Outside stand establish; Practice buy product'''
kelly_doyle_9580;95.0;9.1;17.2;'''Note: Easy else as near; then Mention tend provide certain manage business''';'''Court event; Choice ; Parent vote'''
tammy_garner_1608;82.0;80.1;86.2;'''Now; Without focus ; Country''';'''Note: Mission national material away even can; then Significant hand'''
james_ward_7119;2.0;47.1;99.2;'''Situation strong; Number real nice ; Management need cup serious''';'''Note: Consumer before age; then Voice but'''
nicholas_paul_5156;99.0;;54.2;'''(Its story) ; Shake want information and Area can benefit source wide notice''';'''(Third somebody know) ; Teach notice and Push practice'''
todd_garrison_7042;77.0;66.1;59.2;'''Apply minute yeah; International TV this production Rate guy send''';'''Candidate father source daughter doctor; Letter bit ; Once order central window choose'''
yesenia_gibson_9856;1.0;19.1;41.2;'''Benefit; Community study ; Interview father''';'''Everyone; Happy still experience ; Why water'''
dustin_green_2804;89.0;99.1;15.2;'''Produce cover should success one newspaper; Similar concern teacher unit game ; Me six scientist''';'''Special; Stop war ; Chair Mr'''
diane_perry_7448;8.0;55.1;70.2;'''Sure million not; Letter sea Nice growth religious easy''';'''Cup visit thus audience reflect painting; Argue Third health wind'''
carol_gates_7987;43.0;11.1;56.2;'''Fall right table; Detail High''';'''Note: Future instead food; then Language happy'''
kristina_alvarez_1521;22.0;39.1;32.2;'''(Degree) ; Whether style cost and Leg kid win''';'''Of off environmental decision measure modern; Quite Respond'''
maurice_kelly_1326;1.0;92.1;51.2;'''Language; Fill general service Light''';'''(Network force) ; Brother true happen and Four friend'''
claudia_walker_3097;100.0;5.1;72.2;'''Note: Turn art environment lawyer; then International''';'''Note: Teacher; then Evidence billion do'''
kyle_chan_0763;27.0;86.1;2.2;'''Language list business letter court: And special; Indeed identify''';'''Serve; Water series ; Policy police stay'''
