name,username,score,age,comment,summary
Steven Holland,steven_holland_3187,49.0,93.1,'''Space: Book movement sport standard relationship but, Themselves class''','''Everything still rest last test: Open kitchen natural, Common shoulder accept miss'''
Joseph Diaz,joseph_diaz_1640,,81.1,'''Affect age little: Hear recent, Also east amount relationship newspaper carry''','''(Forget official use) , Cause writer and Generation'''
Taylor Copeland,taylor_copeland_9692,82.0,34.1,'''Well buy role: Exactly really, Sound mean''','''Note: Table exist later ground anyone nothing, then Guy yourself son'''
Danielle Cuevas,danielle_cuevas_2550,62.0,83.1,'''Note: Government develop, then Understand president themselves such''','''Note: Leave, then I month history'''
Sonya Delgado,sonya_delgado_9739,19.0,94.1,'''Left recent group despite smile focus; Character kid control , Process analysis''','''Total: Author bag decade show cover, Could month hotel sport'''
Holly Ward,holly_ward_3619,58.0,67.1,'''When put note: Nation religious add price, Project later have seem''','''Bag table prepare, Affect beautiful Amount five great reach'''
Cindy Gomez,cindy_gomez_3589,7.0,13.1,'''(Range) , Citizen hear and Lot white''','''Note: Position them provide, then Admit card'''
e,shannon_mcmillan_1976,29.0,17.1,'''Wear job, Especially century wish Despite drug from real''','''Agent scientist, Girl sure magazine Leg'''
Phillip Murphy,phillip_murphy_6412,23.0,71.1,'''Best three someone; Whom from , Sea necessary''','''Apply, Create film Control'''
William Harris,william_harris_6979,56.0,,'''Off case: Attack as move reality our, North light station member''','''Community boy body report rate: Either affect community receive, Seat matter'''
Corey Thomas,corey_thomas_4948,81.0,99.1,'''Capital capital middle, Artist top prevent question Real financial along''','''Purpose bad new; Eat , Capital way successful'''
Deborah Wilson,deborah_wilson_2103,69.0,78.1,'''Note: Leader firm represent, then Picture present''','''Treat new often, Interest Think'''
Regina Lang,regina_lang_4014,47.0,46.1,'''Note: Subject image, then Cut community them''','''Several continue, Gas student Arrive fly material'''
Eric Molina,eric_molina_2875,74.0,41.1,'''Why mouth everybody ground; General , Win either''','''(But central) , Difference professor series until area hot and Leg half item'''
Megan Strong,megan_strong_0474,21.0,97.1,'''Better point, Must send both Course give instead''','''Analysis without red give method his, Push concern Last eye you TV'''
Brent Anderson,brent_anderson_3547,55.0,96.1,'''(Least campaign study) , Large lay per and Draw rise threat side''','''Live, Product Spring whatever party'''
Richard Clark,richard_clark_4870,42.0,20.1,'''Necessary soldier design ago catch: Message, Professor address mouth single''','''Note: Activity professional, then Operation music'''
Sandra Rhodes,sandra_rhodes_1952,14.0,16.1,'''(Even site large) , Account and When various ground must become fear''','''Stock box hotel sense decade; Science nice himself within event pick , Increase since support become'''
Michael Little,michael_little_5143,93.0,30.1,'''Note: Become season science good, then Several''','''(Movement they) , Development small building and Least size even'''
David Ward,david_ward_7390,4.0,93.1,'''Time white high role ahead technology: Throw suddenly, Dream include like room''','''Note: Exactly work, then Foreign party'''
Jacob Vega,jacob_vega_3888,84.0,31.1,'''Economic party back church, Social clear degree Condition civil will born''','''But: Enough town material, Professor'''
Michael Green DDS,michael_dds_4791,47.0,35.1,'''Happy official: Life third, No cut''','''Pick check; While inside , Lose state pay stock order'''
Mrs. Michelle Cabrera,mrs_cabrera_7378,19.0,36.1,'''Scientist accept, Left radio loss Campaign forward alone hope''','''(Gas into) , Result eight west employee and Area lot actually save'''
John Jarvis,john_jarvis_1761,6.0,68.1,'''Miss it, Always foreign Free''','''(During dinner relate many happy) , Such tough camera because middle and Year'''
Darren Carpenter,darren_carpenter_7146,17.0,21.1,'''(Deep option local) , Scientist guess administration reveal reveal and Four season value''','''(College no fear) , High behavior plan crime far and Seven garden phone police quite general'''
Donna Briggs,donna_briggs_5745,85.0,94.1,'''(After present) , No and Education word''','''Note: Glass responsibility, then Make left'''
