name	username	salary	rating	review	comment
Cory Jones	cory_jones_6122	86.0	3.1	'''Various daughter the above choice; Forget simple 	 Maybe through participant'''	'''Church media; Again amount state available a 	 Cause'''
Carol Turner	carol_turner_8247	96.0	28.1	'''Although position sell pressure; Benefit push several evening follow present 	 Impact argue edge'''	'''Either kitchen question: Represent medical stay happen many	 Science research blue little'''
Mrs. Ann Obrien MD	mrs_md_2101	47.0	49.1	'''(Fund no new little player) 	 Bag and Tell fall behind most effect'''	'''Note: Her school	 then Cut like today whatever'''
Michelle Zuniga	michelle_zuniga_9626	78.0	60.1	'''(Stay course war) 	 Author Mrs and Course'''	'''Just not leader similar pay	 Fast Say series guy'''
Daniel Garrison	daniel_garrison_6256	25.0	67.1	'''(List successful) 	 Hour central candidate even and Mother understand'''	'''Consumer; Couple staff 	 Method'''
Lindsey Franklin	lindsey_franklin_2787	34.0	39.1	'''(Official three likely hand) 	 And be and Point everyone understand activity together'''	'''Minute; Watch his experience although identify 	 Site play'''
Heather Hamilton	heather_hamilton_2575	100.0	60.1	'''Note: Cost	 then Civil book'''	'''Court city night	 Opportunity of everybody National third water measure be'''
John Thomas	john_thomas_3009	85.0	48.1	'''Yet; Prevent 	 Agent step fact'''	'''Note: Base age	 then Argue people maintain medical next population'''
Stephanie Parrish	stephanie_parrish_8755	15.0		'''Strategy feeling hot heart society: Usually station worry	 Spring result'''	'''Note: Decide anything	 then Knowledge cultural budget meet'''
Crystal Thomas	crystal_thomas_1433	81.0	68.1	'''(List available agreement) 	 Audience fly method system son security and List follow'''	'''Ever nothing mother yet crime; Economic interesting society major 	 Business establish expect many money'''
Savannah Johnson	savannah_johnson_5793	50.0	14.1	'''Let Mrs power: Argue another yet decision child	 Institution ability'''	'''Note: Gun	 then Science want leg too wall image'''
D	douglas_clarke_4601	27.0	76.1	'''Fly since now brother fine rule	 Lay your model law guy Exactly friend offer'''	'''Note: Well walk per	 then Official form entire try stock'''
Allison Moyer	allison_moyer_9414	7.0	63.1	'''Minute final thank: Nation sort clear	 Production'''	'''(Guess information line) 	 Letter speak standard and Inside job general probably'''
Aaron Grant	aaron_grant_9153	75.0	22.1	'''Employee human; Important heavy just 	 Learn field'''	'''Instead full firm star nice	 Alone You young'''
Christopher Watts	christopher_watts_5146	75.0	92.1	'''Feel	 Record stay college standard World'''	'''Note: Model painting visit	 then Again act'''
Vincent Morris	vincent_morris_8223	87.0	8.1	'''(Matter trouble clearly) 	 Long improve soon and Then agree pretty office well sound'''	'''Point future necessary; Necessary say nor 	 Garden away crime daughter subject'''
Jonathan Rice	jonathan_rice_2699		35.1	'''Turn officer approach federal; Begin 	 Girl investment'''	'''Only; Before center investment building 	 Center get full'''
Kayla Jordan	kayla_jordan_3025	92.0	70.1	'''Business station type create	 Method either feeling Miss smile off'''	'''Note: Coach perhaps either	 then As of one'''
Katie Harris	katie_harris_1494	69.0	40.1	'''Charge: Moment compare	 Bar population'''	'''Note: Voice itself hard	 then Me stop eye'''
Candice Thompson	candice_thompson_7690	62.0	79.1	'''Note: Lose expect	 then Early difference'''	'''Police four market offer: Stay contain challenge	 Despite age'''
Manuel Kramer	manuel_kramer_1952	26.0	23.1	'''Act ability talk face; Remain analysis 	 Fill result'''	'''(Thousand author far note some) 	 Person friend and Focus exist day what'''
Jessica Ramirez	jessica_ramirez_2888	79.0	57.1	'''Ok sure according may red administration: Must rate	 Know'''	'''Believe seek	 Institution end huge Real government security manager'''
Sarah Lopez	sarah_lopez_5302	79.0	26.1	'''Director still blue film: Involve rest development	 Sell'''	'''Note: Out per support	 then Last piece why'''
David Dennis	david_dennis_2222	43.0	60.1	'''(Discover something Congress team beat control) 	 Newspaper able natural quite speak and Shoulder'''	'''(Same college) 	 Carry party and Security few whose'''
Jacqueline Boyd	jacqueline_boyd_2806	12.0	22.1	'''Strong hand	 This which he Seem item keep'''	'''Manage wife: Oil amount	 Cold by up manage the'''
