name;salary;total_count;price;description;summary
Christina Montoya;30.0;66.1;34.2;'''Feel bag; Decade service sure above very ; Enter society wear always democratic''';'''(Ahead tough may) ; Story their than and Form lose animal sure candidate'''
Daniel Navarro;93.0;74.1;;'''(Course) ; Moment too at and Make similar small''';'''Outside beyond last: Federal everybody; Suddenly watch want way'''
Janice Blackwell;90.0;70.1;11.2;'''Note: Current by; then Assume explain''';'''Bag drive food: Hot; Tonight'''
Diane Jimenez;;72.1;52.2;'''Room you: Dinner church; Hotel three way''';'''Note: Company medical somebody at; then Benefit firm top'''
Hannah Martin;87.0;4.1;43.2;'''(Fine eye picture yes grow listen) ; Along culture sell and Service animal particularly''';'''(Life until she) ; Similar happy and Price'''
e;22.0;24.1;34.2;'''Reason get: Certain necessary hold; Keep call gas old else''';'''Same job building; Area why ; Certainly teach century usually'''
Christopher Hansen;8.0;89.1;85.2;'''Against name radio continue; Too information picture test ; Wife news''';'''Child through; Coach also catch tough Candidate social appear'''
Dustin Coleman;80.0;84.1;11.2;'''Least anyone; Fact choice skin home month medical ; Computer minute economic mention''';'''Note: Now break simply; then Itself Mr'''
Carl Vega PhD;3.0;93.1;74.2;'''Note: Money we west consider live; then Factor will''';'''Bill enjoy class; Fund Common would'''
Paul Gallagher;83.0;11.1;35.2;'''Political see training; Teacher argue experience treat ; Page lead big career''';'''Kitchen without figure eight; Style provide base a ahead Usually pattern agent'''
Justin Hall;85.0;37.1;12.2;'''Bit region might; Large end ; Personal leg''';'''(Democratic consider analysis water) ; Language sing market bed and Same rock beyond seek now'''
William Nicholson;14.0;11.1;24.2;'''Adult else: Degree; Hot image indicate''';'''Note: Nearly live return west; then Prepare relate establish'''
Daniel Burns;34.0;13.1;26.2;'''Their person; Likely Price according show month not''';'''(Federal do in true) ; Fire animal respond and Practice explain recognize choice same party'''
Jorge Kelley;47.0;10.1;14.2;'''Everyone board; Suddenly Though end''';'''Nation: Production class magazine; With bill'''
Heather Greene;39.0;14.1;68.2;'''You nor worker; American turn Pretty produce card''';'''Entire there; Your from ; End anyone budget painting bad find'''
Kimberly Shaw;27.0;17.1;89.2;'''(Blood building would late forget) ; Surface case everything Mr and Significant behind trial because''';'''(Cover suffer me also) ; Ready start travel evening career and Same entire'''
Emily Peterson;6.0;8.1;92.2;'''Note: History back once it; then Method site''';'''Daughter magazine worry here although: Forward just item; Body story range indicate'''
Laura Hall;11.0;85.1;4.2;'''Note: Manage billion say bank paper; then Lawyer apply''';'''Fish meet; Indicate meeting writer Computer many help'''
Teresa Wilcox;2.0;25.1;46.2;'''(Important view) ; Sea garden political impact science increase and Window bar design with''';'''(Guess great hot) ; Recent computer and World believe sometimes under law current'''
John Kennedy;47.0;42.1;87.2;'''Challenge yourself; Garden majority positive Soldier time leave from''';'''Marriage: Physical force; Data resource every week contain identify'''
Andrew Hardy;61.0;82.1;96.2;'''(Law talk) ; Decision wide and Wear fall onto west''';'''Air: Listen; Girl language'''
Timothy Mayer;10.0;;55.2;'''Look drive break decision: Perform president dream; Pass him race this''';'''Off; Well political sure it window ; Military'''
Timothy Herrera;58.0;17.1;1.2;'''People decision responsibility debate behind us; Group its capital ; Involve position effort''';'''Cell home race piece; Receive gas From real capital'''
Roger Weaver;22.0;26.1;93.2;'''Argue; Project teacher Most tend value deep''';'''Window entire lay political: Campaign art; Garden conference already way range'''
