# This is a comment line to skip
name;age;score;description;summary
David Cruz;12.0;35.1;'''Road; Sure risk significant star remember Every after benefit''';'''Success appear owner three technology; Friend always we fish away Garden customer'''
Natalie Tran;3.0;87.1;'''(Range newspaper surface report increase) ; Quickly example wonder and Last floor art section''';'''Effect save eye; Society her street society good ; American team southern contain on let'''
James Stokes;14.0;44.1;'''Minute board art million positive; There Site''';'''Page inside thus modern age: Itself; Bag standard'''
Cathy Parker;25.0;92.1;'''(Consider professional) ; Son and All probably nothing woman''';'''Note: Perform write loss; then Adult receive big card item age'''
Tonya Welch;66.0;41.1;'''Particularly walk; Product consider yes stay open color ; Event manage prove right page''';'''By enjoy low community include; Look respond important central skill reflect Industry run weight'''
James Turner;71.0;38.1;'''(Assume on high hand anyone too) ; Chair and Thank final both''';'''Note: Yeah camera; then Age decade evidence'''
John Stevens;94.0;1.1;'''Society brother study; Item now century Future consider without president''';'''Indicate; Ask skin animal difference visit Bring yourself fish'''
Debbie Dillon;99.0;85.1;'''(Conference) ; Again capital social stay and Person relate business indicate couple course''';'''Certain new dark home every: Statement mind air behavior dark than; Population measure garden crime'''
Suzanne Davis;19.0;100.1;'''Note: Computer myself understand security; then Be''';'''Lot growth; Take general blood Bit measure one'''
Kayla Ford;86.0;97.1;'''(Age hair) ; Often land sort and Worker chance my on''';'''Physical public; Report minute detail two father ; Feeling church modern research feel'''
Andrew Brooks;53.0;38.1;'''Possible hair significant name decision: Senior and natural production spend; Price bring lot''';'''Thing dream; Task Course'''
Haley Marks;22.0;97.1;'''Note: Enjoy; then Customer inside''';'''Note: Of reveal; then Go defense management not allow'''
Ronnie Day;;;'''(Officer modern) ; Learn member spend large and Former until''';'''Condition ago society ever: Whether yet; Decade'''
Ashley Ramos;64.0;78.1;'''Inside identify science for; Even money ; Food''';'''Million history; Never ; Minute camera east improve'''
David Nguyen;59.0;51.1;'''Box which source; Adult white full thus admit play They item''';'''Arm; Tv nature ; Compare begin different'''
Robert Allison;6.0;27.1;'''Note: Region treat begin; then Stand according head structure''';'''May: Ever director eat possible; Smile item activity'''
Donna Craig;4.0;12.1;'''Increase common political plant; Practice economic drop eat safe interview ; Want few build''';'''Note: Image; then Idea fund'''
Derrick Hines;40.0;33.1;'''Near doctor reflect; How plan respond ; Water kid''';'''Wish; Painting key pressure effort rather ; Generation face Democrat'''
Cynthia Young;82.0;45.1;'''Note: Last; then General method''';'''Strategy measure about thus: Yeah else; Similar training price onto scene economy own'''
Patrick Shepherd;14.0;60.1;'''Right available scientist do; World ; Thousand compare reach article PM''';'''Finish; Reality city American Green imagine blue help top movie'''
Margaret Whitaker;8.0;23.1;'''Gas education; Analysis current challenge ; Activity food''';'''Recognize door week down weight strong; Than skill toward reach Wide benefit yard'''
Margaret Long;99.0;98.1;'''(Small source) ; Trip station of vote exactly and Consumer moment music movement consider action''';'''(I until serious point) ; Worry Democrat apply and Stand'''
Christina Lowe;26.0;22.1;'''Note: Arm range vote; then Hospital''';'''Note: Impact serve; then Expect federal'''
Harold James;11.0;100.1;'''Describe reason; Change Issue only''';'''Green capital cover; Art discussion ; The garden'''
Ricky Owens;53.0;16.1;'''Student senior member; Loss feeling ; Environment''';'''World rise: Concern success against decade; Itself relationship finally pretty build reach'''
Wayne Holland;58.0;40.1;'''Note: Reveal herself; then Majority until very student''';'''Note: Early woman decade; then As able contain ready'''
Cory Blake;9.0;79.1;'''(You catch strong) ; Nearly your resource finish entire and View sometimes''';'''Note: Not grow movie; then So seem'''
Pamela Fisher;13.0;29.1;'''Meeting enjoy figure skin; Probably Business then include meet free talk building''';'''Risk language bank; Pick information Record hit political garden hour'''
Susan Johnson;19.0;57.1;'''(Heart line) ; Choose and Pull important audience''';'''Crime from; Majority talk ; Discussion'''
Terri White;66.0;73.1;'''Drop next between; Election business movement ; Choice anyone idea''';'''Note: Age throughout; then Of service nice top many trade'''
Maria Perez;34.0;45.1;'''(Often east night quickly) ; Class and Doctor reason''';'''Note: Across soldier four; then Pass wind century culture tonight avoid'''
Derek Kelly;26.0;48.1;'''Note: Create risk; then Six suddenly site think tonight''';'''When up speak: Degree world nothing; You choice during'''
