name	total_count	price	age	review	note
Bobby Hicks	11.0	16.1	94.2	'''Kid	 Subject herself Enjoy we treat'''	'''(Laugh) 	 Establish and Look evening include worker'''
A	69.0	76.1	100.2	'''Myself; Entire 	 Sometimes style'''	'''Improve final: Continue century community tonight should	 Change become'''
Wesley Wilson	62.0	7.1	58.2	'''Reason produce grow woman; Tell success 	 Agreement'''	'''(No who) 	 Arrive well and True ball amount'''
Susan Chang	72.0	48.1	78.2	'''Wind director if rest: Visit exist	 Moment window laugh picture generation'''	'''Song involve discussion season a: Great	 Ready join pattern matter'''
Diamond Allen	73.0	46.1	22.2	'''Budget seat maybe	 Task past sort Three we continue much attorney'''	'''Note: Family	 then Gun music responsibility those'''
Rachel Gardner	45.0	5.1	75.2	'''Former include tax remember: Wife modern campaign	 Receive across personal'''	'''(Only baby) 	 Right must edge not true wall and Person reveal section'''
Susan Kennedy	8.0	47.1	47.2	'''Vote pretty perhaps research: Right various much son	 Put hear military century it'''	'''Production leader	 Itself stop shoulder Under what'''
Daniel Howell	69.0	89.1	54.2	'''Follow development north make: Capital away	 Reduce build various'''	'''Tend each whether would; Experience 	 Suggest base first'''
Blake Wright	81.0	62.1	6.2	'''Note: Education	 then Method attorney'''	'''Note: Artist model write green dream	 then Away buy blood'''
Gregory Campbell		75.1	4.2	'''Become author ball	 Option school artist hour whatever Compare reduce'''	'''Commercial along policy; Later real very 	 Ahead air'''
Aaron Yu	6.0	75.1	92.2	'''Kid but best	 Represent same TV Sign grow research culture answer dream'''	'''Opportunity space nation environment behavior: Man anyone	 Strong each'''
Lisa Baker	81.0	51.1	20.2	'''Field police yes success society; Board story 	 Group while push million'''	'''Else: Morning	 Development actually'''
Jessica Mathis	83.0	31.1	59.2	'''Note: Popular left behind family	 then Poor strategy itself phone my'''	'''Note: Capital	 then Nor everything'''
Joseph Cole	23.0	28.1	62.2	'''Note: Everybody sell raise state thought traditional	 then Provide step'''	'''Model term; Piece attorney fact 	 Material'''
Bradley Evans	100.0	20.1	83.2	'''Total lead field reach sometimes try: Glass worry	 Some magazine unit cover'''	'''Treat task my	 Notice space matter director situation Fill the find'''
Joyce Mccoy	26.0	95.1		'''Product about dream: Art	 Choice deal second'''	'''Ask agent relationship brother	 Teach want offer so yes most Develop message'''
Chris Gonzalez	34.0	97.1	91.2	'''Note: Local fire fight	 then Future admit'''	'''Take	 Tv and effect most Expert feel'''
Amy Buckley DVM	78.0	5.1	91.2	'''Whom culture garden; Nothing 	 Around tend or'''	'''While able: Share after professional them	 Minute'''
Denise Webb	29.0	22.1	36.2	'''Color build world involve she; Business room country 	 Level occur contain put'''	'''(Learn interesting should) 	 Successful blue adult herself discuss serve and Forget'''
Jason Wright	18.0	36.1	48.2	'''Yourself bit among play: Require south	 Theory huge'''	'''Note: Local	 then Data really successful'''
Tina Johnson	23.0	92.1	71.2	'''Population evening play; Threat 	 Scene threat continue'''	'''Task first trip	 Entire his Upon arm popular eye'''
Ryan Miller	23.0	99.1	28.2	'''Note: Measure view move	 then Word head yard pattern them'''	'''Note: Appear executive	 then Call'''
Matthew Wilson	2.0	67.1	37.2	'''Hold half compare: Ball operation clear trip most radio	 He player Mr feeling'''	'''Note: Cover	 then Interest'''
Vincent Hall	94.0	19.1	36.2	'''(Require executive conference although four) 	 Threat bill begin and Its music example'''	'''Meeting various author indeed a trial: Unit this store	 Its company teacher talk fast wait'''
Paul Watkins	47.0		78.2	'''End term everybody camera: Last	 Detail'''	'''(Treatment kitchen) 	 Again safe decade and Inside else central'''
Denise Thompson MD	35.0	63.1	14.2	'''Ago could cold save bank; Traditional four shoulder 	 Respond ball take'''	'''Note: Everybody personal shoulder	 then Third'''
Susan Nguyen	96.0	65.1	1.2	'''Put note investment; Serve street 	 Shoulder'''	'''Today find mouth; Street design 	 Stand fall high man'''
Jennifer Nelson	40.0	10.1	88.2	'''Significant great; Measure set time 	 Answer'''	'''(Same admit with) 	 Dream hard exactly and Care through country'''
Heather Miller	79.0	16.1	32.2	'''Than development control: Star Republican	 Drive leg'''	'''Hotel	 Type modern test Certain Republican'''
Laurie Bell	80.0	80.1	3.2	'''Couple; Make capital full person 	 Ask toward risk drive good'''	'''Theory wrong house party; Cover various 	 Light'''
Mary Taylor	34.0	47.1	68.2	'''Peace since officer; Manage guess consumer 	 How but figure site resource'''	'''Inside south of: New doctor center	 Woman'''
Tonya Fry	57.0	34.1	64.2	'''(Option particularly) 	 Natural city skin bill and Support fire'''	'''Adult blood front	 Tv note soon view Drop professor against state'''
Mike Turner	16.0	34.1	72.2	'''Low class	 Here final Arrive eat'''	'''Note: Dark society either	 then Interest budget'''
Paula Anderson	50.0	31.1	64.2	'''South break: Back item service build goal	 Show quickly small'''	'''Speech	 Entire system Reach establish also'''
Douglas Anderson	98.0	22.1	74.2	'''Information describe anything	 Produce Identify art economic'''	'''(Bit only throw) 	 Nation move present goal and Rate color'''
Marc Williamson	19.0	37.1	61.2	'''Note: Shoulder should knowledge within	 then Leader'''	'''(Probably food) 	 Foreign our over organization change and Point describe'''
Kerry Mills	9.0	68.1	16.2	'''Note: Value	 then Remain call main'''	'''Far treat success question candidate	 Into Purpose'''
