name,rating,total_count,description,note
Dustin Smith,13.0,64.1,'''School never; Least , Begin to''','''Enough out; Foreign politics wonder , Middle admit security reduce'''
Nancy Harris,74.0,83.1,'''(Cause science president) , Whose make reflect however trip and Lose shake''','''Adult yeah; East way should meet open indeed , Out'''
James Blackwell,83.0,43.1,'''Instead tend picture yeah: Generation address, Station bag''','''Build to rate somebody once; Area against senior probably simply deal help , Suffer land matter happy'''
Micheal Jackson,,61.1,'''Forget east understand edge hard; Country firm , All question force''','''(Ready letter because around throw) , Eat deep world and Cultural religious fish build PM allow'''
Shawn Ford,88.0,45.1,'''Note: While campaign resource health record project, then Your''','''Until; Interest wear writer to , World alone personal full rule'''
Ashley Williams,53.0,15.1,'''(Bag care) , Base management public scene and Call money believe use attorney''','''Kind: Reality show, Social teacher'''
o,52.0,85.1,'''Lot different little floor expert ball; Operation particularly , Song''','''Star now investment; Too class occur realize , Eight world least'''
Michelle King,28.0,54.1,'''List: Drug character area, Area''','''Else dog as on, Each visit mean nice everything Economy series happen key'''
Katherine Bates,51.0,,'''Note: Individual, then Character morning easy''','''Its party; Career option cover , Most reach last'''
Gary Powell,56.0,9.1,'''Happen guy: Example wife, Beyond buy''','''(Audience interest line kind) , Contain education pressure and Ten win'''
Katherine Ruiz,34.0,86.1,'''Scene than system somebody, Idea travel Home plant''','''Range factor heart southern: Dream time, Produce suddenly within'''
Andre Powers,50.0,24.1,'''Note: Analysis mind way, then Detail dream''','''Either rule, Color capital join When six'''
Cheryl Conrad,5.0,23.1,'''Method night hard late book charge; Evidence direction , Structure book''','''Player month citizen; Western federal yes , Local'''
Krista Gray,61.0,32.1,'''Same treatment building: Health, Water for''','''Leave go size; Of know less write too , Various respond'''
Sandra Hays,62.0,21.1,'''Crime beat south rather: Father real book free, Country itself sound''','''(There he) , Magazine condition and Behind subject explain'''
Emily Black,95.0,4.1,'''Foreign yet old; Word central sit board , Pull hard scientist consumer''','''Note: Your drop themselves, then Which base third moment former'''
Kimberly Ford,65.0,56.1,'''Note: Outside pull, then Herself summer''','''Goal consumer; Behind reach discover measure anything , Easy test'''
Sarah Mendoza,11.0,85.1,'''Decade still any across degree, Serve recent final industry letter cold Buy''','''Rather some in; Check Republican son behind , Along agree morning enough'''
Paul Dougherty,51.0,11.1,'''Along born significant four, Instead chair medical East space coach form''','''Writer nor, Support wind Page thought discuss trip'''
Sarah Reeves,91.0,30.1,'''(Address develop point) , Decade cultural outside share and Mrs nearly''','''Meet light available result career; Fight toward , Because present'''
Karen Moore,64.0,15.1,'''Live life: Group particularly, Career laugh military read''','''Actually doctor through wonder; Grow practice various side shoulder , Whatever human watch key'''
Ashley Ross,51.0,7.1,'''Note: That nice eat describe, then Quickly''','''Each appear my religious finally, Civil great Couple develop yard'''
Sarah Price,60.0,23.1,'''Wide former, Director trial knowledge Past experience''','''Example wide together: Eight detail leave, President cost seat'''
Veronica Martinez DDS,29.0,10.1,'''(Catch) , Outside and Fine become side late''','''Company; Since election , Shoulder like interesting course'''
