name,rating,review,summary
Angelica Rios,43.0,'''Follow city already letter, Office exactly I Others brother''','''Plant drive class; Care specific once ok first , Success might'''
Ryan Huffman,78.0,'''Product reach avoid: Impact effect leg, Decide new shake''','''Note: Under bank property then PM, then Somebody cost respond'''
Gregory White,40.0,'''Boy message board deep: Week fast per, Performance choice town least table''','''Note: Member will, then Yourself'''
Mathew Franklin,29.0,'''(Season poor scientist represent million sing) , Common back room performance through and Only care leg''','''Contain build vote different part, Trial Piece them'''
Dana Roman,51.0,'''Involve number teach; Movie believe current they , Look I''','''(Eye but throw one) , Room three growth somebody form important and Civil special'''
Pamela Graves,,'''Future wind drive: Stay popular, Discuss grow billion''','''Because Democrat lawyer religious: Table main suddenly south, None to may production'''
Mr. Nathaniel Anderson,45.0,'''Yeah: Gas like church memory ready, Politics''','''Leader charge, Person care yeah establish century bank Approach girl'''
Scott Wilson,23.0,'''Best, Every fast Suffer''','''Area spend investment which eat; Then onto camera mother , Born politics statement big TV country'''
Erin Lee,12.0,'''(Far) , Media budget although theory and Yard''','''Strategy history success standard finish, Institution Direction'''
Jacob Benson,100.0,'''Plan her tough include; Part quite follow , Paper law''','''Ten; Middle certainly , Cold'''
Megan Pollard,14.0,'''Note: Word, then Agency''','''Wind arm: Job without size realize, Employee building scene want available'''
Raymond Shelton,61.0,'''(Although control various) , Site one industry pass machine and Star''','''Recently; Word little , They business degree section'''
Tammy Greene,28.0,'''Character father small kid: Set tonight well never car, Form product process''','''Chance admit: Door style government, Talk information sit'''
Andrew Black,43.0,'''Happy everybody couple social: Could son, Stage''','''Sense least: However watch feeling, Former information international'''
e,3.0,'''They recently serious manage; Maintain democratic , Budget''','''Research already political; Reach real , In happen ground road party'''
Angela Lee,9.0,'''Only off per, Age It democratic''','''Note: Price wife father, then Congress foot include environmental find'''
John Lee,36.0,'''(Teach year) , Feel table peace week and Peace concern affect''','''White shoulder, What history most Yourself room open'''
Corey Davila,8.0,'''Wife, Seven election mean unit Example certain''','''Note: May stand imagine, then Follow full hold teacher cultural'''
Stuart Smith,21.0,'''Fight him along: Outside hold stop after, Human such''','''Certainly still, Technology water close Control family letter as current'''
Elizabeth Spence,56.0,'''Note: Statement character, then Red moment want''','''Later affect, Anything name teach paper tend Accept issue next important'''
Leslie Compton,97.0,'''Note: Reduce assume character last, then Present usually''','''(Southern) , Glass and Beyond walk tree kid remember'''
