name	score	total_count	review	remark
Leon Jacobs	34.0	78.1	'''Wind put; Degree but 	 Step choose police certainly no avoid'''	'''Late	 Face west choice employee well trip claim Any free quite third must'''
Eric Brown	31.0	31.1	'''(Note response people quickly every able) 	 Voice and People risk traditional make'''	'''(Space turn) 	 Bank smile very one camera commercial and Say vote dog prevent'''
Joel Bowman	31.0	97.1	'''Note: Describe	 then College'''	'''Note: Focus	 then Others read out'''
Don Cobb	23.0	21.1	'''(Rich model great identify skill) 	 For him case card movement and Data sign'''	'''Note: Wait some campaign	 then Tough pick southern'''
l	31.0	31.1	'''Note: Ok	 then Middle detail adult first together'''	'''Democrat few first; Into 	 Seat'''
Kyle Foley	83.0	42.1	'''Simply administration address institution	 Become company Prepare beyond analysis'''	'''Stand audience power maintain turn crime; Million southern 	 Author'''
Tanya Lindsey	81.0	45.1	'''In everybody six when; Four vote 	 Newspaper it away'''	'''Note: Better reflect	 then Probably foot'''
Eric Sims		32.1	'''Lot home effort laugh; Enjoy 	 Model area'''	'''Day key stay: Big we begin sure	 Region any firm once'''
Timothy Doyle	35.0	91.1	'''(Meeting certainly next table class) 	 Station effect finish yet end see and Hospital'''	'''Level certainly way	 Car artist call Remain very require whatever'''
Kenneth Tran	9.0	15.1	'''Standard wife magazine protect strategy glass fight	 Fund between President skill training however'''	'''Note: Recently	 then Development research'''
Lisa Alexander	59.0		'''Next; However bank require 	 Yourself letter'''	'''Create expect: Republican both analysis	 Coach minute sort'''
Renee Cruz	22.0	96.1	'''Film color manager: Down heart	 Base around sell'''	'''(Bring two) 	 Spring air service describe magazine weight and Identify'''
Kathy Miller	15.0	77.1	'''(Significant system) 	 Blood ready nor and Old huge'''	'''Sometimes sit career themselves	 Hear Could firm history'''
Megan Brown	14.0	55.1	'''Research easy order particularly: Huge listen they	 Mission do'''	'''Smile: Often future key	 College discuss nothing read wife'''
Allen Johnson	49.0	82.1	'''Type; Although above name 	 Mention build father blue'''	'''Note: According visit test	 then With month'''
Justin Barnes	77.0	70.1	'''(Nation song thank near agent) 	 Beautiful history have and Themselves film return'''	'''Note: Raise officer model	 then Five election receive government whether'''
Michael Walker	49.0	71.1	'''Stay its analysis	 Over Occur evening'''	'''Hand central	 View accept probably Kid realize'''
Paul Hartman	98.0	38.1	'''Note: Our live	 then Note let employee huge'''	'''Nation: Also	 I day trip'''
Jasmine Bernard	32.0	36.1	'''Explain southern recognize	 Less senior Meeting several'''	'''Politics still that reveal; Save 	 Speech election husband'''
Jacob Walters	88.0	31.1	'''Remain: Military family present	 Consider suddenly'''	'''(One campaign money four never office) 	 End long and Charge here'''
Alison Jenkins	66.0	56.1	'''Guy rule wife southern example: Test personal but	 Theory grow rest personal decision'''	'''Possible determine institution than name; Simple garden tonight kind medical 	 Town argue'''
Steven Holmes	42.0	63.1	'''(Blood among artist) 	 Question quickly including billion man above and Own big'''	'''Congress require: Amount make	 Beat if'''
Denise Clark	30.0	22.1	'''Face your strategy: Bill stay	 Interview thing mission remain time'''	'''Ball third	 Could suddenly born toward seven trouble Fight coach money community stock'''
Matthew Patel	53.0	80.1	'''(Almost pay) 	 Specific although and Choice whatever hot'''	'''Great that official job; Threat hospital training 	 Bring'''
