name	age	price	review	note
James Montgomery		53.1	'''Note: Both	 then Either white story left return'''	'''Note: Middle firm	 then Network gun clear you note side'''
Adrian Flores	11.0	14.1	'''(Indeed couple education) 	 Woman glass and Buy'''	'''Dog weight already cost; Again piece agency 	 Often play before'''
Kimberly Terry	94.0	40.1	'''Recognize true ask read: Around young key	 Involve style around sing company'''	'''Because help ask: Study apply develop	 Time Democrat'''
Robert Lopez	2.0	48.1	'''Note: Accept	 then Skin century growth decision great'''	'''Near pattern since; Lawyer house seek without out dinner 	 Source'''
Jesse Lewis	13.0	73.1	'''Note: Pay model	 then Image job bill single open particularly'''	'''Popular develop respond attention	 Position relate operation certain Key practice office staff trip be'''
Virginia Montgomery	13.0	99.1	'''(American economy) 	 Produce impact send accept though and Himself cover especially foot interesting'''	'''Until hard pick shake: Against society	 Doctor force'''
D	87.0	52.1	'''Will individual popular method	 Close eat some book author Know include'''	'''Note: Media	 then Describe involve born travel'''
Stephanie Burch	50.0	49.1	'''Truth the: Population a	 Eye among or week population degree'''	'''(Former such share main through) 	 Have sound everybody worry want trade and Performance apply story lead cold'''
Mr. Justin Adams	70.0	65.1	'''(Morning partner design) 	 Pretty and Focus help'''	'''No almost staff wall tell	 However sea Draw yard'''
Monica Bell	28.0	63.1	'''Raise style: Two listen	 Business western scene'''	'''Note: It attorney sort yourself perhaps	 then Public occur you'''
Danielle Allen	13.0	94.1	'''Else candidate; Forget still name voice special practice 	 That'''	'''(Kid religious) 	 Majority and Animal air'''
George Little	98.0	58.1	'''(All) 	 Attention color indeed others cold and Senior girl'''	'''Get nor: Yet evidence view	 People'''
William Rodriguez	96.0	13.1	'''(That long) 	 Still actually nor series and Smile whether administration'''	'''Staff participant: Purpose thought	 Food behind'''
Melanie Curtis	61.0	76.1	'''(Economic special together key) 	 Site term and Less word little treatment eye'''	'''All school	 Church matter account artist Work if town'''
Jenny Simpson	3.0	60.1	'''Establish mother parent bar reduce: Here source cover realize	 Friend with'''	'''(System lawyer) 	 City Congress and Record space add pass sell necessary'''
