# This is a comment line to skip
name;rating;review;note
Dr Chelsea Morton;76.0;'''Cumque; Temporibus magnam impedit architecto eaque ; Dignissimos''';'''Note: Numquam quam alias; then Nesciunt sequi unde'''
Jamie Whitehead-Carroll;29.0;'''(Provident omnis ducimus aspernatur) ; Vero sit rem and Facilis laborum animi laboriosam asperiores dolores''';'''Accusamus quos magnam unde fugit; Reprehenderit nam ; Sunt minus'''
Arthur Walton;80.0;'''(Cumque vel) ; Aliquam asperiores and Repudiandae tempora enim''';'''Temporibus autem; Fugit exercitationem Laborum aperiam ipsum quidem soluta'''
Danielle Bishop;61.0;'''Note: Tempora odio quisquam accusantium et; then Sint officia''';'''Sint voluptatem voluptas: Soluta ullam debitis molestias non; Sapiente atque dicta veniam cum repudiandae'''
Joyce Smith;79.0;'''(Consequuntur cumque) ; Nulla and Eveniet voluptate''';'''Aspernatur natus; Minus omnis libero Dignissimos molestiae perferendis necessitatibus quibusdam'''
Irene Glover;10.0;'''Veritatis est; Totam dignissimos ; Vitae expedita aut''';'''Alias vitae ullam rerum perspiciatis: Quo repellat; Voluptates'''
Joanna Bolton;38.0;'''Note: Soluta odit sequi quaerat saepe veritatis; then Voluptatem sit cupiditate''';'''Deserunt amet: Velit dolores id inventore impedit esse; Inventore'''
Denise King;94.0;'''Sint; Blanditiis ; Facilis molestias''';'''Temporibus; Repellat quibusdam harum eligendi Mollitia ad iure'''
Norman Miller;10.0;'''Quam quam fugit nisi; Dolores esse voluptate sunt nobis deserunt deleniti Quasi odio''';'''Vero natus dolores numquam pariatur; Quasi expedita fuga quasi Quaerat corporis'''
John Bird;11.0;'''Molestiae ratione: Praesentium; Voluptas sint facilis tenetur''';'''Velit nostrum corrupti; Quam itaque Impedit dignissimos placeat voluptas omnis'''
Jay White;35.0;'''Note: Quisquam error placeat; then Quia sit''';'''Note: Nisi dolorem nobis; then Quisquam'''
Craig Brown;42.0;'''Ipsum nulla minima optio illo; Pariatur maxime Nulla sed''';'''Eius iste eligendi: Aut eius quia; Esse odit'''
Mr Francis Moore;82.0;'''Note: Occaecati nam hic harum; then Ut quo accusantium''';'''Dolor explicabo possimus facere a: Consequuntur voluptate ipsam earum illum; Totam suscipit quod'''
Clare Cooper-Kerr;24.0;'''Incidunt; Consequuntur necessitatibus ; Nulla voluptates nesciunt accusamus''';'''Note: Dolorum error deleniti dolorum adipisci; then Commodi aliquam reprehenderit velit aut beatae'''
Alice Marshall;97.0;'''(Voluptates) ; At amet and Amet officiis cupiditate maxime''';'''Necessitatibus; Aut aspernatur ratione Distinctio'''
Iain Joyce;;'''Laboriosam expedita sit error; Quod laudantium ; Eaque ipsa vero''';'''(Omnis) ; Odio and Repudiandae'''
Gavin Price;68.0;'''Consequuntur: Vel; Voluptatibus iusto tenetur''';'''(Laboriosam) ; Temporibus quibusdam and Soluta libero vel'''
Harry Brookes;82.0;'''Earum ullam; Accusamus dolores placeat eum porro ; Unde eius inventore quisquam''';'''Minus ex eaque et soluta; Distinctio ad nisi officiis ; Officia'''
Patrick Cox;12.0;'''Quas at; Aspernatur recusandae aut Fugit quae expedita''';'''Soluta illo architecto laborum: Nam voluptas; Molestias numquam suscipit quae nisi temporibus'''
Ms Sara Lynch;67.0;'''Perspiciatis fuga: In ut consequuntur est; Mollitia eligendi eos''';'''Vero; Ipsum aliquam veniam ; Ullam magni sequi hic'''
Hugh Roberts;11.0;'''Fugiat quae eum quidem culpa; Molestias veritatis eius ; Excepturi adipisci odio''';'''Harum doloribus alias assumenda; Aspernatur quasi fugiat adipisci ; Repellendus ducimus magni dignissimos'''
Rosie Perry;58.0;'''(Id itaque vero) ; Quas voluptatibus laboriosam nobis and Esse voluptatibus''';'''Nam deleniti sunt: Quas voluptates voluptate occaecati; Dignissimos minima tenetur'''
Dr Jamie Collins;65.0;'''Molestias nobis impedit: Et ut; Vero accusantium laboriosam unde''';'''(Voluptates quia dolor sed ipsam) ; Dolores ullam nihil ad cum and Accusantium sint culpa'''
Deborah Smith-Jones;4.0;'''Quod aperiam expedita; Delectus minima repellendus ; Ab tempore''';'''Note: Ipsa consequuntur; then Quis quia'''
Lee Burgess;59.0;'''(Quibusdam qui) ; Dolore ab dolore corrupti molestiae molestiae and Perspiciatis voluptatem hic iste omnis''';'''(Molestiae possimus expedita) ; Dignissimos asperiores natus delectus molestias and Ratione'''
Mr Iain Hopkins;14.0;'''Atque inventore dolore; Cum ut sed ipsam ; Officiis culpa placeat''';'''Note: Iste numquam ea; then Vel a et perspiciatis natus'''
Mandy Robinson;24.0;'''Possimus cupiditate ad; Occaecati quia dolore ; Odit error in quaerat''';'''(A blanditiis) ; Id blanditiis reprehenderit and Debitis perspiciatis ratione'''
Bethany Palmer;16.0;'''Similique incidunt: Expedita; Eum aliquid''';'''Quibusdam laboriosam distinctio est quia; Maxime Maiores iste consequuntur'''
Leah Williams;96.0;'''Esse earum cumque; Asperiores nam beatae perspiciatis ; Ipsum quis rerum''';'''(Atque) ; Quis nam dignissimos rerum eveniet vero and Minus ab'''
Dr Jamie Barker;94.0;'''Aut nostrum ducimus; Quos velit Impedit quia''';'''Facilis animi: Animi architecto; Eaque quo repellendus'''
Mr Victor Hughes;80.0;'''Esse; Et unde deleniti ; Fuga eos''';'''(Officia maiores quo) ; Accusantium porro ipsa amet totam and In vitae cupiditate dignissimos cupiditate dignissimos'''
Stephen Edwards;58.0;'''Autem rem; Id officia eveniet Repellat consectetur''';'''Reiciendis dolor vero; Beatae Suscipit'''
Colin Lewis-Clark;16.0;'''Id consequuntur ut in: Totam eum eligendi officiis; Accusamus autem commodi''';'''Note: Rem sit ratione; then Inventore quo'''
Mr Clive Phillips;69.0;'''Note: Quisquam reprehenderit mollitia; then Unde dolore asperiores ad aut''';'''(Commodi) ; Laudantium aliquam and Doloribus expedita vel'''
Sarah Davies;52.0;'''Provident odit ratione corrupti pariatur: Nam aut vitae assumenda; Facere quam''';'''A blanditiis; Eaque Commodi'''
Pamela Barrett;77.0;'''Repellendus velit: Earum harum eum; Laudantium consequuntur commodi''';'''Note: Nam praesentium quo deserunt; then Molestias quam distinctio animi'''
Max Smith;26.0;'''Note: Officiis veniam assumenda ad; then Excepturi''';'''Velit perferendis: Natus quidem; Alias'''
Karen Marshall;32.0;'''Qui; In quaerat voluptates ab sequi consectetur Culpa ab''';'''Id amet excepturi unde aspernatur; Natus quas iure Cumque modi voluptates'''
e;64.0;'''Note: Dignissimos ea; then Molestias vel nemo quas''';'''Quo asperiores consequatur; Adipisci voluptates sed illum amet ; Corporis similique beatae'''
Alex Douglas;63.0;'''Atque tempora nulla molestiae veritatis; Commodi alias ; Ratione perspiciatis exercitationem vel iste''';'''Eum corporis; Possimus numquam earum Quidem officia maiores quibusdam libero'''
Georgina McCarthy;10.0;'''Nostrum; Nam eos tenetur ; Cupiditate''';'''(Maiores temporibus odit odio) ; Consectetur numquam numquam and Impedit'''
Owen Bray-Smith;35.0;'''Note: Autem perferendis eveniet labore; then Neque expedita consequuntur labore harum''';'''Molestias quam; Blanditiis vel harum commodi Temporibus similique'''
Jessica Payne-Slater;52.0;'''Ducimus iusto veniam animi; Nam quasi quas adipisci ; Suscipit''';'''(Aperiam eaque) ; Ad quisquam est animi and Impedit eum omnis'''
Simon Walton;93.0;'''Note: Consectetur rem; then Quisquam odio''';'''(Quasi asperiores magnam) ; Quos voluptatibus veritatis and Vel commodi omnis voluptates aperiam'''
Miss Rachel Howard;46.0;'''Note: Omnis occaecati quidem; then Animi voluptatem pariatur''';'''(Saepe mollitia voluptas perspiciatis id) ; Enim vitae ipsam and Reprehenderit iste'''
