# This is a comment line to skip
username	score	rating	comment	summary
brian_stephenson_6885	82.0	37.1	'''Error provident eaque asperiores	 Sapiente quo blanditiis placeat Recusandae quia beatae quisquam delectus ipsa'''	'''Note: Sit dolore	 then Delectus minus voluptas'''
abigail_donnelly_6340	77.0		'''Necessitatibus	 Saepe cum id exercitationem ad Explicabo reprehenderit'''	'''Blanditiis quas	 Distinctio At ipsa modi'''
dorothy_thompson_1059	65.0	88.1	'''Sunt dolorem	 Praesentium Nobis accusantium laudantium nihil aperiam'''	'''Note: Delectus impedit non voluptas soluta	 then Magnam exercitationem praesentium'''
charlene_jones_2205	14.0	90.1	'''Hic pariatur doloribus; Ex nihil 	 Dignissimos eaque praesentium'''	'''(Aut est optio) 	 Error and Eius aperiam hic'''
jacob_singh_2136	91.0	84.1	'''Note: Similique	 then Ducimus iure magnam aut'''	'''Note: Qui quos aperiam nobis	 then Mollitia repudiandae quisquam nobis'''
ms_stone_9371	88.0	5.1	'''(Impedit non doloremque quasi) 	 Cum quod officia quaerat and Quibusdam tempora amet dicta vitae'''	'''Note: Explicabo maxime veritatis amet	 then Ut expedita autem dolore dolorum'''
ms_price_7535	79.0	45.1	'''Illo asperiores: Mollitia modi	 Ex eum accusamus temporibus'''	'''Quisquam libero	 Ipsa perspiciatis Labore soluta'''
rhys_bailey_8676	62.0	94.1	'''Fugiat saepe: Et iure praesentium iste libero	 Repudiandae'''	'''Asperiores doloribus	 Distinctio unde Nihil rem'''
kim_fisher_3255	41.0	54.1	'''(Voluptate porro eligendi consequatur) 	 Enim aliquid and Veritatis aliquam necessitatibus porro suscipit ut'''	'''Note: Consequatur vitae atque dolorum et	 then Dolorum quis'''
mr_reid_8438	7.0	55.1	'''(Aut nesciunt cupiditate similique quod) 	 Delectus voluptatibus and Non adipisci'''	'''Possimus eligendi	 Molestiae sed Cupiditate a perspiciatis distinctio animi'''
rhys_pratt_1184	14.0	20.1	'''Note: Incidunt nobis	 then Molestias veniam dolorem a facere'''	'''Repudiandae ad; Magni laudantium corrupti 	 Dolores nulla consequatur'''
danielle_macdonald_0711	59.0	98.1	'''Iusto itaque nostrum; Earum neque veniam 	 Voluptates repellendus'''	'''Aliquid officiis sapiente maxime necessitatibus: A maxime ipsum veniam nobis	 Repudiandae eveniet recusandae'''
lee_roberts_7998		90.1	'''Officia distinctio quos minus; Exercitationem nostrum mollitia at culpa consequuntur 	 Fugit'''	'''Cumque fugit cum consequatur	 Repellat in laboriosam dicta minus Ut voluptatibus velit'''
jake_griffiths_9013	63.0	79.1	'''(Quasi quo) 	 Ratione dolore id and Quaerat quaerat unde'''	'''Ipsum cupiditate	 Minima praesentium architecto optio quis Adipisci quibusdam similique deleniti est'''
mr_read_9268	29.0	40.1	'''Voluptas quis; Occaecati incidunt 	 Amet repudiandae'''	'''Asperiores eligendi ipsam quos ut; Perspiciatis eius quae quo 	 Consequuntur'''
joanne_ingram_7736	98.0	11.1	'''(Quod) 	 Quam sapiente and Ea ut'''	'''(Pariatur laborum suscipit tempora) 	 Aliquid and Modi quae porro commodi'''
timothy_hobbs_0743	2.0	81.1	'''Note: Vel ratione	 then Provident sit delectus saepe saepe'''	'''Vero dicta minus esse numquam	 Ab Maiores occaecati earum sit in consectetur'''
mr_hudson_5074	89.0	12.1	'''Ad voluptatibus similique vel: Iste soluta iusto eum facilis	 Accusantium porro fugit consectetur cumque'''	'''Dolore nobis: Debitis dignissimos dicta alias laudantium	 Repellat rem'''
carl_mckenzie_7867	73.0	47.1	'''Quisquam	 Veniam nihil amet aliquam Quidem'''	'''Deserunt a nam: Tenetur minima dolore odit perspiciatis	 Nihil at dolores'''
geoffrey_barnes_8165	65.0	63.1	'''Alias excepturi: Laborum ratione adipisci	 Asperiores tenetur sed'''	'''Deleniti veritatis eveniet deleniti: Voluptates debitis	 Nam aspernatur aspernatur similique'''
dean_robinson_3110	44.0	62.1	'''Facilis quae dolores ad: Cupiditate veniam recusandae autem	 Cupiditate ab'''	'''Suscipit omnis	 Aspernatur neque Distinctio error temporibus voluptatem assumenda'''
dr_goodwin_1635	81.0	87.1	'''Repudiandae a	 Amet natus Voluptatum'''	'''Incidunt suscipit iure necessitatibus veritatis	 Animi fugiat sunt Amet dignissimos'''
joshua_price_5630	13.0	40.1	'''Note: Tenetur repellendus aliquid	 then Consequuntur similique exercitationem ipsam fugiat hic'''	'''(Mollitia) 	 Quasi sed beatae illum and In'''
dr_chapman_9605	80.0	34.1	'''(Quo sunt ullam illo saepe) 	 Tempora temporibus rem and Magnam'''	'''Note: Laudantium mollitia	 then Voluptatem unde consectetur in'''
ms_hayward_9344	52.0	96.1	'''Quasi sint: Perspiciatis earum	 Id'''	'''(Veniam dolore laboriosam voluptate nesciunt) 	 Cum quaerat debitis and Hic maiores repudiandae'''
jay_donnelly_0000	2.0	27.1	'''Note: Corporis architecto et iste dolor saepe	 then Tempora mollitia'''	'''Note: Explicabo ducimus	 then Voluptatibus nisi'''
danielle_shaw_1266	34.0	38.1	'''(Fuga magni) 	 Distinctio voluptatum ex inventore officiis and Deserunt dolores'''	'''Repudiandae magnam	 Nihil deserunt modi dicta Pariatur quo animi earum'''
matthew_west_9728	38.0	71.1	'''(Veritatis labore qui) 	 Eveniet iure sed eveniet and Voluptates commodi'''	'''(Eum illum) 	 Vero and Magnam sit reiciendis'''
