username,name,total_count,description,note
ronald_jones_2979,Ronald Jones,54.0,'''(Deleniti veniam iste) , Officiis amet consectetur deleniti and Quia enim repellendus eos''','''Soluta nemo voluptates, Laboriosam blanditiis Quidem sed'''
mr_harding_8860,Mr Frank Harding,65.0,'''Note: Beatae laborum, then Cumque necessitatibus''','''Dolores autem labore: Expedita, Perspiciatis aut dolorem delectus nobis similique'''
hilary_knight_9868,Hilary Knight,64.0,'''Note: Aspernatur expedita nam mollitia, then Quos impedit''','''Note: Iure delectus, then Eligendi dolores eum dignissimos'''
dr_ellis_2631,Dr Trevor Ellis,85.0,'''Rem, Quod ullam accusantium Accusantium similique tempora''','''Accusamus laboriosam: Laboriosam architecto, Illo rerum perferendis'''
mark_barnes_6650,Mark Barnes,58.0,'''Nemo consectetur, Distinctio nostrum error Aperiam molestiae''','''(Vel) , Adipisci quod commodi provident and Fugiat voluptates repudiandae veniam dicta saepe'''
george_jenkins_7857,George Jenkins,41.0,'''Note: Aspernatur delectus, then Occaecati quasi est est consequatur''','''Adipisci provident iste: Nesciunt debitis quam dolores nobis, Error asperiores'''
lynn_flynn_5281,Lynn Flynn,17.0,'''(Beatae tenetur) , Eum repellendus tenetur and Voluptate veniam''','''Consequuntur tempore consequatur magni beatae: Illum aperiam voluptas numquam, Nobis quis deleniti provident natus dolorum'''
judith_lawson_9474,Judith Lawson,36.0,'''Eligendi fugit nam exercitationem; Iure harum aut excepturi eius , Sit''','''Mollitia accusantium expedita ad, Molestias laborum Itaque deserunt'''
dean_foster_0555,Dean Foster,22.0,'''Itaque perspiciatis, Iste ratione dolore Nulla quis vero''','''(Odio veniam) , Porro sequi quibusdam and Sequi ab'''
gavin_shaw_9525,Gavin Shaw,48.0,'''Architecto ipsum repudiandae: Debitis accusantium, Culpa nostrum''','''Doloribus, Ipsa quia Error accusantium mollitia'''
alan_holt_7847,Alan Holt,35.0,'''Note: Quia debitis, then Laudantium commodi repellendus''','''Tenetur veritatis numquam aspernatur omnis: Deserunt consequatur explicabo dicta facere molestias, Cupiditate exercitationem'''
kerry_murphy_6536,Kerry Murphy,13.0,'''Natus sunt; Libero quasi quia excepturi magni blanditiis , Dicta''','''Cumque laboriosam itaque; Delectus dolor omnis , Ab facilis illum'''
ms_bond_0323,Ms Rachel Bond,97.0,'''Molestias quidem eum quas voluptas modi, Totam fugit Perspiciatis quidem''','''Consequatur repellat delectus; Quaerat nostrum magni laboriosam , Libero'''
mrs_barrett_0257,Mrs Suzanne Barrett,59.0,'''(Dolore fugiat) , Eum fugit modi and Perferendis dolore''','''Note: Dolores magnam iure facilis, then Sit fugiat'''
denise_jackson_8106,Denise Jackson,,'''(Nam veniam) , Ducimus dolores vel and Provident a nam laborum accusantium eligendi''','''Consequatur nihil molestiae illum, Quas laudantium aperiam quidem Expedita asperiores suscipit eos praesentium repudiandae'''
dr_wilson_7797,Dr Marcus Wilson,25.0,'''Note: Aspernatur iure aperiam a, then Nostrum sed hic''','''Tenetur; Debitis maiores , Quis tenetur'''
mitchell_hill_1171,Mitchell Hill,30.0,'''Note: Reprehenderit placeat, then Excepturi labore suscipit''','''(Voluptatum aliquid unde) , Id inventore ea and Aliquam esse incidunt corrupti'''
dominic_payne_3453,Dominic Lewis-Payne,75.0,'''Temporibus delectus tenetur itaque velit accusantium, Illo unde Repudiandae optio modi vel officiis''','''Est placeat quis; Modi rerum , Velit eaque aut'''
neil_lawrence_8602,Neil Lawrence,2.0,'''Animi eligendi, Facilis accusantium Consequatur''','''(Tenetur maiores provident ex) , Aspernatur and Nulla enim illum tempore temporibus'''
mr_hart_8982,Mr Ross Hart,28.0,'''(Impedit) , Cupiditate ipsum and Quo omnis''','''Molestiae amet ratione quasi: Accusantium iste corrupti, Ex ea mollitia'''
vincent_butler_6373,Vincent Butler,79.0,'''(Quam odio exercitationem) , Itaque nihil animi dolor quas and Repudiandae reiciendis suscipit temporibus''','''Note: Quibusdam illo illum explicabo sed, then Hic'''
frank_brien_3226,o,100.0,'''(In quo) , Excepturi veniam earum earum maxime and Architecto expedita''','''Neque laborum expedita autem: Qui fugit tempore, Cum voluptatum qui excepturi'''
harry_greenwood_9438,Harry Greenwood,42.0,'''Debitis quia: Quis expedita incidunt, Illum omnis dolor''','''Consequatur magnam mollitia deleniti: Sit mollitia tempore, Atque'''
barry_roberts_8435,Barry Roberts,16.0,'''(Porro laborum) , Itaque dolore unde and Beatae ullam''','''Facere mollitia id esse; Tenetur odio odit similique consectetur , In quos rem'''
ronald_barlow_8016,Ronald Barlow,11.0,'''Dolorum ipsam deserunt dolorum, Modi Voluptatem molestiae nihil optio nihil''','''(Vero consectetur) , Dolore occaecati ea and Illo consequuntur voluptate'''
frank_chan_6951,Frank Thomas-Chan,61.0,'''Note: Dicta facere itaque, then Assumenda temporibus''','''(Sequi) , Ab soluta and Natus deserunt vel sint'''
damian_cox_5831,Damian Gibson-Cox,5.0,'''Note: Eveniet repellendus facere, then Necessitatibus ut qui laboriosam nemo labore''','''(Officia incidunt corporis ducimus) , A voluptas labore and Architecto iure'''
steven_alexander_8566,Steven Wilson-Alexander,53.0,'''(Est qui) , Minima magni tempore mollitia and Possimus eos''','''Aut ex consectetur molestiae: Aliquam doloremque est laborum, Natus'''
