# This is a comment line to skip
username;name;age;price;score;summary;comment
hunter_ferguson_1656;Hunter Ferguson;35.0;40.1;91.2;'''Option including; Book amount trouble debate ; Name decide especially''';'''Note: Letter; then South'''
charles_kennedy_4719;Charles Kennedy;;18.1;2.2;'''Old authority another: Offer make; Southern itself most truth''';'''Play between main mention participant; Situation police street face ; Recently American'''
allison_santana_6196;Allison Santana;45.0;46.1;56.2;'''Clear individual reality body; Result investment ; Mr our''';'''Note: Claim if arrive; then Between apply'''
nicole_barron_2980;Nicole Barron;59.0;61.1;85.2;'''Note: Dream store front; then Just also''';'''Movie; Tax information physical lot first Black way huge practice'''
connie_dunn_1542;Connie Dunn;42.0;48.1;53.2;'''Onto body only; This model ahead carry Finish might''';'''(Gun not) ; Actually across also wear arm and Raise rich court'''
tony_md_3984;Tony Green MD;28.0;86.1;41.2;'''Oil what subject mean smile; Food ; Standard provide protect''';'''Note: Cell authority themselves here fine; then Something so'''
breanna_mcguire_8741;Breanna Mcguire;50.0;67.1;96.2;'''(Hair participant so sea) ; Score report her and Especially natural''';'''(Data) ; Door create create and Discuss lay current set'''
jacob_collins_7546;Jacob Collins;11.0;28.1;18.2;'''Note: Oil total score same; then Author just''';'''Experience professional; Ok type ; Great specific wrong'''
walter_ray_3007;Walter Ray;64.0;39.1;10.2;'''Note: Debate see; then During society''';'''Hand; Than say Born work region behavior'''
david_white_1398;David White;62.0;77.1;62.2;'''Note: Theory eight; then With require''';'''Board attack: Happy letter draw; Game act'''
lisa_rodriguez_6942;Lisa Rodriguez;24.0;39.1;11.2;'''Structure; Language far ; Adult store true''';'''Scientist stock including; Community Forward forget myself'''
michael_oconnell_0477;Michael Oconnell;94.0;15.1;55.2;'''Animal language usually you teach; Blue little General matter unit peace process''';'''(Stuff lot low need across) ; Impact probably another mention and Process determine charge tree'''
cindy_coleman_0678;Cindy Coleman;35.0;34.1;86.2;'''Human: Plant very threat million course; Culture doctor''';'''(Report avoid) ; Support speech throw doctor and Reach produce seven'''
stephen_poole_7470;Stephen Poole;88.0;84.1;64.2;'''Process democratic: Protect fear attention; Song audience know time''';'''Article turn: Fund; Push adult raise'''
roger_cross_7633;Roger Cross;80.0;26.1;51.2;'''Near bill; Never yet real court Pressure citizen mission near per size''';'''Into; Street amount many He without before site'''
cassandra_davis_2986;Cassandra Davis;3.0;52.1;79.2;'''Worry town; Phone mention Model''';'''Natural dark age: This television; Machine'''
rebecca_jensen_8171;Rebecca Jensen;42.0;24.1;93.2;'''(Reveal perhaps pretty) ; Player no and Current''';'''Official while; Right adult agent Last either ready'''
patrick_gentry_1073;Patrick Gentry;20.0;11.1;94.2;'''Note: Huge our way; then Fish''';'''Note: Rule herself; then Issue respond sea answer'''
kevin_ross_7695;Kevin Ross;25.0;40.1;31.2;'''Specific yet organization; Fear ; Stage much''';'''A: Rich leave; Statement'''
maria_martin_2393;Maria Martin;48.0;93.1;96.2;'''Note: Might by society; then No wall''';'''Those piece; Generation listen ; Energy artist'''
jim_coleman_9018;Jim Coleman;94.0;26.1;36.2;'''Former space travel; Building director that Vote assume foot''';'''Office glass have anyone; You Some political'''
joann_barr_8973;Joann Barr;56.0;85.1;53.2;'''Those down culture; Air Manager ground onto''';'''Base kid such tonight; Particular fall even ; Year'''
dominique_cortez_0832;Dominique Cortez;98.0;89.1;59.2;'''Note: Debate yes worry; then Sense however''';'''Approach will speak; Officer whose no customer ; Matter continue'''
larry_prince_2857;Larry Prince;89.0;54.1;44.2;'''Note: Understand act at; then Another woman because drug order''';'''Oil what matter Congress recognize; Loss Ok lay today pattern join'''
kenneth_kline_3822;Kenneth Kline;46.0;75.1;11.2;'''Note: Feeling realize; then Tend hard enter''';'''Note: Town; then Dream'''
judy_oconnell_3875;Judy Oconnell;37.0;71.1;1.2;'''Administration likely; Entire expect west Respond''';'''Since draw development; Require society Goal together source return'''
debra_villa_4413;Debra Villa;9.0;46.1;8.2;'''Be; Just yard think federal ; Subject voice week''';'''Note: Account day money grow quickly their; then Set'''
timothy_cantrell_5385;Timothy Cantrell;13.0;52.1;37.2;'''Note: Smile prove more hand; then Argue course''';'''(Much heavy) ; I hotel manage and Become kid size'''
richard_grant_6844;Richard Grant;47.0;73.1;96.2;'''(Onto spend large) ; Produce technology and Grow field''';'''Note: Prove tree plant; then Cold cold star like'''
daniel_jones_1711;Daniel Jones;65.0;1.1;72.2;'''Occur property lose analysis; Account number success hot Adult ball simply chance''';'''Executive culture bank color type sometimes: Speak side rule build; Look notice'''
maria_parker_7913;Maria Parker;19.0;87.1;;'''Different myself really; Court Appear can''';'''Arrive: Dinner daughter; Mr popular fact'''
jeffrey_mejia_1335;Jeffrey Mejia;43.0;72.1;13.2;'''Note: Must; then Drug current effect agreement evening attention''';'''Himself final off term; In buy or ; Seek large always out that'''
dawn_wilkinson_5524;x;40.0;45.1;12.2;'''Key debate; Heart name ; Or decide lay rock international beyond''';'''Note: Tend we; then After'''
mr_md_6407;Mr. Charles Taylor MD;73.0;;51.2;'''Note: Choice culture; then Make much media''';'''Beyond institution but; Run animal trouble Free back loss certainly'''
