username;name;price;note
mr_taylor_0920;Mr Darren Taylor;78.0;'''Commodi est veniam tempora; Debitis velit ; Nostrum sint facere'''
victor_payne_9933;Victor Payne;27.0;'''(Expedita dolores) ; Cumque eligendi molestiae and Veritatis voluptatibus quia'''
ms_dawson_3795;Ms Anna Dawson;53.0;'''Occaecati sunt quas ea ipsa officiis repellendus: Reprehenderit dolores ut cupiditate in quam; Corporis'''
mrs_lee_4993;Mrs Holly Lee;47.0;'''Fuga quibusdam ipsa; Aliquid odit ducimus beatae ; Sunt quas minima voluptas'''
chloe_dobson_7854;Chloe Dobson;37.0;'''Debitis error recusandae; Laboriosam ; Eos nihil'''
antony_wright_2442;Antony Wright;7.0;'''Aspernatur eos velit: Vero ducimus; Beatae pariatur'''
jeremy_woods_1734;Jeremy Wells-Woods;49.0;'''Earum id non facere; Ad Non fugit totam accusantium ea'''
lucy_simpson_2766;Lucy Simpson;31.0;'''(Voluptas dolor molestias deserunt alias) ; Ex nulla cum and Et maxime tempora'''
ross_griffin_4876;Ross Griffin;99.0;'''Possimus ipsa; Quae soluta Quasi ducimus'''
harry_ellis_2175;Harry Ellis;92.0;'''Note: Fuga; then Eligendi nihil'''
owen_johnson_5120;Owen Robinson-Johnson;1.0;'''Tenetur delectus; Illum magnam ; Cupiditate natus'''
dr_garner_8078;Dr Aimee Garner;26.0;'''(Nemo tempora ullam) ; Illum sint exercitationem and Nobis ducimus'''
paul_rogers_1891;Paul Rogers;42.0;'''(Consequatur ratione aliquid dolor) ; Iste maxime and Quos unde officiis vero exercitationem'''
kyle_bradley_8471;e;81.0;'''Note: Consequatur voluptatum itaque saepe; then Ullam veritatis eveniet nostrum saepe'''
denis_smith_5639;Denis Smith;22.0;'''Note: Hic praesentium; then Sapiente ducimus similique'''
maurice_patel_6564;Maurice Johnson-Patel;80.0;'''(Beatae nemo maiores ab esse) ; Autem quo and Provident quis'''
charles_harper_5150;Charles Harper;22.0;'''Qui ipsam rerum ipsa: Esse dicta; Modi'''
stephanie_fox_5163;Stephanie Fox;74.0;'''Note: Iure vitae quibusdam alias; then Minus occaecati possimus nisi odit laudantium'''
miss_wilkins_0066;Miss Marilyn Wilkins;19.0;'''Optio inventore corrupti temporibus dolores: Nesciunt cum; Fugit praesentium eius'''
bryan_long_3736;Bryan Long;14.0;'''Vitae corrupti dignissimos tenetur; Deserunt illum deleniti Qui adipisci necessitatibus asperiores'''
mr_jackson_6455;Mr Samuel Jackson;34.0;'''Quae eius officia; Explicabo architecto dolores officiis dolores Incidunt'''
jayne_green_6655;Jayne Green;69.0;'''Natus consequuntur: Sapiente tempore excepturi autem; Incidunt odio numquam odit'''
miss_middleton_6074;Miss Lauren Middleton;78.0;'''Fugiat: Nemo amet quisquam molestias; Repellat omnis'''
joan_archer_3329;Joan Archer;55.0;'''Id est molestias quo; Error cumque quos porro voluptatibus Ipsum voluptate commodi aspernatur'''
ms_palmer_1870;Ms Maria Palmer;25.0;'''(Esse numquam quod optio eaque) ; Quibusdam blanditiis nemo neque eum and Sunt amet aut incidunt commodi ratione'''
damian_roberts_6193;Damian Roberts;16.0;'''Cupiditate perferendis; Itaque Temporibus excepturi laborum pariatur eum beatae'''
mr_brown_8120;Mr Geoffrey Brown;;'''Illo unde; Sunt expedita ; Architecto inventore iste corporis provident'''
rosemary_white_9123;Rosemary White;82.0;'''Totam pariatur recusandae culpa hic; Exercitationem amet Laboriosam eum aperiam molestias'''
mr_baker_5292;Mr Callum Baker;83.0;'''Note: Architecto recusandae; then Velit quae eum'''
mr_thomas_8797;Mr Jonathan Thomas;27.0;'''(Ut voluptatem) ; Natus molestiae libero earum and Nihil repellendus labore unde'''
ricky_morgan_2126;Ricky Morgan;56.0;'''Quod quidem; Ratione voluptatum numquam Iure repellat atque reiciendis'''
dr_osborne_2481;Dr Billy Osborne;33.0;'''Nemo ex beatae mollitia fugiat sapiente ut; Quia Iusto'''
michael_patel_8750;Michael Patel;16.0;'''Note: Harum beatae dolorum; then Accusamus pariatur quasi excepturi odit'''
glenn_smith_5093;Glenn Dunn-Smith;4.0;'''Note: Ad alias; then Iure voluptas saepe'''
jeffrey_murray_3964;Jeffrey Murray;74.0;'''Tempora quasi quae deserunt: Officiis excepturi numquam ullam; Excepturi porro nisi facere atque'''
mr_middleton_8958;Mr Wayne Middleton;39.0;'''Blanditiis a: Iste; Veniam quos ipsa excepturi numquam repellendus'''
leslie_king_7755;Leslie King;35.0;'''Aliquid aliquid; Reprehenderit minima saepe ; Nobis rerum tempora'''
francis_davies_4543;Francis Davies;10.0;'''Dicta suscipit: Harum voluptatum neque expedita quam; Animi accusantium'''
dennis_nicholson_6979;Dennis Nicholson;96.0;'''Tempora quibusdam porro; Nobis nihil iure totam Quod'''
