name	total_count	price	score	note	summary
Megan Green	35.0	95.1	68.2	'''Voluptatibus; Molestiae soluta provident facere 	 Labore nihil vitae rem nisi'''	'''Note: Perspiciatis tempore perferendis sed	 then Nobis officia quos'''
Dr Linda Smith	93.0	24.1	6.2	'''Sit; Ipsam culpa laboriosam at 	 Optio amet dolorem quidem reprehenderit atque'''	'''Et accusamus quia consequuntur facere	 Recusandae minus ipsam ipsa dolorem provident Ipsa error'''
Dr Janet Wood	78.0	75.1	98.2	'''Inventore quae id numquam nulla: Natus facere aperiam consequatur	 Laborum cupiditate tempora veritatis libero veniam'''	'''Enim eveniet; Pariatur doloribus officia reiciendis 	 Exercitationem deleniti facilis sapiente repellat ex'''
Mathew Harrison	36.0	53.1	64.2	'''(Illo id maiores deleniti ut) 	 Non pariatur exercitationem minima and Quas'''	'''Earum	 Atque tenetur hic ad animi Sint'''
Amelia Watkins	49.0	95.1	77.2	'''Saepe at molestiae: Occaecati modi	 Dolorum perspiciatis repellendus consectetur deleniti fuga'''	'''Ad: Officiis ab quaerat	 Laborum architecto eius velit numquam'''
Dr Mark Hutchinson	58.0	76.1	13.2	'''Eveniet ad; Officiis odit 	 Velit ab voluptate'''	'''Perferendis optio pariatur quidem	 Dolor officiis Laborum'''
Dr Christopher Allen	15.0	96.1	53.2	'''Amet placeat nihil non	 Accusantium ex Ea nulla officia minima dolore'''	'''Error dolorum quod unde: Possimus expedita	 Natus nisi omnis cum'''
Miss Marian Gibson	17.0	83.1	57.2	'''Dolore consequatur eius velit ullam illum: Ex aut eum	 Animi dolor'''	'''Nisi aperiam ea	 Distinctio Eveniet reiciendis accusamus architecto'''
Jeffrey Smith	7.0	86.1	63.2	'''(Voluptatum natus cupiditate eius architecto) 	 Delectus voluptatem and Expedita'''	'''(Quod) 	 Perspiciatis cupiditate and Odit blanditiis velit'''
Dominic Parry	6.0	37.1	72.2	'''Sed rem; Vitae occaecati deleniti labore 	 Exercitationem'''	'''Iusto quam: Nihil ullam facere molestiae	 Explicabo repudiandae perferendis esse alias eius'''
Hazel Singh-Taylor	73.0	30.1	42.2	'''Cumque accusantium: Hic fugit a dolores dolores reiciendis	 Consectetur reiciendis impedit sed ducimus odio'''	'''Note: Doloribus fugiat	 then Culpa voluptas blanditiis dolorum illum'''
Jill Lewis	14.0	69.1	35.2	'''Eius; Quae alias deserunt perspiciatis 	 Iste qui'''	'''Aut; Commodi 	 Cum fuga'''
Sally Banks	13.0	90.1	56.2	'''(Earum voluptatem voluptate) 	 Laborum laboriosam eos and Ullam'''	'''Dolores illum	 Atque repudiandae magni totam dicta iure Quisquam in est'''
Nigel Richardson	64.0	64.1	8.2	'''Perspiciatis voluptates: Nisi natus accusamus possimus	 Veritatis omnis'''	'''(Id) 	 Quos consequuntur neque numquam labore and Labore corrupti cumque error soluta voluptates'''
