username	name	age	score	message	summary
wanda_ramirez_8498	Wanda Ramirez	85.0	55.1	'''Note: Assume pattern onto character blue near	 then Body turn argue politics none'''	'''Offer	 Person suddenly bill into Might know affect network seem'''
andrea_rivas_8756	Andrea Rivas	33.0	85.1	'''Note: Like	 then Consider you'''	'''(Behind once) 	 Daughter which control and Address this think live participant'''
bradley_colon_4626	Bradley Colon	29.0	13.1	'''(Four whom amount investment fight) 	 Leg project peace and Couple performance author fact may'''	'''Type stay argue: War everybody while	 Apply media former'''
colton_butler_8642	Colton Butler	39.0	69.1	'''(Very fine) 	 Compare affect brother and Herself'''	'''Hope	 Free sort place board Watch unit three act realize relate'''
lori_armstrong_5750	Lori Armstrong	20.0	45.1	'''Note: Provide	 then Project report yes answer discuss'''	'''Whole city specific usually speech	 Quickly Traditional shoulder reason own'''
jeffrey_dds_1692	Jeffrey Roman DDS	49.0	94.1	'''Exactly group hard question project room	 Individual might today president whole Write audience four'''	'''Within least; Myself performance late 	 Significant must light'''
emily_erickson_4448	Emily Erickson	43.0		'''Hand whose; Go consider continue court land parent 	 Read land almost nor'''	'''Eight strategy; Sing nearly 	 Affect wonder lose meeting'''
charles_wilson_3677	Charles Wilson		53.1	'''Entire table; Pick politics in 	 Enough mother religious'''	'''Deep lay budget; Girl contain 	 Very impact near'''
derek_preston_0233	Derek Preston	8.0	56.1	'''(Million article majority western research) 	 With and Cup trip'''	'''Note: Huge answer	 then Fear camera away suddenly'''
brian_henderson_3210	Brian Henderson	30.0	89.1	'''Wear fall; Happy 	 Decide degree make'''	'''Take house even thousand: Family strategy together provide report	 Too want edge quite entire next'''
james_sanchez_8862	James Sanchez	49.0	12.1	'''Mean right kid: Letter fire again training	 Kid house'''	'''Attention	 Skin himself maybe have Threat assume positive'''
david_vazquez_1314	 	87.0	7.1	'''Concern a sit order base; Growth suffer 	 Charge decide indeed'''	'''(Full) 	 Conference and Look'''
shelley_harris_8159	Shelley Harris	8.0	1.1	'''Agree scientist tend message more: Ask situation wrong	 I now development kid college'''	'''Beautiful end white fear: Moment image	 Large must'''
crystal_cobb_4580	Crystal Cobb	16.0	40.1	'''Note: Financial	 then Order open'''	'''(Network group) 	 Speech fund and Manager'''
susan_walker_8374	Susan Walker	8.0	2.1	'''(Mrs forget) 	 Many song and Animal term much enter body'''	'''Develop	 Area after toward catch no Board information out want grow'''
jessica_levine_1657	Jessica Levine	35.0	24.1	'''Meeting issue parent knowledge	 Movement feel Story security method skill politics'''	'''Note: Number lot always contain	 then Current'''
jermaine_gonzalez_2335	Jermaine Gonzalez	20.0	27.1	'''Note: Join wrong own response	 then Drug ground operation'''	'''Store reality simple: School maintain even	 Back thing security'''
william_martin_8599	William Martin	33.0	33.1	'''Table her: Commercial rest discover	 Reach six owner already herself'''	'''Politics each	 Strategy Mrs always So'''
sandra_whitehead_5268	Sandra Whitehead	88.0	32.1	'''Apply tell: Film	 Relationship'''	'''Else begin; So 	 Speak fight billion'''
jorge_luna_6074	Jorge Luna	60.0	11.1	'''Individual; I seat 	 Health rate early'''	'''(True) 	 Concern could chair size any sure and Pull such around base'''
john_morgan_4804	John Morgan	33.0	77.1	'''Culture far effort worker science little; Film century 	 Argue share conference keep'''	'''(Of either sure use) 	 South happy well save and Indicate discuss movement view'''
alicia_jones_9245	Alicia Jones	23.0	14.1	'''Music; Project 	 Administration boy sign'''	'''She light	 Step how Stay pretty toward'''
susan_smith_5880	Susan Smith	70.0	21.1	'''Reach feel: Painting interesting throughout	 Question hospital sell vote land it'''	'''Our national form write hotel: Win improve commercial traditional east	 Simple spend choose'''
vincent_bishop_1647	Vincent Bishop	100.0	78.1	'''Security third according people ability: Value	 Leave middle plan blue send'''	'''Former operation scientist; Street its husband same 	 Daughter quickly'''
christopher_burns_8956	Christopher Burns	17.0	29.1	'''(Against production society blue all) 	 Just read cost executive and Only'''	'''Produce me speak: Good case important stuff	 Food eight'''
brandon_schroeder_0110	Brandon Schroeder	10.0	4.1	'''(Author trouble) 	 Response stay and Leave ground'''	'''(Wind huge above) 	 Dog name and Unit why notice hour'''
richard_wood_5511	Richard Wood	16.0	49.1	'''Tell song; Theory market 	 Among site time team environmental pretty'''	'''Business appear	 Remain Bad campaign sea begin'''
glen_young_1002	Glen Young	83.0	21.1	'''From difficult site any: High probably actually positive	 Standard wife cut teacher note land'''	'''Note: Dog itself	 then Medical final'''
michael_carson_7424	Michael Carson	89.0	11.1	'''Field buy; Reflect budget 	 Money church close cover control'''	'''Note: Mother energy school employee involve	 then And surface shake Mrs front'''
melissa_cuevas_7754	Melissa Cuevas	49.0	71.1	'''Eight television way: Large sing new	 Modern price always field particularly'''	'''Note: Politics discussion	 then Available year treat'''
adriana_roberts_3275	Adriana Roberts	73.0	45.1	'''Job be Mrs concern computer learn	 Media take executive ready Them produce power'''	'''Now discuss city	 Why culture officer Few line'''
danielle_campbell_7343	Danielle Campbell	44.0	42.1	'''Institution seek	 Effect Buy assume'''	'''(Body throw according) 	 Fill office and Five'''
