name	score	age	total_count	message	summary
Eric Brown	6.0	42.1	40.2	'''Note: Central home actually suggest pull	 then Such reach'''	'''Note: Day production enough clearly	 then Reason a test certainly want'''
Kim Mccarty	61.0	17.1	63.2	'''Bill happy development process	 Job born issue See near'''	'''Beat soon draw; Investment base 	 Purpose'''
Mary Anderson	60.0	81.1	70.2	'''(Purpose) 	 Size and Movie worry drive'''	'''Because strong claim: Wide whom	 Lead stock'''
Eric Ramirez	30.0	94.1	89.2	'''Note: Especially stock	 then Provide'''	'''Note: Cause	 then Top hope always detail'''
Timothy Turner	83.0	72.1	51.2	'''(Thank) 	 Since cell begin and Strong window possible'''	'''(Work economy chance) 	 Early page and Number husband'''
Christopher Newton	6.0	32.1		'''(Information) 	 Short exist and Minute imagine hit bit memory'''	'''Hit media program throughout: Red political white front	 Direction place control explain suggest'''
Nancy Bell	42.0	18.1	57.2	'''Note: Moment several	 then Term minute exactly'''	'''Note: Eight near rise carry remember	 then New realize on structure site'''
Samantha Harris	25.0	96.1	11.2	'''Throughout entire small different when; Trial evidence 	 Ten age expect seek minute'''	'''(Student) 	 Ok check wait and Beautiful break'''
Aaron Moore	20.0	77.1	78.2	'''(Ok line opportunity) 	 Protect medical evidence and Write pattern shoulder surface'''	'''Increase financial could	 Owner exist Form rock water eye great special'''
Daniel Davis	47.0		88.2	'''Much consumer most medical: Quickly consumer	 Rich continue option meet establish student'''	'''Just hear; Race small some list 	 Him marriage the'''
Steven Lopez	91.0	62.1	44.2	'''Card material low marriage service; Imagine become agency remain method 	 Red wide'''	'''Center will: Need likely that	 Oil strong goal'''
Kathleen Meyer	14.0	37.1	8.2	'''Note: News clearly best trip door happen	 then Food board'''	'''(Later she) 	 Operation and City head'''
Marcus Ware	78.0	94.1	72.2	'''Note: Modern weight during	 then Outside day'''	'''(Find note strong) 	 Stay she Democrat and Condition head push set blood'''
Michael Rodriguez	67.0	85.1	89.2	'''(Person suddenly) 	 Among and Action fast trip'''	'''(Serve) 	 Into popular face reality and Event business relate statement budget'''
Daniel Daniels	80.0	95.1	26.2	'''Often base; Along current worry forget maybe 	 Arm word'''	'''Board knowledge: She even least impact few	 Hard name significant national'''
Jason York	53.0	67.1	22.2	'''Population simple: Arm perform	 Official seem drop'''	'''Itself water: School scene require rich age rather	 Break'''
Taylor Francis	8.0	49.1	78.2	'''Of manage official; Manage result 	 Student evidence'''	'''Note: Author less	 then Friend these'''
Brenda Hill	67.0	26.1	77.2	'''Note: Small	 then Vote writer'''	'''Plan unit admit billion	 Here Them and through'''
Wendy Todd	18.0	69.1	22.2	'''(Course address wait form) 	 Eight nothing and Eight exist kid strong'''	'''Note: Work	 then Use executive local PM'''
Kristy Knox	72.0	87.1	55.2	'''(Early never) 	 Four up provide modern and World similar say'''	'''Wrong father: Yet senior hot beyond	 That heart structure laugh record'''
 	73.0	7.1	51.2	'''Summer play by	 Difference what Its first'''	'''Employee simply: Tree sea quickly look international role	 Unit writer but according occur'''
Claudia Waters	21.0	43.1	55.2	'''Assume board deal	 Center meeting throw Spring capital research rich technology'''	'''Note: Add population	 then Always'''
Linda Barrett	36.0	57.1	82.2	'''Note: Reveal yet industry federal father traditional	 then Open wife already'''	'''Treatment	 Imagine minute Service religious act'''
Ashley Williams	1.0	31.1	63.2	'''Per order interview build	 Board animal Describe'''	'''Note: Candidate along	 then World'''
Melissa Morales DDS		75.1	96.2	'''Professional social note rich what: Economy set unit	 Toward three reflect'''	'''(Music road) 	 Dinner list and College central term car'''
Candice Hernandez	45.0	21.1	60.2	'''At though	 I teach Southern age it drug'''	'''Note: Evening will avoid	 then Bit particular sense'''
Lisa Miller	52.0	65.1	9.2	'''They them	 Have Age American'''	'''(Decision go) 	 Name beyond important and Now group test leg close'''
John Bowers	88.0	38.1	94.2	'''Because true	 According party public Every practice sure type short different'''	'''Pull; Style become no at long go 	 Well'''
Michael George	8.0	10.1	84.2	'''Maybe: Discussion	 Tax serve'''	'''Nature bad claim green	 Way side Hair'''
Kimberly Allen	4.0	79.1	2.2	'''Reduce last who: Strong time	 Get others'''	'''Plan radio mean	 Sister action Whether stop question growth usually'''
Bryan Anderson	85.0	83.1	93.2	'''Yes woman religious: Finish	 Use religious best'''	'''Poor trial culture likely form century; Threat 	 Treatment'''
Amy Goodwin	24.0	63.1	72.2	'''Buy movie man happen	 Order rest Poor'''	'''Note: Occur minute	 then Hair whom use score pressure forward'''
David Allen	58.0	54.1	34.2	'''Likely responsibility whether: Attention	 Check teacher agreement enjoy peace process'''	'''Off under international relationship fish represent; Whole must cost 	 Government war over'''
