username	name	age	total_count	salary	remark	note
jason_turner_0281	Jason Turner	60.0	57.1	53.2	'''(Decade event but let clearly mind) 	 Early and Then voice piece rest local'''	'''(Throughout remember television process hot) 	 Hand enjoy threat and Hard stock usually maybe'''
chelsea_davis_1740	Chelsea Davis	85.0	77.1	9.2	'''(Memory throw trip against general imagine) 	 Contain building power arrive and Green difference especially'''	'''Someone brother: Upon body society	 Statement with'''
alex_miller_7287	x	100.0	94.1	5.2	'''Ahead strong international ahead: People report of important thing seek	 Avoid situation rise thing positive'''	'''Note: End special yet	 then Analysis free mean she blood'''
angela_gardner_8965	Angela Gardner	86.0	94.1	31.2	'''(Skin different they) 	 Rich and Friend people cup occur'''	'''Painting term season; The 	 Better deep couple'''
brandon_lyons_5205	Brandon Lyons		28.1	40.2	'''Human; Bed 	 Until rock'''	'''Note: Everything	 then Including arrive lead American that now'''
amy_fleming_7078	Amy Fleming	59.0	59.1	66.2	'''Maybe different fast father: Hold different media	 Different stock spring various'''	'''Ok memory: Music bring tell east pattern	 Someone'''
taylor_holloway_2166	Taylor Holloway	19.0	77.1	56.2	'''Your thousand; Majority sound hundred could music 	 Mission'''	'''Play feel wish new indicate face; Worker like remember throughout in 	 Step able'''
bradley_young_2478	Bradley Young	58.0	35.1	85.2	'''(Trial car) 	 Able and Then lay cause letter away'''	'''Note: Benefit many hospital herself president	 then Possible'''
jordan_lopez_9383	Jordan Lopez	20.0	87.1	74.2	'''Assume fund beyond pass; Person source evidence eye 	 Perform house pretty'''	'''Hit though	 Serve must Democrat Professor land finally'''
wanda_perkins_6054	Wanda Perkins	65.0	71.1	25.2	'''Theory color good; Suffer traditional 	 Win success bank'''	'''Note: Bed money black billion	 then Firm'''
michael_woodward_8750	Michael Woodward	22.0	4.1	55.2	'''Note: Election Congress her vote	 then Final'''	'''Herself race effect; Morning hit 	 Talk story thousand'''
william_dillon_3960	William Dillon	75.0	67.1	56.2	'''Economy: Here claim face set	 Rise'''	'''Coach foreign case; Think operation worker will 	 May image'''
danielle_brown_6891	Danielle Brown	97.0	65.1	11.2	'''Do probably; Movement war put no 	 North student room'''	'''Use animal forget their	 Again Painting young talk on'''
wayne_jensen_6005	Wayne Jensen	29.0	81.1	81.2	'''(Name night down) 	 Pressure reflect and Grow conference'''	'''Long activity; South response though indicate rather strong 	 Dinner can federal able blue'''
paul_thompson_0687	Paul Thompson	54.0	40.1	91.2	'''Nearly: Ball	 Fish be several'''	'''Several agency	 Fall American painting trip resource Science feel control PM'''
tina_delgado_0922	Tina Delgado	82.0	61.1	22.2	'''Whom information mind material claim: Until wide service manager sign	 Type writer'''	'''Teacher; Seem to rather 	 Maybe'''
sandra_mahoney_4168	Sandra Mahoney	37.0	99.1	86.2	'''Position several	 Congress School early free'''	'''Network; Care threat yet 	 Carry standard focus important'''
robert_valencia_6591	Robert Valencia	33.0	70.1	43.2	'''(Reach machine three head) 	 Left expert indicate and In politics rest'''	'''(Huge even measure often low) 	 Sound result knowledge and Trade your'''
mark_patel_7283	Mark Patel	13.0	76.1	18.2	'''Inside behind course; Then open 	 Break hotel eat well'''	'''Tend Democrat	 Air Player this quickly investment'''
elizabeth_taylor_7478	Elizabeth Taylor	75.0	13.1	97.2	'''Note: Glass decide bank	 then Above'''	'''(Range performance) 	 Week especially try and Air'''
amanda_paul_1509	Amanda Paul	34.0	11.1	45.2	'''(Garden can reduce) 	 Story beat and Room risk fill example recent response'''	'''Food any heavy: Expect	 Past hour hand'''
christopher_burnett_1830	Christopher Burnett	10.0	3.1	72.2	'''Personal last condition church better	 Under public expect Want sense ok'''	'''Line official surface; Charge 	 Huge return project scientist certainly people'''
lisa_dvm_7909	Lisa Cabrera DVM	5.0	44.1	51.2	'''Key unit ok guy my	 Four option must agent Television'''	'''Speech next evening participant: Rise its	 Statement draw century television table'''
kelli_martinez_8605	Kelli Martinez	26.0	53.1	66.2	'''Note: Project action fill place	 then College involve'''	'''Past order collection finish effect: Wrong within only relate	 Walk away western'''
chad_dds_4976	Chad Compton DDS	43.0	61.1	100.2	'''(Month Mr) 	 Case state box point yeah professor and Professor production'''	'''Simple president I source; Morning class century 	 Future sport us family build during ground'''
jennifer_watkins_8261	Jennifer Watkins	32.0	40.1	16.2	'''(Gun report) 	 Republican energy risk there young data and Weight establish'''	'''Note: Site	 then After about'''
victoria_walters_7328	Victoria Walters	13.0	77.1	61.2	'''Compare other	 Yourself themselves kid Structure capital hit'''	'''Professor tough future	 Certain region coach laugh Whose wrong around'''
richard_carlson_5763	Richard Carlson	54.0	20.1	7.2	'''Something	 Boy Total'''	'''Military next sometimes	 Plan soon young Whose career lead'''
jordan_gray_2223	Jordan Gray	44.0		64.2	'''Of water; Now own 	 Model evidence'''	'''Note: Resource themselves	 then Design relate first stock'''
