username	name	score	price	salary	comment	description
helen_edwards_7862	Helen Edwards	53.0	88.1	93.2	'''(Beatae voluptatem incidunt recusandae) 	 Odit consequatur ipsum and Officiis repellat'''	'''Accusantium unde aliquam; A 	 Quo ut veritatis'''
jayne_singh_9215	Jayne Singh	66.0	76.1	3.2	'''Amet; Vero impedit veniam sed voluptatibus 	 Esse et cupiditate'''	'''Note: Beatae temporibus	 then Velit maiores'''
dr_hughes_3017	Dr Gerard Hughes	16.0	44.1	10.2	'''Odit nihil libero: Dignissimos maxime nostrum voluptate	 Error sint vero doloribus repellendus pariatur'''	'''Sapiente; Alias delectus dicta possimus 	 Doloremque'''
tom_williams_9442	Tom Williams	34.0	4.1	16.2	'''Fuga laboriosam molestiae: Nemo delectus	 Placeat'''	'''Expedita asperiores exercitationem repellendus sed: Sunt nam	 Esse autem molestiae necessitatibus'''
miss_king_9634	Miss Elizabeth King	9.0	63.1	28.2	'''Impedit itaque delectus voluptas veniam; Explicabo consequuntur ratione 	 Veniam impedit culpa'''	'''Note: Blanditiis	 then Nemo maxime dolores exercitationem sint iste'''
amelia_brookes_5174	Amelia Day-Brookes	39.0	15.1	65.2	'''Illo tempore officiis earum repellat	 Quibusdam provident fuga error molestias Fugit veritatis laborum temporibus'''	'''(Sint eligendi iste ab) 	 At molestias cupiditate and Natus repellat'''
albert_hayes_7261	Albert Hayes	77.0	4.1	13.2	'''Laborum eaque; Dicta fugit natus optio tempora 	 Ducimus delectus deleniti'''	'''Veritatis	 Minima non Eius rem illum dolore'''
rosemary_anderson_8430	Rosemary Anderson	19.0	41.1	3.2	'''Earum dolorum	 Nobis neque itaque dicta nostrum amet Nobis deleniti eaque odio fugiat'''	'''Note: Molestiae architecto	 then Quidem officia nemo'''
andrew_morgan_0978	Andrew Morgan	94.0	39.1	15.2	'''Note: Mollitia soluta	 then Commodi deserunt'''	'''Note: Quasi	 then Asperiores'''
iain_kaur_0692	Iain Kaur	42.0	45.1	40.2	'''Note: Iste numquam fuga voluptatum	 then Ab tempore quas'''	'''(Ex) 	 Ipsa explicabo est and Amet itaque'''
dr_robinson_4164	Dr Louis Robinson	38.0	1.1	41.2	'''Unde libero quam autem delectus quaerat; Officia 	 Inventore ipsa'''	'''Note: Neque doloremque	 then Recusandae'''
