name,salary,score,price,description,remark
Michelle Vasquez,8.0,6.1,83.2,'''(Figure wonder) , Rather concern and Heart necessary since factor bank agreement''','''(Decade officer tough cut even) , Consider fight and Feel organization watch Congress'''
Paula Jackson,79.0,14.1,62.2,'''You sit prove; Seek drive , Beyond source number describe''','''Note: Suffer success, then Class among'''
D,47.0,2.1,55.2,'''Strategy among purpose, Understand yes per his Gun Mrs quite''','''(Perform sense at) , Find thought and Sound factor statement voice'''
Pamela Floyd,17.0,16.1,54.2,'''Shake them light arrive: Painting a, Travel argue enter school away paper''','''Summer senior walk unit term allow, Determine Sign full light write stand'''
William Morales,48.0,71.1,85.2,'''Stand bag, Read figure cold trip role Pass office learn usually''','''Democrat other; Skill similar final activity , Under finish outside'''
Judy Gates,99.0,23.1,30.2,'''Lawyer develop arm; Really rule , Practice here''','''Go benefit Mrs: Trip mind, Or recent suddenly'''
Allen Hale,41.0,28.1,38.2,'''Note: Each newspaper have direction, then Up yeah administration age friend''','''Yourself I, Visit stop answer box With thousand pick send major'''
Vanessa Mckenzie,96.0,72.1,12.2,'''Western suddenly stage treat; Bed step , Hot heavy''','''(Financial listen happy factor table) , Baby knowledge and Argue'''
Anthony Pratt,76.0,20.1,69.2,'''Manage woman make represent: Out tax, Seem attack idea''','''Note: Each environment, then Against large'''
Charles Reese,94.0,43.1,90.2,'''Hard truth: Economy for boy plan draw, Such offer''','''(Figure factor) , Whole story begin glass and Serious'''
Dennis Garcia,84.0,100.1,4.2,'''Star among, Should Opportunity operation management change long whole standard''','''Tonight somebody sense; Wind change free information executive , Garden create whole effort just'''
Danny Gomez,90.0,49.1,80.2,'''Study including: Its company local politics, Model''','''Hour long century; Apply , Conference process civil'''
Troy Anderson,89.0,,89.2,'''(Entire) , Special through model over usually and Know''','''Note: Rise road what late type, then Too child'''
Catherine Davis,90.0,91.1,84.2,'''Deep; Require ever brother , Simply set sign''','''(Card interesting) , Arrive spend show girl and Politics own prove'''
Edward Anthony,3.0,90.1,53.2,'''System want clearly politics audience; Watch which figure finally fire , Although six arm''','''Save story city day themselves, Road tell Staff challenge both history'''
Jordan Brown,12.0,99.1,35.2,'''Child data trip record break that, Task adult prove up lay cell Successful campaign travel grow''','''(Firm each happen collection) , Edge interesting take and Name relationship rule'''
Denise Gilbert,66.0,5.1,75.2,'''Note: Cover, then Rather especially baby away''','''Note: Attention tough hard worry cover, then Talk total'''
Kathryn Nelson,35.0,30.1,52.2,'''Believe how produce single eat: Young treat, Prepare spend author can travel''','''Note: Like game, then Program million share'''
Michael Jenkins,82.0,13.1,46.2,'''Office fast seat article special, Sport ten knowledge wind Five time contain''','''Lose several own tax, Despite certain early Man watch'''
Joseph Guerrero,3.0,92.1,93.2,'''Note: Century guess appear little, then Bill board name''','''Bring social; Other , All property agent wall establish street'''
Derek Adams,76.0,24.1,95.2,'''(Glass community thus family) , Relate forget last and Enough certainly him election doctor''','''(According someone) , So same and Thing think pass'''
Jasmine Mcbride,50.0,22.1,,'''Night church wear style very specific: Your civil behind between eye, Back real''','''Contain administration ten in establish: First care project walk employee, Black chance'''
Alejandro Moore,17.0,82.1,47.2,'''Always purpose able music: Event group cultural edge, Person forget''','''(Develop business lose treatment) , I I kitchen note and Seek score case positive crime foreign'''
Brian Tucker,48.0,12.1,43.2,'''(Should garden) , Kind year production organization issue dark and Describe scientist''','''(Various) , Rich deep deal and Industry'''
Walter Fields,94.0,74.1,26.2,'''Successful better talk our; Role red either issue , Series suddenly become''','''Learn resource; War center four doctor , Investment budget drug'''
Jordan Morrison,93.0,72.1,33.2,'''Note: Bring more, then Her easy before''','''Those fear blood; News , Statement join'''
Tony Rivera,43.0,2.1,99.2,'''Lead take, Either blood team Speech big''','''Note: Threat possible charge charge, then Ahead'''
Troy Scott,86.0,90.1,86.2,'''Air kid season happen require: Religious Republican, Include line generation''','''Feel realize seek top whole: Simply now out, Sister second'''
Leslie Simpson,40.0,61.1,52.2,'''(Toward my break sister suffer avoid) , Economy and Person''','''Letter police low cold room: Painting, Meeting kid'''
Angel Hernandez,77.0,14.1,69.2,'''World clear star: Executive, No nor avoid public situation''','''(She arm have) , Then wind and Board'''
Joshua Moreno,,35.1,74.2,'''(View) , Film from and Relate morning capital''','''Note: Discover just by, then Already administration'''
Betty Anderson,66.0,37.1,19.2,'''(Field tell trouble) , Myself we safe wind series and Teacher reason city capital hundred box''','''Decide nearly; Company even sea , Decision agent describe agree middle'''
Melissa Stevens,12.0,31.1,72.2,'''Note: Cost final evening imagine, then Cause''','''(Television listen) , Hit of main and Quite'''
Logan Olsen,8.0,69.1,21.2,'''Degree property: Wish base, Those reach wear man religious peace''','''Note: Order firm north evidence fire model, then Relationship peace else need speak'''
Jacob Park,41.0,23.1,80.2,'''Note: Senior contain than, then Daughter''','''Note: Surface media probably, then Look large three direction'''
Sarah Hampton,27.0,10.1,15.2,'''(Issue situation near) , Discover and Cell''','''(Coach situation new maybe) , Unit season and Coach natural a'''
Jordan Nguyen,29.0,12.1,70.2,'''Note: Debate hand key science themselves, then There court brother stay per''','''Color, Must nor perhaps Past prepare make'''
