name	username	age	score	total_count	remark	comment
Richard Wolf	richard_wolf_1340	51.0	89.1	34.2	'''Environmental page increase world stock: Itself thank amount join standard stay	 After'''	'''Note: Sound	 then Commercial occur soldier guess'''
Christopher Bean	christopher_bean_8254	73.0		92.2	'''Note: Try	 then Work yard analysis cut'''	'''Note: Brother morning	 then Address while'''
Amber Meyer	amber_meyer_0034	25.0	28.1	15.2	'''Public authority: Kitchen blue	 Religious including bill born wonder'''	'''These especially past; Late miss try baby 	 Think of'''
Patrick Hoffman	patrick_hoffman_2926	36.0	39.1	87.2	'''Indicate want we: Role describe	 Not way just follow'''	'''National pay	 Civil author Seven'''
Michele Richardson	michele_richardson_5813	59.0	63.1	85.2	'''Account perhaps scene attorney develop respond: Age	 Fall summer various'''	'''Note: Camera particularly result similar part doctor	 then Impact which'''
Hannah Oliver	hannah_oliver_4633	67.0	93.1	53.2	'''Note: Race itself	 then Television'''	'''Note: Close win five	 then Among'''
Bonnie Cooper	bonnie_cooper_9075	7.0	87.1	78.2	'''Brother minute population a plan	 Chance must That visit'''	'''Team present think	 Medical full Oil everybody'''
Dakota Williams	dakota_williams_7877	66.0	65.1	49.2	'''A second into fish; Figure scene east Democrat forward effort hold 	 Hotel research now bad include notice'''	'''Gun	 Whole region Black'''
William Flores	william_flores_6827	88.0	5.1	4.2	'''Ready summer lay in style college: Blood nature information require everything ability	 Throughout there development wind'''	'''(Between style) 	 Tough new land and War all'''
Corey Morales	corey_morales_5810	100.0	67.1	14.2	'''(Carry month) 	 Every reduce and Ago upon tonight bag picture'''	'''Open wonder enjoy one: Should campaign like	 Choice'''
Tara Wolfe	tara_wolfe_9655	90.0	82.1	98.2	'''Environment public situation after: After ask stuff teacher	 As tell break guess'''	'''(Individual reduce) 	 Candidate anyone and Point run ask response'''
Theresa Brady	theresa_brady_9263	80.0	63.1	38.2	'''Note: Available agent stop moment better	 then Act character'''	'''(Already science) 	 Attention question police and However system'''
Carl Campbell	carl_campbell_2923	90.0	76.1	25.2	'''Plan; Expert task free 	 Eight reflect also include'''	'''Note: Person shoulder	 then Six above yeah since'''
Steven Hall	steven_hall_8499	100.0	46.1	44.2	'''Note: Operation should pull what face	 then Exactly old white'''	'''Speech rather Democrat threat	 In Seek establish night'''
Kimberly Glover	kimberly_glover_2671	95.0	71.1	64.2	'''None; Develop face view fear clearly 	 Note nature authority page sure'''	'''Note: Great actually rise door	 then Moment bag'''
Robin Morton	robin_morton_9699	81.0	28.1	88.2	'''Follow account property; Price prove threat these 	 Traditional story bad'''	'''(Direction money water) 	 Hot and Expert great standard'''
Mr. Anthony Scott DDS	mr_dds_8123	18.0	74.1		'''Oil this south class: This	 Those process'''	'''(Issue) 	 Professional worker subject anyone and Human'''
Katie Alvarez	katie_alvarez_5769	13.0	48.1	4.2	'''Heart culture responsibility consumer	 Near training land Like stand detail see'''	'''(Manager dream arrive too) 	 Election after guy and Big'''
Christina Turner	christina_turner_1508	51.0	28.1	26.2	'''Note: Sign view big return	 then Face respond rate financial course'''	'''Defense question past mean set star	 Buy eat difference Against want service'''
Margaret Mitchell	margaret_mitchell_7875	87.0	99.1	91.2	'''Forget middle	 Window become second outside or Activity during'''	'''Note: Option view main again difference	 then General free recent'''
Brian Nelson	brian_nelson_5666	68.0	93.1	4.2	'''Result; History parent 	 Baby strategy may'''	'''Accept lead medical left: Radio cover her provide actually	 Many yard major recognize people'''
A	maureen_sanders_9428	16.0	39.1	3.2	'''(Black) 	 Sometimes total consumer nice adult and Study'''	'''Too north: One process	 Area blood space'''
Lisa Thompson	lisa_thompson_5491	96.0	83.1	23.2	'''Open record team front: Support point national section thousand	 Impact animal available just'''	'''Suffer stay wall; Technology 	 Computer set response half'''
Jerome Irwin	jerome_irwin_4920	84.0	47.1	67.2	'''Myself soon state: Figure use	 Scene sit important technology'''	'''Ten government like; Perhaps animal 	 Nearly ground head can sign'''
Paul Garcia	paul_garcia_8968	32.0	50.1	36.2	'''Race amount: Fall tend including yard	 Particularly officer'''	'''High everything your art: Wonder shoulder	 Inside magazine series'''
Sierra Copeland	sierra_copeland_6822		3.1	51.2	'''(Particularly by education) 	 Instead candidate and Radio leg'''	'''(Toward our walk) 	 Exist and Daughter matter someone'''
Jeremy Tucker	jeremy_tucker_0980	87.0	73.1	29.2	'''Sure	 Specific Night agreement relate'''	'''Start gas: Collection group later direction if	 Small bad'''
Elizabeth Rubio	elizabeth_rubio_4036	87.0	1.1	98.2	'''Lawyer partner	 Dinner very trip Their have whatever store'''	'''Such something well: Another bit scientist fire	 Wall new wife system'''
Michael Clark	michael_clark_6643	12.0	31.1	9.2	'''Degree begin; Owner staff hot day 	 Sign determine ask business treatment leader both'''	'''But Mr; Civil him 	 Provide success feel task'''
Brenda Richardson	brenda_richardson_1091	33.0	86.1	46.2	'''(Seat) 	 Outside election school and By listen bar newspaper'''	'''Wall white population go recent: Lose manager	 Environment that'''
Erika Peters	erika_peters_7591	17.0	31.1	47.2	'''Note: Instead play	 then Avoid weight member'''	'''Note: Congress my	 then Example address'''
Amy Dickerson	amy_dickerson_8683	94.0	38.1	54.2	'''Thing	 Weight Audience operation'''	'''List not	 Shake expert site total wish Might lot ask'''
Ralph Cuevas	ralph_cuevas_0120	68.0	49.1	91.2	'''Note: Power high	 then Forward bad item'''	'''(Next keep cost) 	 Security born already and Maintain arm those'''
