username	price	salary	comment	note
dr_george_9288	19.0	84.1	'''Ad earum quidem necessitatibus voluptate: Aperiam aspernatur excepturi id temporibus veritatis	 Ullam optio'''	'''Perspiciatis laboriosam; Quo repudiandae rerum veniam tempore 	 Aliquam amet ipsum itaque'''
mr_mcdonald_1395	71.0	85.1	'''Tempore: Explicabo ad atque blanditiis rerum	 Occaecati soluta reprehenderit totam ducimus velit'''	'''Note: Placeat rem voluptates	 then Sunt laboriosam placeat voluptatum'''
kevin_bibi_0492	16.0	49.1	'''(Nobis) 	 A pariatur dicta quasi and Voluptatum'''	'''(Nesciunt nulla sunt temporibus) 	 Inventore consequuntur ratione and Repellat tempore'''
gail_bennett_5901	10.0	81.1	'''Note: Ab quod	 then Repellendus occaecati tempore'''	'''Sunt placeat excepturi maxime laudantium; Dignissimos velit 	 Dolores occaecati'''
harriet_roberts_6023	85.0	98.1	'''Ipsum; Possimus ratione fugiat quos 	 Quas neque voluptatem illum ipsam modi'''	'''Note: Quas cupiditate nihil	 then Dolores est iure'''
joshua_moore_0378	5.0	70.1	'''Hic praesentium; Consectetur maiores 	 Inventore provident'''	'''Autem sapiente: Corporis expedita facere tempora debitis atque	 Voluptatem dolorem'''
dawn_curtis_8357	54.0	50.1	'''Nisi praesentium: Voluptate	 Ipsa tenetur'''	'''(Accusantium eaque voluptate optio) 	 Vitae doloremque and Voluptas'''
dale_hicks_0975	14.0	50.1	'''Reprehenderit molestiae fugit: Nesciunt eum rem nisi	 Deserunt ipsum iusto'''	'''(Officiis pariatur molestiae) 	 Reiciendis labore corrupti and Dolore doloremque iure cum'''
rhys_marsden_4774	7.0	8.1	'''At quae	 Aspernatur sequi repudiandae Velit distinctio culpa'''	'''Numquam eveniet dignissimos; Dicta neque eius libero enim 	 Et aliquid eos'''
tina_roberts_7985	73.0	33.1	'''Tempore consectetur sapiente; Temporibus ut provident doloremque tenetur minus 	 Et nesciunt facere'''	'''Eos aperiam	 Necessitatibus a expedita repellat sequi Error molestiae'''
marie_ali_1057	28.0	100.1	'''Alias dicta sapiente: Minima omnis repellendus accusantium iure	 Cum ullam fuga ipsam'''	'''Est similique: Commodi neque amet	 Odio cum atque aperiam'''
marcus_sharp_0987	29.0	98.1	'''Ullam porro; Velit accusantium maiores totam 	 Modi saepe'''	'''Note: Omnis ex aut laborum temporibus	 then Asperiores explicabo non illo'''
paige_hussain_0725	89.0	75.1	'''Note: Doloremque reprehenderit impedit commodi debitis	 then Ab facilis maiores'''	'''Sapiente quibusdam	 Itaque sint vitae facere Voluptate natus'''
mrs_gallagher_7695	73.0	97.1	'''Note: Libero enim deleniti libero ipsam et	 then Dicta eum'''	'''(Minima necessitatibus quod cupiditate) 	 Dolor officia and Libero alias beatae mollitia'''
thomas_moore_6356	94.0	33.1	'''(Officiis) 	 Officiis est eos and Odit'''	'''(Error quibusdam omnis) 	 Enim porro and Dolores suscipit ipsam'''
dawn_williams_1827	61.0	45.1	'''Note: Veritatis delectus recusandae	 then Facere veniam nulla deleniti rerum cumque'''	'''Note: Deserunt nobis quaerat eveniet	 then Aut tempora'''
mr_simpson_1745	55.0	32.1	'''(Ex repellendus soluta nesciunt temporibus) 	 Deleniti commodi maiores and Dolore'''	'''Id harum harum veniam repellat maiores: Amet accusamus aut perspiciatis ipsum	 Molestiae'''
dr_wall_8618	68.0	84.1	'''Note: Voluptatem sint	 then Ipsa omnis sequi reprehenderit'''	'''Qui; Ex id harum quaerat 	 Velit iste'''
ms_clayton_6859	55.0	5.1	'''(Hic) 	 Nisi ipsam quos cum dolorum and Reprehenderit vel'''	'''Facilis sit enim; Illo quas officiis 	 Praesentium numquam iusto'''
geoffrey_bibi_7306	70.0		'''Voluptatem nesciunt sapiente: Totam laudantium	 Cum adipisci'''	'''(Repudiandae) 	 Dolorem aliquam ea and Doloremque optio velit accusantium autem'''
dr_lawrence_9304	50.0	77.1	'''(Tenetur cupiditate vero ratione maxime) 	 Adipisci modi and Qui adipisci'''	'''Fuga amet maxime; Ipsa ab 	 Autem'''
chelsea_harris_7768	88.0	79.1	'''Quos vitae blanditiis	 Vel delectus illo Mollitia nemo distinctio'''	'''Aut nostrum distinctio: Dignissimos reiciendis	 Neque ullam'''
leon_rogers_0355		11.1	'''Modi dignissimos quisquam maiores; Quibusdam voluptates praesentium 	 Molestiae blanditiis'''	'''(Eaque nam) 	 At veniam ut and Officia atque occaecati occaecati'''
geoffrey_parker_5337	7.0	4.1	'''Quia nulla quo	 Laboriosam sed Vero'''	'''Quo: Soluta	 Voluptatem blanditiis'''
mr_harris_2578	68.0	98.1	'''Tenetur recusandae esse; Exercitationem facere libero cupiditate quaerat 	 Vero eius hic deserunt voluptatibus'''	'''Note: Velit in	 then Odio laboriosam'''
annette_perry_3107	29.0	68.1	'''Repellendus numquam: Optio molestiae voluptates provident	 Sit facere impedit odit'''	'''Placeat odit possimus: Eveniet ut quibusdam vero officiis	 Eos rem'''
denis_norman_7275	58.0	15.1	'''Accusantium culpa cumque eveniet architecto dolorem: Fuga	 Eaque omnis id'''	'''Consectetur in: Iusto quidem ab culpa	 Aperiam dolores asperiores doloribus illum'''
