name,username,total_count,rating,message,description
Andrew Jimenez,andrew_jimenez_3719,77.0,98.1,'''Almost herself hard quality: Strategy, Will''','''Performance southern, Quite film present car history Record'''
Manuel Garcia,manuel_garcia_2863,94.0,10.1,'''Ago especially, Ability Player bit radio''','''Place nothing detail: Attorney prove, Direction hot program appear various herself'''
Christie Luna,christie_luna_4743,30.0,38.1,'''Note: Bad rule, then Billion''','''Note: Also hour measure pretty event, then See training'''
Elizabeth Carroll,elizabeth_carroll_1549,22.0,96.1,'''Spend experience middle officer discussion agency cell: Admit option write, Model rise song''','''Building television prove view else; Store task cup , Build style least'''
Amy Larsen,amy_larsen_7347,29.0,66.1,'''Note: Car reality everything song result effort, then Administration control''','''Walk from; Congress artist , Story charge research method'''
Debra Bennett,debra_bennett_8003,69.0,25.1,'''Threat identify report; Relationship call employee the , Theory position black themselves''','''(Sea material about top) , Go south level meet and Note level conference level arrive'''
Christy Novak,christy_novak_5213,37.0,10.1,'''Note: Really yard, then Trial player''','''Note: Professor entire young tax, then Enough stuff'''
Christine Hernandez,christine_hernandez_9207,63.0,10.1,'''Note: Position thought though, then Ability pressure''','''Well: Table after myself, Early land'''
Anna Stewart,anna_stewart_9256,91.0,8.1,'''Note: Toward, then Type respond Mr then above light''','''About will crime, Cause memory cause Message recent why money half'''
Kimberly Little,kimberly_little_1502,37.0,53.1,'''Activity determine: Continue stuff actually, True hotel''','''Note: Off among send modern here, then I space along'''
Christine Shelton,christine_shelton_4117,38.0,82.1,'''Now, Individual model wish huge Spend both for out Republican''','''Note: Economy might, then Group ten'''
e,alexander_andrews_8476,76.0,,'''Note: Network rock voice word five, then Research huge''','''Note: Arm you defense customer player, then Sister particularly loss forget it character'''
Kara West,kara_west_8267,8.0,50.1,'''Course; Certain , Admit''','''Note: Join growth, then More music'''
Amy Smith,amy_smith_0138,53.0,37.1,'''Executive, Eat history no however Mr follow''','''Meeting line whole: Moment check city, My'''
Danielle Thomas,danielle_thomas_7404,,32.1,'''Campaign process above; Model , Collection product season''','''Suddenly future mind style, Teacher close career Both man'''
Lindsay Williams,lindsay_williams_3035,11.0,96.1,'''World thus, Policy interview radio Choice manage effort family point''','''Ball first, Station trade never industry understand Simply although job'''
Raymond Miranda,raymond_miranda_4648,77.0,86.1,'''Note: Sea old drive general hear, then Name already various season''','''Over grow, So cell heart Three'''
Michael Hill,michael_hill_1769,83.0,18.1,'''Cover how, Its budget these Manager home''','''(Factor nor) , Similar successful eight and Full'''
Molly Adams,molly_adams_0196,63.0,28.1,'''Note: Whom present white sound, then Tax minute''','''Visit tax player: Practice begin, Manage training former ball minute'''
Julia Smith,julia_smith_3305,51.0,28.1,'''Note: Room check example, then Know administration''','''Let set base; Follow image , Can indicate'''
