# This is a comment line to skip
username	name	age	score	total_count	remark	note
todd_jordan_6244	Todd Jordan	6.0	20.1	85.2	'''Note: Partner assume guess pretty believe	 then Director discuss outside'''	'''Relate affect; Yeah 	 Identify affect'''
maria_clark_6093	Maria Clark	36.0	77.1	36.2	'''(Body view) 	 Certainly nearly and Last role'''	'''Form every; Artist protect marriage wide 	 Act back media medical instead'''
michele_lee_1983	Michele Lee	48.0	64.1	79.2	'''(Ago report music rest) 	 Exist happen and Far result kid member'''	'''Glass off myself little manage dog; Like program 	 All'''
brenda_lester_9918	Brenda Lester	81.0	86.1	58.2	'''Director citizen; Surface growth represent spring 	 Dog training'''	'''Five often example yard from smile: See activity similar	 Really often her show'''
jennifer_mullen_2827	Jennifer Mullen	8.0	41.1	19.2	'''Own business bag; Stuff test cold 	 Child peace'''	'''Note: Cold experience garden	 then Side station'''
victoria_hill_9075	Victoria Hill	64.0	7.1	99.2	'''Term agree middle source must; Themselves budget level western 	 None'''	'''(Write nature war) 	 Purpose practice from and Else'''
amy_castro_3144	Amy Castro	33.0	9.1	20.2	'''Area number peace: Space thus audience memory office	 By thousand child'''	'''Determine nothing tough whose party: Teacher technology little positive	 Economic need'''
donald_rose_2210	Donald Rose	78.0	29.1	83.2	'''Note: Father everybody top several mind	 then Adult'''	'''Wait table old	 Health thus answer unit Customer red'''
rebecca_wilson_9675	Rebecca Wilson		93.1	86.2	'''(Against) 	 However do participant thing order and Beyond somebody movement'''	'''Note: Very simple address	 then Remember economy wall himself'''
karen_atkinson_8226	Karen Atkinson	43.0	72.1	91.2	'''Color system remember improve yes might	 Debate amount ever girl Despite such move court'''	'''Floor right company: War movie strategy	 Then'''
robin_garcia_4345	Robin Garcia	54.0	44.1	29.2	'''Note: Gun gas raise little	 then Well data'''	'''(Seem last) 	 My name listen blue individual some and Number man skin'''
angel_johnson_4640	Angel Johnson	78.0	7.1	21.2	'''Later when figure; Continue law 	 Cause get all'''	'''Add teacher suggest: Expert attention put bring pass	 West scene standard hot'''
tina_smith_4235	Tina Smith	88.0		37.2	'''Keep so yard; Out probably seven 	 More personal pick'''	'''(Ok) 	 Art instead feel and Her drop pass'''
amanda_simon_3306	Amanda Simon	59.0	14.1	64.2	'''(Own idea) 	 Congress pretty and Right forget'''	'''Responsibility process thing; Director pull wonder deep beat central 	 Best tough heart soldier'''
dylan_martinez_0737	Dylan Martinez	61.0	14.1	35.2	'''Instead; A quality chair stop sense oil 	 Score'''	'''Note: Let	 then Ball model'''
sara_lucas_6413	Sara Lucas	2.0	27.1	18.2	'''Community: Seat alone the who	 Conference father type senior'''	'''Part catch; Seat white 	 Someone same consider'''
shelby_price_0842	Shelby Price	5.0	84.1	65.2	'''Region fly there; Car would 	 Assume'''	'''(Guess will change) 	 Audience animal and Someone thousand effort'''
kevin_chaney_3620	Kevin Chaney	54.0	64.1	17.2	'''(Under tell really) 	 Employee adult than far environmental and Close court analysis'''	'''Girl actually open effect represent	 Watch throw important garden Expect'''
jennifer_silva_3680	Jennifer Silva	22.0	88.1	77.2	'''Onto	 Strategy quickly Window finish week car behind anything'''	'''(Note thank physical tend indeed popular) 	 Mission too analysis world bit peace and Else amount political step food indicate'''
walter_schaefer_8614	Walter Schaefer	19.0	26.1	52.2	'''See world could treatment: Small fish her all physical	 West build Republican ball build'''	'''Often get choose easy; Evening air appear toward short reality 	 Reality home factor increase'''
rebecca_nelson_9498	A	43.0	10.1	63.2	'''(Project next soon light myself) 	 Everything total pressure soon also sister and Account contain season growth effect team'''	'''To we financial drug	 Style force accept free Response buy management'''
philip_lewis_8829	Philip Lewis	40.0	23.1		'''(Energy leg into) 	 Writer son notice and Project within behavior fill'''	'''(Our system young) 	 Blood instead and Coach'''
amanda_fowler_2711	Amanda Fowler	75.0	72.1	48.2	'''Meeting; Green never recent financial traditional 	 Help hair'''	'''Her	 Share thus yes recently Establish process identify red'''
rachel_sanders_8542	Rachel Sanders	52.0	70.1	55.2	'''Close huge	 Tough apply Another suddenly south'''	'''Note: Enter drop	 then Just our'''
ana_cox_1878	Ana Cox	15.0	64.1	29.2	'''(Rise lay) 	 Cost though employee expect cost and Campaign finish human'''	'''Note: Particularly soldier describe	 then Pick source'''
