# This is a comment line to skip
username;name;total_count;review;message
rebecca_brown_3897;Rebecca Brown;8.0;'''Great: Protect pretty; Through building defense not theory''';'''Note: Authority tree nothing; then Clearly guess under south record'''
dawn_hall_4827;Dawn Hall;92.0;'''(Everyone message film) ; Figure hot yet seek and Study call order''';'''(Hospital) ; Show newspaper and Order nearly'''
kimberly_turner_5310;Kimberly Turner;88.0;'''Cover six; Put event left southern ; Although actually part despite fear''';'''Note: First radio region; then Rule ok'''
richard_hughes_1410;Richard Hughes;60.0;'''(How center) ; Poor you class and Group source''';'''Stand drive dark present political: Ahead item long; First power'''
cody_beard_1436;Cody Beard;;'''Try possible; Responsibility walk piece ; According toward account''';'''Significant school amount travel; Song pretty shake message despite ; President whom'''
amber_shaw_3635;Amber Shaw;8.0;'''Shoulder measure government the; Beyond build road Police final nature''';'''Determine: Able; Security first provide'''
dean_davis_9707;Dean Davis;100.0;'''(Statement act him own drive) ; Business ten skin high participant and Describe available many man''';'''Public fight simply; Discussion center behavior Bed situation however'''
julie_cochran_0450;Julie Cochran;90.0;'''Your speech part leave word make; Ten expert thank authority Forward check amount medical''';'''(Ago fill) ; Group federal local and West purpose same commercial'''
donald_torres_7925;Donald Torres;61.0;'''Note: Range reality; then Impact foreign strategy''';'''Note: Law well take; then Everything identify'''
taylor_oneill_2831;Taylor Oneill;95.0;'''Run social; Like occur from ; Hold want''';'''Gas: Moment plant population fish; Friend quickly learn door'''
tamara_davis_2557;Tamara Davis;23.0;'''Note: Own person; then Draw''';'''Note: Speak; then Evidence manager cultural feel'''
denise_ramsey_7959;Denise Ramsey;39.0;'''Note: Each decide tend model; then Shake Republican''';'''(Movement know mother) ; Compare major and Yet'''
dawn_burgess_2033;Dawn Burgess;36.0;'''Bed cause: Top admit head; Real support will case take''';'''Population necessary top national attorney business; International Democratic whatever worker money bank'''
david_parsons_2363;David Parsons;87.0;'''(Range truth) ; Eight wonder number list room grow and Go what newspaper billion heart''';'''Note: Magazine edge process; then White'''
anita_walker_8373;Anita Walker;7.0;'''Military product later reveal ago; Personal thank Enough piece pull''';'''Note: Sing; then Attack maintain less respond not'''
terry_horne_8621;Terry Horne;49.0;'''Under realize public truth; Four mean eye Whom movie final''';'''Think peace box produce create range; Appear could executive Design'''
mary_moss_0078;Mary Moss;68.0;'''Note: Reason one; then Church answer weight moment''';'''Different chance must: Adult interesting; Beyond approach change'''
douglas_peterson_1102;Douglas Peterson;76.0;'''(Former possible surface down according professional) ; Under painting and Face enough ball''';'''Suggest style truth ready: Than; Play'''
kerry_beck_8361;Kerry Beck;84.0;'''She ago; Three federal ; Before''';'''Note: This; then Simple financial system move window'''
timothy_dawson_7925;Timothy Dawson;95.0;'''Note: Million nor; then Become though idea month yourself''';'''(Myself degree affect) ; Control anything and Sing performance thank'''
nicholas_flores_7875;Nicholas Flores;91.0;'''Body career pick movement; Interesting kind news Safe fill''';'''Want agency; Production watch miss every life Blood'''
william_robinson_4116;William Robinson;25.0;'''Window performance; Network stop road Partner national agent''';'''Hot; Maintain test floor smile ; Nature suddenly identify challenge'''
dylan_hart_7602;Dylan Hart;6.0;'''Note: Executive reality; then Save leg ability''';'''Note: Physical my in; then Strategy risk require too body'''
robin_miranda_8183;Robin Miranda;60.0;'''Cell yet take: Hair also weight; Effort head her own''';'''Indicate why; Reflect approach answer Knowledge care join'''
brittany_vance_3324;Brittany Vance;27.0;'''Relate support from himself; Course social ; About develop decide''';'''Particularly step general believe although: Particular; Eight recognize'''
edward_page_3927;Edward Page;82.0;'''Down chance reduce blood police; Maybe thousand until ; Western method or ground simple positive''';'''Note: The government middle; then Resource task prove speech'''
jon_jones_3385; ;6.0;'''Note: Remember; then Bar discuss turn five''';'''(Common full) ; Tend and Still type'''
brittany_stevens_4446;Brittany Stevens;50.0;'''Wrong many national; Will something rather size ; Explain sing''';'''Well whose perhaps; Executive admit keep find Of floor animal'''
mitchell_brown_5501;Mitchell Brown;49.0;'''Long instead because reduce: There late; Friend difficult''';'''Son; Course society ; Into adult exist social'''
michelle_arnold_0705;Michelle Arnold;52.0;'''(Through bill so) ; Economy treatment and Allow bad''';'''Call foreign prove; Raise Him ever government hundred scientist perform'''
bridget_gonzales_0550;Bridget Gonzales;50.0;'''Role; Prove increase ; Interest white improve than''';'''Treat while class would student; Ground early Head quality modern'''
sherry_morris_0889;Sherry Morris;26.0;'''Control same great right: Person foreign medical benefit wear anyone; Crime plan event''';'''Old side buy; Guy ; Professor worker week wrong another'''
andrew_moore_7137;Andrew Moore;15.0;'''Site: Couple interest special speech bag actually; Evening''';'''However for: Since able; Herself future'''
peter_young_5612;Peter Young;5.0;'''(Ground style feeling eye probably) ; Under claim and Teach maintain notice place organization''';'''Single everything collection sometimes: Stand; Likely bar same person financial huge'''
matthew_velasquez_3962;Matthew Velasquez;38.0;'''Note: Defense area; then Course future include apply economic''';'''(Evening actually campaign) ; Edge experience green wide and Outside voice address war blue'''
stephanie_hicks_6510;Stephanie Hicks;50.0;'''Design: Play toward store art; Soon majority especially good''';'''Morning college realize scientist; Thousand Mind piece effort candidate build'''
gregory_harris_2053;Gregory Harris;82.0;'''Decision threat no when stage live; Above analysis ; Fly material take standard''';'''Note: Particularly such hold summer; then Seek up beat'''
