username,name,rating,score,salary,review,note
connor_frost_2681,Connor Frost,49.0,43.1,40.2,'''Rem dolorum, Delectus delectus Soluta reprehenderit''','''Autem; Doloremque sit quaerat expedita enim , Hic commodi'''
cheryl_hall_2338,Cheryl Hall,93.0,90.1,63.2,'''Note: Voluptates reiciendis eligendi, then Recusandae saepe ducimus nihil fugit''','''(Ad nam placeat eius) , Et reiciendis accusantium itaque and Minus molestias'''
ms_armstrong_0876,Ms Nicole Armstrong,47.0,20.1,79.2,'''(Quidem non animi) , Quos and Accusamus eaque''','''Voluptatibus esse dolorem deleniti aliquid eaque, Fugiat alias qui temporibus odit Consectetur sed nesciunt molestias'''
kieran_richardson_0658,Kieran Richardson,13.0,5.1,81.2,'''Note: Accusantium eaque nobis provident doloribus, then Reiciendis voluptates harum''','''(Rem) , Sed and Dicta excepturi'''
mr_spencer_3675,Mr Victor Spencer,48.0,53.1,60.2,'''Quidem quibusdam pariatur; Dolorem , Consequatur''','''Fuga odio in aliquam, Fuga aliquid Fugiat omnis'''
matthew_bowen_5801,Matthew Bowen,6.0,,37.2,'''Sint soluta; Minus , Culpa''','''Note: Sint, then Quia alias est unde'''
janice_summers_7451,Janice Summers,93.0,7.1,15.2,'''(Placeat accusantium) , Rerum magni quae and Illo consequatur excepturi''','''Asperiores cupiditate reprehenderit: Laboriosam ab dicta praesentium minima quidem, Doloremque sed consectetur'''
jemma_wells_6769,Jemma Wells,58.0,22.1,20.2,'''Sequi accusamus voluptate; Quas adipisci harum ipsum , Tempore repudiandae esse''','''Culpa quisquam beatae: Ad quidem nulla, Provident'''
jack_palmer_2394,Jack Palmer,9.0,82.1,60.2,'''Magni, Facilis quis Nisi veritatis quae''','''Minima accusantium, Quae aliquam inventore Sunt animi labore vel'''
mr_curtis_1936,Mr Toby Curtis,83.0,76.1,15.2,'''Note: Impedit debitis, then Corrupti iusto distinctio''','''Note: Necessitatibus ex dignissimos, then Amet velit'''
kyle_carter_4992,Kyle Carter,5.0,73.1,20.2,'''Nihil inventore dicta velit; Repellendus , Dicta nostrum blanditiis dicta rem''','''Voluptatem eveniet dicta perferendis eum: Accusantium occaecati, Aspernatur recusandae amet'''
sheila_carr_6861,Sheila Carr,36.0,64.1,50.2,'''Itaque magnam porro: Earum ducimus repellendus architecto, Consequuntur praesentium laboriosam''','''(Pariatur est maiores neque eum) , Deserunt modi and Unde sed facilis beatae'''
leslie_anderson_2542,e,15.0,63.1,13.2,'''(Qui officiis excepturi) , Placeat and Reiciendis et adipisci id vel necessitatibus''','''(Perspiciatis assumenda) , Neque voluptas reiciendis adipisci and Consectetur voluptatibus'''
mr_hurst_1845,Mr Ross Hurst,24.0,32.1,17.2,'''Note: Quidem nostrum iure, then Nam tempore officia labore ex''','''Note: Et accusantium, then Eveniet occaecati'''
miss_stevens_3832,Miss Charlene Stevens,78.0,52.1,18.2,'''(Ratione aspernatur ipsam) , Possimus atque voluptatibus and Velit quae nostrum dicta atque''','''Voluptatem unde a veniam qui odit, Nam autem atque odio animi quia Iure aperiam a'''
nigel_thornton_9691,Nigel Thornton,34.0,11.1,3.2,'''Voluptate ad natus: Aperiam error aliquid tempore facilis, Quaerat cupiditate voluptatem debitis''','''Iure dolor eos eum, Blanditiis sequi consequatur Consectetur'''
shannon_robinson_1226,Shannon Robinson,27.0,20.1,24.2,'''Incidunt eaque: Numquam harum, Illo repudiandae natus''','''Note: Nam vero, then Commodi accusamus'''
ms_mills_3609,Ms Jodie Mills,58.0,76.1,87.2,'''Rerum architecto reprehenderit labore, Nesciunt excepturi deserunt sed laboriosam Quia necessitatibus reiciendis''','''(Doloremque dignissimos) , Explicabo labore and Et animi'''
ms_buckley_1112,Ms Jasmine Buckley,,3.1,,'''(Laboriosam earum) , At veniam alias quibusdam and Provident officia maiores provident''','''Eaque ullam, Ullam asperiores Nesciunt libero'''
mr_bibi_7070,Mr Frederick Bibi,6.0,3.1,7.2,'''(Itaque quisquam placeat nihil voluptatibus) , Deleniti and Doloremque''','''(Quam aperiam) , Maiores dicta itaque and Nesciunt nam'''
mr_carter_5913,Mr Stanley Carter,74.0,67.1,20.2,'''Unde; Mollitia , Itaque totam''','''Minima iure expedita, Veniam dolorem quia Cupiditate nihil itaque provident'''
ronald_parker_8777,Ronald Parker,20.0,1.1,19.2,'''(Similique veritatis) , Veritatis ea pariatur modi quos and Aliquid fugit autem dolores consectetur''','''Note: Aut delectus facere occaecati, then Commodi'''
barry_carter_6445,Barry Watson-Carter,100.0,27.1,33.2,'''Culpa aut ut; Sit magnam laborum , Porro sit sapiente''','''Hic tenetur corporis, Sed Repellendus nesciunt vitae'''
