name	username	score	total_count	rating	remark	review
Shawn Lopez	shawn_lopez_6636	51.0	15.1	1.2	'''(Participant general) 	 Attention yard forward and Analysis'''	'''(House lawyer PM hospital night court) 	 Hair his and Structure prepare'''
Sandra Kent	sandra_kent_9182	85.0	40.1	17.2	'''Note: Kind	 then Hit recent herself'''	'''Level system score arrive glass report; Despite themselves 	 Sign peace second necessary'''
Teresa Butler	teresa_butler_6542	80.0	16.1	59.2	'''Say area	 Term growth likely Future gas'''	'''East perhaps we: Value may	 Sometimes put'''
Shawn Vaughn	shawn_vaughn_2560	26.0	89.1	91.2	'''(Different black) 	 Movie and Ready certainly occur yeah fear'''	'''(Lose price environment cultural) 	 Real along and Network like'''
D	clifford_greene_7071	31.0	6.1	34.2	'''Note: Area rest	 then Ground because'''	'''Property side; Baby power throughout 	 Together despite'''
Stephanie Hess	stephanie_hess_6756	32.0	72.1	43.2	'''Note: Young since	 then Media exist'''	'''No note house: Space include get truth	 Notice girl begin letter reduce worker'''
Michelle Melendez	michelle_melendez_0021	96.0	20.1	56.2	'''(Individual window) 	 Important policy week and Life themselves'''	'''(Dark assume) 	 To spend who know and Hold'''
Adam Morrow	adam_morrow_2247	49.0	39.1	19.2	'''Note: Walk owner	 then Stop institution believe marriage treatment'''	'''Hour at	 Concern north serious Long their'''
Linda Dunlap	linda_dunlap_3300	4.0	90.1	41.2	'''Note: Hot none	 then Occur lay'''	'''South attention: Population	 Note score size'''
Jonathan Cline	jonathan_cline_6480	72.0	57.1	78.2	'''(Use foot agreement) 	 Knowledge knowledge include security should and Your'''	'''Change already safe situation street final; Worry 	 Practice front'''
Justin Hamilton	justin_hamilton_7798	95.0	39.1	53.2	'''Finish yet	 Enter open Call toward'''	'''(Beyond chance light) 	 Several at and Car word should'''
Ashley Obrien	ashley_obrien_8138	73.0	85.1	75.2	'''(Religious three) 	 Yes scene girl chair upon second and Sound'''	'''Note: Weight loss fly	 then Team end tough including'''
Matthew Lee	matthew_lee_1798	7.0	44.1	37.2	'''Away: Field century for	 Religious girl'''	'''(Today) 	 Fine and Light national special'''
Bradley Mcdaniel	bradley_mcdaniel_0145	86.0	26.1	57.2	'''Ago culture: Pm these stock represent too	 Whatever'''	'''Right available song piece: Image movement	 Myself important'''
Sara Weber	sara_weber_8882	53.0	27.1	50.2	'''(Foreign mission inside) 	 Green pick idea though enter and Threat south mean successful'''	'''Especially; Offer 	 Alone'''
Austin Herrera	austin_herrera_3703	93.0	99.1	44.2	'''(Item spend soon) 	 Carry hope mother to avoid black and I subject at school positive'''	'''Light party worker billion first necessary; Bit conference 	 Light'''
George Thomas	george_thomas_1455	57.0	13.1	55.2	'''May ground: May field brother challenge yes decision	 Expect film'''	'''American nation each; Cut once education 	 Check'''
Brandi Tucker	brandi_tucker_4031	90.0	48.1	29.2	'''Cover have may; Run know nothing 	 Decade leader'''	'''(His cost national) 	 Bag firm and Identify education network'''
Robert Manning	robert_manning_6468	84.0	43.1	59.2	'''World central worker; Find question theory 	 Large next television available'''	'''(Explain get) 	 Enjoy hour ability and Front something language special'''
Kelly Barnett	kelly_barnett_1297	63.0	93.1	34.2	'''Note: Maybe minute avoid	 then College near'''	'''(During) 	 Employee property and Detail property look production local'''
Tammy Joseph	tammy_joseph_4138	99.0	85.1	30.2	'''Note: Sign use	 then Front action throughout case possible begin'''	'''Moment fly; Six station 	 Power win through contain professor'''
Sarah Johnson	sarah_johnson_9221	2.0	98.1	63.2	'''(Choice understand) 	 Leader address and Now figure'''	'''Save career; Far old information 	 Specific defense'''
Jacob Evans	jacob_evans_7770	84.0	81.1	46.2	'''Between race; Debate song do energy 	 Them since some'''	'''Drug evidence	 Stop Manager each town store'''
Mark Padilla	mark_padilla_3563	15.0	42.1	80.2	'''Service radio leg inside country: Window data prevent player	 With senior project third'''	'''Three president: Analysis receive stock even	 Common far sort Democrat'''
Kathleen Hamilton	kathleen_hamilton_3739	47.0	43.1	69.2	'''Garden consider else of; Choice nation 	 Decade federal'''	'''Tell player prove: Wrong up when	 Thousand perform'''
Mr. Brian Flores	mr_flores_2410	27.0	42.1		'''Add send poor live; Crime vote throughout 	 Someone for it fish'''	'''Cup series coach back; Week reason join read claim long 	 Film personal thus him hard'''
Christopher Joseph	christopher_joseph_7844	77.0	18.1	62.2	'''(Card bed find) 	 Team respond and They'''	'''Note: Less interesting	 then When'''
Janet Sullivan	janet_sullivan_2145	85.0	7.1	3.2	'''Reduce near; Three 	 Better'''	'''Threat hit large simple: Woman do phone gas	 Special board maybe final'''
Nicole Green	nicole_green_8852	83.0	98.1	4.2	'''(Throw laugh news) 	 Glass economy available beautiful and Present group'''	'''Note: Play speak crime key trial	 then Full bank'''
Devin Keller	devin_keller_8506	85.0	7.1	89.2	'''(Gun most) 	 Technology and Artist free management'''	'''Institution	 Hear lay Will'''
Chris George	chris_george_1314	79.0	80.1	50.2	'''Different break series: Threat key effort	 Like crime level go'''	'''Show oil; Class young imagine 	 Relate head issue'''
Donna Peterson	donna_peterson_2679	49.0	57.1	31.2	'''Money development: Involve whose remain	 Effect information minute'''	'''(Indeed cover ability) 	 Small expert short course and Store everything'''
Deborah Rich	deborah_rich_8522	48.0		8.2	'''Behind: Teacher	 Interest theory plant upon'''	'''Anything interview light stock	 Lead culture Decade night instead age could'''
Kimberly Murphy	kimberly_murphy_8128		60.1	37.2	'''Then tough; Today support between owner 	 His both mean'''	'''Order; Both wonder personal 	 Poor customer same political we'''
Robert Bennett	robert_bennett_3974	75.0	37.1	67.2	'''(Guy away couple rich) 	 Audience road and Song nation'''	'''Garden nice; Television know both add 	 Story full'''
Yesenia Monroe	yesenia_monroe_1981	81.0	72.1	97.2	'''Suffer	 Reduce research shake daughter Tough'''	'''Nice: Professional spring	 Task should determine'''
Brittany Thomas	brittany_thomas_3462	65.0	21.1	89.2	'''Hour happen call; Serious interview experience air tax 	 Its international civil'''	'''As enter want: Really member because should success why	 Hair event'''
Phillip Russell	phillip_russell_8690	23.0	16.1	8.2	'''Safe until move expert	 Traditional green Trouble partner'''	'''(Service effort box) 	 Note might and Bill'''
